Cotten Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2022-10-01 22:00:00,0,0,0,0,0,0,0
2022-10-01 23:00:00,0,0,0,0,0,0,0
2022-10-02 00:00:00,0,0,0,0,0,0,0
2022-10-02 01:00:00,0,0,0,0,0,0,0
2022-10-02 02:00:00,0,0,0,0,0,0,0
2022-10-02 03:00:00,0,0,0,0,0,0,0
2022-10-02 04:00:00,0,0,0,0,0,0,0
2022-10-02 05:00:00,0,0,0,0,0,0,0
2022-10-02 06:00:00,0,0,0,0,0,0,0
2022-10-02 07:00:00,22.66263,11.914,8.776297,16.43783,16.05245,10.14013,9.443117
2022-10-02 08:00:00,187.4097,151.8188,119.8558,162.6307,147.977,138.2432,119.1103
2022-10-02 09:00:00,277.2249,255.7206,242.1334,243.4979,246.5448,241.2042,263.4319
2022-10-02 10:00:00,445.3801,429.5169,428.2437,423.9196,412.6075,389.6251,438.1328
2022-10-02 11:00:00,351.7773,330.5651,323.3015,328.0377,327.5368,323.1781,337.3887
2022-10-02 12:00:00,248.8645,218.9871,208.2044,212.5131,215.7614,204.1683,218.9706
2022-10-02 13:00:00,253.6642,223.4808,211.7711,218.4449,221.4823,207.8506,220.7528
2022-10-02 14:00:00,80.20262,77.14885,73.97971,76.07908,78.65742,74.46994,79.72626
2022-10-02 15:00:00,81.32255,77.14748,73.30346,74.86179,76.80854,73.25973,78.96581
2022-10-02 16:00:00,53.97228,51.39676,49.00467,49.98259,51.22284,48.50544,52.10143
2022-10-02 17:00:00,25.39353,23.19505,21.96176,22.87253,23.41539,22.04014,23.40504
2022-10-02 18:00:00,2.209699,0.8699825,0.324557,0.5287615,0.521637,0.4992287,0.353282
2022-10-02 19:00:00,0,0,0,0,0,0,0
2022-10-02 20:00:00,0,0,0,0,0,0,0
2022-10-02 21:00:00,0,0,0,0,0,0,0
2022-10-02 22:00:00,0,0,0,0,0,0,0
2022-10-02 23:00:00,0,0,0,0,0,0,0
2022-10-03 00:00:00,0,0,0,0,0,0,0
2022-10-03 01:00:00,0,0,0,0,0,0,0
2022-10-03 02:00:00,0,0,0,0,0,0,0
2022-10-03 03:00:00,0,0,0,0,0,0,0
2022-10-03 04:00:00,0,0,0,0,0,0,0
2022-10-03 05:00:00,0,0,0,0,0,0,0
2022-10-03 06:00:00,0,0,0,0,0,0,0
2022-10-03 07:00:00,6.156153,3.208764,3.069162,3.169793,3.228204,3.04942,3.997811
2022-10-03 08:00:00,37.03054,32.75502,30.45935,31.82759,33.43251,30.98542,33.51131
2022-10-03 09:00:00,81.44643,74.82258,71.17711,72.28899,73.32787,69.45561,74.37088
2022-10-03 10:00:00,157.1316,141.0774,134.4627,136.8019,139.7234,131.8272,140.5686
2022-10-03 11:00:00,318.1711,292.7197,300.4354,274.4369,281.0594,274.4117,199.7622
2022-10-03 12:00:00,530.4305,326.1517,289.2345,323.5386,320.3528,356.3961,467.075
2022-10-03 13:00:00,752.3619,614.9035,611.0565,633.3411,681.1257,667.8291,718.0376
2022-10-03 14:00:00,980.1976,831.0627,829.3582,826.6766,806.834,800.7338,799.5519
2022-10-03 15:00:00,822.5455,713.9106,695.2051,710.9442,725.0975,683.9071,705.7086
2022-10-03 16:00:00,613.2266,535.4254,532.0291,541.2599,557.1385,486.4786,527.5088
2022-10-03 17:00:00,363.7144,294.6574,296.7308,294.7246,307.5463,281.6467,310.4188
2022-10-03 18:00:00,75.9593,52.17582,41.1003,51.71776,46.42722,43.2417,47.78724
2022-10-03 19:00:00,0,0,0,0,0,0,0
2022-10-03 20:00:00,0,0,0,0,0,0,0
2022-10-03 21:00:00,0,0,0,0,0,0,0
2022-10-03 22:00:00,0,0,0,0,0,0,0
2022-10-03 23:00:00,0,0,0,0,0,0,0
2022-10-04 00:00:00,0,0,0,0,0,0,0
2022-10-04 01:00:00,0,0,0,0,0,0,0
2022-10-04 02:00:00,0,0,0,0,0,0,0
2022-10-04 03:00:00,0,0,0,0,0,0,0
2022-10-04 04:00:00,0,0,0,0,0,0,0
2022-10-04 05:00:00,0,0,0,0,0,0,0
2022-10-04 06:00:00,0,0,0,0,0,0,0
2022-10-04 07:00:00,20.38738,12.42206,9.187124,16.86634,16.5968,10.26398,8.609676
2022-10-04 08:00:00,210.6004,192.3522,143.5954,203.3633,194.2602,185.3006,147.1898
2022-10-04 09:00:00,463.7602,488.9291,448.4669,458.6255,454.5464,451.8805,449.5168
2022-10-04 10:00:00,692.5165,691.9125,659.6519,660.5751,665.8806,649.259,691.9297
2022-10-04 11:00:00,873.119,818.0364,792.8975,795.9187,805.2329,779.1613,818.8948
2022-10-04 12:00:00,974.6714,832.8381,832.9432,832.8964,832.8868,832.3323,832.9523
2022-10-04 13:00:00,998.6045,832.8467,832.978,832.9218,832.8914,832.9327,833.0009
2022-10-04 14:00:00,944.6403,824.4647,815.2339,817.5756,828.1494,800.6265,831.522
2022-10-04 15:00:00,819.77,720.2369,706.1753,712.0517,737.3636,687.8843,746.3902
2022-10-04 16:00:00,613.4085,530.4528,526.3209,532.1406,557.5612,511.0958,555.7936
2022-10-04 17:00:00,362.2328,284.1237,277.1799,291.8926,305.1683,276.4968,301.8643
2022-10-04 18:00:00,86.01539,55.93117,38.54097,55.02605,45.63268,42.47798,46.68115
2022-10-04 19:00:00,0,0.01744144,0,0,0,0,0
2022-10-04 20:00:00,0,0,0,0,0,0,0
2022-10-04 21:00:00,0,0,0,0,0,0,0
2022-10-04 22:00:00,0,0,0,0,0,0,0
2022-10-04 23:00:00,0,0,0,0,0,0,0
2022-10-05 00:00:00,0,0,0,0,0,0,0
2022-10-05 01:00:00,0,0,0,0,0,0,0
2022-10-05 02:00:00,0,0,0,0,0,0,0
2022-10-05 03:00:00,0,0,0,0,0,0,0
2022-10-05 04:00:00,0,0,0,0,0,0,0
2022-10-05 05:00:00,0,0,0,0,0,0,0
2022-10-05 06:00:00,0,0,0,0,0,0,0
2022-10-05 07:00:00,21.21141,11.53533,8.728007,15.46601,15.27162,9.852471,8.664554
2022-10-05 08:00:00,204.2898,190.9177,140.4607,202.7919,193.5477,183.6787,143.9275
2022-10-05 09:00:00,451.8221,477.5401,434.1883,447.0078,444.9058,441.1909,437.9237
2022-10-05 10:00:00,678.1949,673.9297,639.0057,641.7856,645.9796,628.5909,672.2991
2022-10-05 11:00:00,850.8707,803.7138,775.9432,777.6407,788.6181,761.5197,810.0744
2022-10-05 12:00:00,954.6492,832.8755,830.9822,831.6996,833.0067,823.1342,832.9819
2022-10-05 13:00:00,979.3964,832.9161,832.2802,832.9531,832.9832,824.8781,832.7456
2022-10-05 14:00:00,925.5369,807.4099,789.278,795.0457,814.3372,772.4995,822.3818
2022-10-05 15:00:00,793.0157,688.418,676.837,683.9553,706.837,659.743,715.0834
2022-10-05 16:00:00,594.2294,511.2846,505.2816,513.5087,535.3145,489.3216,532.4374
2022-10-05 17:00:00,345.8913,270.1414,261.8946,278.1549,290.0999,262.4091,287.2499
2022-10-05 18:00:00,76.70252,49.60269,32.68567,48.26392,39.20352,36.85781,40.23389
2022-10-05 19:00:00,0,0,0,0,0,0,0
2022-10-05 20:00:00,0,0,0,0,0,0,0
2022-10-05 21:00:00,0,0,0,0,0,0,0
2022-10-05 22:00:00,0,0,0,0,0,0,0
2022-10-05 23:00:00,0,0,0,0,0,0,0
2022-10-06 00:00:00,0,0,0,0,0,0,0
2022-10-06 01:00:00,0,0,0,0,0,0,0
2022-10-06 02:00:00,0,0,0,0,0,0,0
2022-10-06 03:00:00,0,0,0,0,0,0,0
2022-10-06 04:00:00,0,0,0,0,0,0,0
2022-10-06 05:00:00,0,0,0,0,0,0,0
2022-10-06 06:00:00,0,0,0,0,0,0,0
2022-10-06 07:00:00,21.6873,11.07965,8.566786,14.49125,14.13958,8.791202,6.895848
2022-10-06 08:00:00,201.373,182.4473,134.3077,194.4678,185.9836,175.7967,137.7111
2022-10-06 09:00:00,438.9904,464.6522,425.5021,435.4726,433.6193,429.2788,425.5494
2022-10-06 10:00:00,655.8941,645.1211,614.8826,616.4533,623.6497,603.7998,645.7488
2022-10-06 11:00:00,829.2019,767.6127,737.186,742.8876,755.6932,710.7274,776.4574
2022-10-06 12:00:00,939.5669,828.5687,802.1102,813.4945,825.4307,789.3936,831.3961
2022-10-06 13:00:00,962.0045,829.8856,806.1082,817.4102,832.2692,793.0956,833.0124
2022-10-06 14:00:00,737.82,652.0556,628.5859,653.5663,614.8917,545.3292,603.0782
2022-10-06 15:00:00,571.6171,505.5172,499.8329,499.5897,475.7515,518.3929,608.5199
2022-10-06 16:00:00,289.5948,255.1715,235.8358,246.0546,213.5285,210.5903,215.1033
2022-10-06 17:00:00,320.8961,241.7451,228.7216,251.5721,256.2593,232.7933,252.9811
2022-10-06 18:00:00,66.5536,42.36827,28.58071,42.01389,35.2307,32.70161,34.96844
2022-10-06 19:00:00,0,0,0,0,0,0,0
2022-10-06 20:00:00,0,0,0,0,0,0,0
2022-10-06 21:00:00,0,0,0,0,0,0,0
2022-10-06 22:00:00,0,0,0,0,0,0,0
2022-10-06 23:00:00,0,0,0,0,0,0,0
2022-10-07 00:00:00,0,0,0,0,0,0,0
2022-10-07 01:00:00,0,0,0,0,0,0,0
2022-10-07 02:00:00,0,0,0,0,0,0,0
2022-10-07 03:00:00,0,0,0,0,0,0,0
2022-10-07 04:00:00,0,0,0,0,0,0,0
2022-10-07 05:00:00,0,0,0,0,0,0,0
2022-10-07 06:00:00,0,0,0,0,0,0,0
2022-10-07 07:00:00,20.53493,11.39548,9.006752,13.84532,13.44234,8.434752,9.514897
2022-10-07 08:00:00,196.7978,175.7787,129.0824,186.9882,178.9768,169.2428,133.4392
2022-10-07 09:00:00,431.9996,455.4443,413.7104,426.8814,425.1,421.2857,415.9467
2022-10-07 10:00:00,656.7651,640.5343,605.1355,612.3799,617.0405,596.225,636.3446
2022-10-07 11:00:00,831.5696,762.4949,728.0915,735.8723,749.3415,718.3617,767.8809
2022-10-07 12:00:00,938.5016,824.5519,794.6475,803.0863,819.6152,779.1984,829.8104
2022-10-07 13:00:00,962.3624,826.8199,799.3644,809.9278,829.4125,783.7321,832.7134
2022-10-07 14:00:00,901.4261,768.9573,745.0339,756.1473,779.7297,729.9658,787.8217
2022-10-07 15:00:00,756.1214,643.83,628.5956,643.7524,664.787,613.9701,663.7213
2022-10-07 16:00:00,555.3212,465.6532,460.1914,466.9928,490.4341,448.4477,488.6119
2022-10-07 17:00:00,260.2265,203.1093,198.0903,208.4229,217.8484,196.6005,214.6785
2022-10-07 18:00:00,63.47702,43.81789,33.4807,43.92643,38.79145,35.68997,38.27248
2022-10-07 19:00:00,0,0,0,0,0,0,0
2022-10-07 20:00:00,0,0,0,0,0,0,0
2022-10-07 21:00:00,0,0,0,0,0,0,0
2022-10-07 22:00:00,0,0,0,0,0,0,0
2022-10-07 23:00:00,0,0,0,0,0,0,0
2022-10-08 00:00:00,0,0,0,0,0,0,0
2022-10-08 01:00:00,0,0,0,0,0,0,0
2022-10-08 02:00:00,0,0,0,0,0,0,0
2022-10-08 03:00:00,0,0,0,0,0,0,0
2022-10-08 04:00:00,0,0,0,0,0,0,0
2022-10-08 05:00:00,0,0,0,0,0,0,0
2022-10-08 06:00:00,0,0,0,0,0,0,0
2022-10-08 07:00:00,24.64894,19.92798,17.35655,19.66107,20.16413,16.93616,17.95617
2022-10-08 08:00:00,199.4551,175.1043,144.4505,181.2079,176.1031,168.1086,151.2071
2022-10-08 09:00:00,303.6841,304.1995,279.7927,297.4249,294.4157,289.1978,293.2094
2022-10-08 10:00:00,458.6445,482.3844,488.0219,448.9227,430.681,416.3063,439.3384
2022-10-08 11:00:00,647.4409,588.2793,624.4462,565.1276,556.9688,579.2087,597.6474
2022-10-08 12:00:00,831.9764,694.8992,630.4663,749.2789,722.5723,705.999,577.3615
2022-10-08 13:00:00,748.3927,593.1089,582.2817,592.4985,631.0968,597.0168,627.2056
2022-10-08 14:00:00,870.2001,754.6196,766.535,765.3868,796.074,747.085,769.6842
2022-10-08 15:00:00,665.7416,567.6121,585.9797,586.251,613.4846,600.9946,647.2478
2022-10-08 16:00:00,493.314,417.5655,391.2288,412.6411,415.3133,376.6355,423.2497
2022-10-08 17:00:00,203.4906,164.0952,154.1733,159.1988,180.4729,164.1021,184.7176
2022-10-08 18:00:00,31.32286,26.6601,22.00507,25.85775,24.6182,22.74583,23.38178
2022-10-08 19:00:00,0,0,0,0,0,0,0
2022-10-08 20:00:00,0,0,0,0,0,0,0
2022-10-08 21:00:00,0,0,0,0,0,0,0
2022-10-08 22:00:00,0,0,0,0,0,0,0
2022-10-08 23:00:00,0,0,0,0,0,0,0
2022-10-09 00:00:00,0,0,0,0,0,0,0
2022-10-09 01:00:00,0,0,0,0,0,0,0
2022-10-09 02:00:00,0,0,0,0,0,0,0
2022-10-09 03:00:00,0,0,0,0,0,0,0
2022-10-09 04:00:00,0,0,0,0,0,0,0
2022-10-09 05:00:00,0,0,0,0,0,0,0
2022-10-09 06:00:00,0,0,0,0,0,0,0
2022-10-09 07:00:00,17.62695,5.885058,4.674803,13.66308,6.984279,6.30504,5.36331
2022-10-09 08:00:00,201.058,182.3489,135.2592,193.9434,185.9966,175.7527,138.4095
2022-10-09 09:00:00,446.0026,476.3316,432.6493,444.7968,443.0547,440.7169,433.286
2022-10-09 10:00:00,671.8212,673.7214,639.4222,642.3468,650.8652,634.3051,674.434
2022-10-09 11:00:00,842.9081,799.2369,763.6248,771.2972,786.0372,749.0472,805.3275
2022-10-09 12:00:00,945.3488,832.9453,821.7587,829.3067,832.8527,747.7356,832.9547
2022-10-09 13:00:00,968.9219,832.9053,824.5323,829.6234,832.9702,747.9975,832.9371
2022-10-09 14:00:00,913.7545,795.6324,774.5361,782.4462,807.6407,698.3372,814.5194
2022-10-09 15:00:00,737.4318,623.3718,605.572,631.0116,643.1215,537.5405,636.7993
2022-10-09 16:00:00,546.2402,472.2319,474.8955,479.224,501.3312,428.6151,504.5728
2022-10-09 17:00:00,307.0804,240.8798,233.5601,244.8691,256.8484,214.169,253.4903
2022-10-09 18:00:00,44.83913,30.81603,24.11486,30.32067,28.13037,23.4744,27.10223
2022-10-09 19:00:00,0,0,0,0,0,0,0
2022-10-09 20:00:00,0,0,0,0,0,0,0
2022-10-09 21:00:00,0,0,0,0,0,0,0
2022-10-09 22:00:00,0,0,0,0,0,0,0
2022-10-09 23:00:00,0,0,0,0,0,0,0
2022-10-10 00:00:00,0,0,0,0,0,0,0
2022-10-10 01:00:00,0,0,0,0,0,0,0
2022-10-10 02:00:00,0,0,0,0,0,0,0
2022-10-10 03:00:00,0,0,0,0,0,0,0
2022-10-10 04:00:00,0,0,0,0,0,0,0
2022-10-10 05:00:00,0,0,0,0,0,0,0
2022-10-10 06:00:00,0,0,0,0,0,0,0
2022-10-10 07:00:00,3.037058,0,0,0,0,0,0
2022-10-10 08:00:00,31.16266,27.30445,25.89478,26.87579,27.74417,26.25003,27.93529
2022-10-10 09:00:00,145.3006,128.5726,122.7188,125.4375,128.5934,122.9813,131.267
2022-10-10 10:00:00,310.9911,276.6122,263.5537,270.6844,278.1412,260.8453,269.4933
2022-10-10 11:00:00,824.5347,723.7812,681.321,713.0545,722.4187,669.8965,706.5457
2022-10-10 12:00:00,620.6246,549.6329,522.4537,531.1995,415.4062,514.2804,414.6133
2022-10-10 13:00:00,657.5323,532.8376,504.9332,526.4879,518.0305,463.9546,495.1422
2022-10-10 14:00:00,785.6624,643.0403,631.5251,651.1996,638.7081,607.3619,662.9928
2022-10-10 15:00:00,817.7255,692.7164,656.9937,686.7562,706.7875,640.0586,677.2892
2022-10-10 16:00:00,622.6138,489.6263,435.7343,506.0535,522.1236,450.1812,476.295
2022-10-10 17:00:00,198.2956,153.7092,151.3253,158.025,172.5234,159.1049,175.4975
2022-10-10 18:00:00,12.35177,13.84304,12.80529,13.67465,14.32918,13.35823,13.85719
2022-10-10 19:00:00,0,0,0,0,0,0,0
2022-10-10 20:00:00,0,0,0,0,0,0,0
2022-10-10 21:00:00,0,0,0,0,0,0,0
2022-10-10 22:00:00,0,0,0,0,0,0,0
2022-10-10 23:00:00,0,0,0,0,0,0,0
2022-10-11 00:00:00,0,0,0,0,0,0,0
2022-10-11 01:00:00,0,0,0,0,0,0,0
2022-10-11 02:00:00,0,0,0,0,0,0,0
2022-10-11 03:00:00,0,0,0,0,0,0,0
2022-10-11 04:00:00,0,0,0,0,0,0,0
2022-10-11 05:00:00,0,0,0,0,0,0,0
2022-10-11 06:00:00,0,0,0,0,0,0,0
2022-10-11 07:00:00,14.81604,10.73775,8.752959,11.06255,11.72286,8.505832,8.052905
2022-10-11 08:00:00,193.8313,175.2236,127.5726,188.9043,180.9458,169.7381,131.5786
2022-10-11 09:00:00,435.416,465.7021,421.5167,435.3398,434.0504,430.8647,420.0854
2022-10-11 10:00:00,664.0897,655.0616,619.0873,625.7949,633.5518,613.6946,651.6888
2022-10-11 11:00:00,839.7524,787.0325,748.8136,760.4109,774.6307,743.6815,792.6282
2022-10-11 12:00:00,902.6749,808.6676,785.104,791.4323,802.4423,776.5972,818.6793
2022-10-11 13:00:00,924.1354,799.3837,776.7208,787.7509,805.5262,773.0268,816.3696
2022-10-11 14:00:00,865.8325,749.3411,724.4706,737.7945,757.2714,711.6957,764.8744
2022-10-11 15:00:00,645.2453,557.5837,548.5601,560.53,576.8167,538.7639,586.1337
2022-10-11 16:00:00,550.6904,469.7,465.4973,474.932,508.284,456.3303,499.0164
2022-10-11 17:00:00,210.0509,169.9756,165.567,172.1066,180.2035,159.6261,172.419
2022-10-11 18:00:00,34.60332,25.64985,18.34278,24.62159,21.48005,19.28084,20.24165
2022-10-11 19:00:00,0,0,0,0,0,0,0
2022-10-11 20:00:00,0,0,0,0,0,0,0
2022-10-11 21:00:00,0,0,0,0,0,0,0
2022-10-11 22:00:00,0,0,0,0,0,0,0
2022-10-11 23:00:00,0,0,0,0,0,0,0
2022-10-12 00:00:00,0,0,0,0,0,0,0
2022-10-12 01:00:00,0,0,0,0,0,0,0
2022-10-12 02:00:00,0,0,0,0,0,0,0
2022-10-12 03:00:00,0,0,0,0,0,0,0
2022-10-12 04:00:00,0,0,0,0,0,0,0
2022-10-12 05:00:00,0,0,0,0,0,0,0
2022-10-12 06:00:00,0,0,0,0,0,0,0
2022-10-12 07:00:00,16.05608,11.5052,10.94868,10.99735,11.14696,10.71383,11.38859
2022-10-12 08:00:00,96.26639,83.0465,78.38136,77.52171,77.5472,73.61372,78.2801
2022-10-12 09:00:00,308.8406,310.4526,296.9318,290.5488,288.5714,274.4442,266.4488
2022-10-12 10:00:00,477.6491,458.9532,440.0956,426.2384,425.8713,415.1589,433.1449
2022-10-12 11:00:00,686.7524,630.5112,650.1879,629.9041,631.1433,604.7778,705.274
2022-10-12 12:00:00,706.3137,636.0343,634.5739,639.9331,663.3649,644.7653,665.9773
2022-10-12 13:00:00,650.6425,518.3942,496.1039,510.0757,505.5975,466.7266,517.9496
2022-10-12 14:00:00,569.2842,475.7715,465.1198,478.111,449.705,387.6822,443.9
2022-10-12 15:00:00,347.7142,296.5914,288.1638,288.3343,311.2922,274.3563,301.6932
2022-10-12 16:00:00,350.6848,305.4887,298.0735,296.2356,320.0964,252.1279,263.6885
2022-10-12 17:00:00,126.6333,104.1183,110.3889,101.8558,107.2623,98.33441,120.5144
2022-10-12 18:00:00,4.734697,4.20294,2.468425,3.878583,4.033045,3.359778,3.967235
2022-10-12 19:00:00,0,0,0,0,0,0,0
2022-10-12 20:00:00,0,0,0,0,0,0,0
2022-10-12 21:00:00,0,0,0,0,0,0,0
2022-10-12 22:00:00,0,0,0,0,0,0,0
2022-10-12 23:00:00,0,0,0,0,0,0,0
2022-10-13 00:00:00,0,0,0,0,0,0,0
2022-10-13 01:00:00,0,0,0,0,0,0,0
2022-10-13 02:00:00,0,0,0,0,0,0,0
2022-10-13 03:00:00,0,0,0,0,0,0,0
2022-10-13 04:00:00,0,0,0,0,0,0,0
2022-10-13 05:00:00,0,0,0,0,0,0,0
2022-10-13 06:00:00,0,0,0,0,0,0,0
2022-10-13 07:00:00,4.193162,0,0,0,0,0,0
2022-10-13 08:00:00,41.37415,33.64595,31.88757,32.93495,33.27311,31.32625,33.2394
2022-10-13 09:00:00,90.60264,77.68252,74.29749,75.6838,77.40282,72.62066,78.47787
2022-10-13 10:00:00,152.0193,132.1678,126.9992,128.8224,132.2751,125.7633,135.0811
2022-10-13 11:00:00,228.3176,199.4855,192.2197,193.467,195.7287,186.4921,201.9171
2022-10-13 12:00:00,486.0323,403.9893,383.5184,391.8449,399.2511,382.5515,414.0513
2022-10-13 13:00:00,267.5672,231.4125,220.6792,225.4261,231.9328,219.3272,234.5317
2022-10-13 14:00:00,283.988,247.3782,240.8331,239.8804,247.9363,236.5484,257.2097
2022-10-13 15:00:00,216.0679,184.9966,177.6664,180.536,186.9852,175.9527,188.8613
2022-10-13 16:00:00,318.4723,273.2056,272.6234,262.3813,279.1442,265.0039,298.8768
2022-10-13 17:00:00,214.955,164.3469,152.9112,165.8651,171.224,157.0979,170.2991
2022-10-13 18:00:00,44.56717,31.11151,21.77739,29.82999,25.92062,22.93969,24.5896
2022-10-13 19:00:00,0,0,0,0,0,0,0
2022-10-13 20:00:00,0,0,0,0,0,0,0
2022-10-13 21:00:00,0,0,0,0,0,0,0
2022-10-13 22:00:00,0,0,0,0,0,0,0
2022-10-13 23:00:00,0,0,0,0,0,0,0
2022-10-14 00:00:00,0,0,0,0,0,0,0
2022-10-14 01:00:00,0,0,0,0,0,0,0
2022-10-14 02:00:00,0,0,0,0,0,0,0
2022-10-14 03:00:00,0,0,0,0,0,0,0
2022-10-14 04:00:00,0,0,0,0,0,0,0
2022-10-14 05:00:00,0,0,0,0,0,0,0
2022-10-14 06:00:00,0,0,0,0,0,0,0
2022-10-14 07:00:00,10.69104,8.692324,6.876658,7.985193,9.259331,5.611788,5.601295
2022-10-14 08:00:00,191.6694,165.6407,118.6188,183.3979,175.4525,169.3809,123.188
2022-10-14 09:00:00,434.9218,394.1093,346.5854,373.4803,371.7674,374.7043,317.2179
2022-10-14 10:00:00,660.7082,531.0264,503.1895,463.0174,468.6663,570.6174,455.4515
2022-10-14 11:00:00,846.5486,796.3157,761.7069,767.7347,781.8063,752.9352,803.009
2022-10-14 12:00:00,943.0941,832.8495,821.2907,827.6894,832.0314,810.8245,832.9513
2022-10-14 13:00:00,955.5862,830.7322,820.9114,825.9218,819.4689,800.2319,793.3862
2022-10-14 14:00:00,900.3149,788.7263,766.3512,776.5412,801.431,755.6176,811.6799
2022-10-14 15:00:00,766.4812,661.2363,646.138,655.8906,684.6346,635.7288,686.6517
2022-10-14 16:00:00,559.9266,475.7196,468.938,477.8248,504.2075,458.7218,499.0443
2022-10-14 17:00:00,304.0753,233.107,218.5052,238.4024,247.208,224.4388,245.0818
2022-10-14 18:00:00,41.43251,29.24751,16.59913,27.63803,21.52265,18.6736,19.88947
2022-10-14 19:00:00,0,0,0,0,0,0,0
2022-10-14 20:00:00,0,0,0,0,0,0,0
2022-10-14 21:00:00,0,0,0,0,0,0,0
2022-10-14 22:00:00,0,0,0,0,0,0,0
2022-10-14 23:00:00,0,0,0,0,0,0,0
2022-10-15 00:00:00,0,0,0,0,0,0,0
2022-10-15 01:00:00,0,0,0,0,0,0,0
2022-10-15 02:00:00,0,0,0,0,0,0,0
2022-10-15 03:00:00,0,0,0,0,0,0,0
2022-10-15 04:00:00,0,0,0,0,0,0,0
2022-10-15 05:00:00,0,0,0,0,0,0,0
2022-10-15 06:00:00,0,0,0,0,0,0,0
2022-10-15 07:00:00,9.041058,3.512083,3.224055,2.203079,8.858793,6.708496,5.947013
2022-10-15 08:00:00,188.6281,161.6766,115.4373,180.4844,172.8344,174.5448,121.2288
2022-10-15 09:00:00,429.7249,460.1887,412.8842,430.2312,429.278,452.3302,409.7992
2022-10-15 10:00:00,650.0145,644.2146,609.6864,615.5718,623.5049,603.8304,641.5709
2022-10-15 11:00:00,822.4177,768.3969,731.1038,742.9952,756.6495,725.6486,775.5985
2022-10-15 12:00:00,923.133,828.1041,793.0665,808.7735,825.0117,786.2651,831.4661
2022-10-15 13:00:00,943.608,828.2255,798.7934,812.5405,830.5635,790.2515,832.611
2022-10-15 14:00:00,880.8137,765.1081,739.8094,752.9532,781.2389,729.8608,784.4208
2022-10-15 15:00:00,749.3569,646.5991,628.8939,640.1618,671.4612,619.6649,668.0457
2022-10-15 16:00:00,529.9858,449.3442,442.5405,453.8867,481.5074,436.1698,469.0157
2022-10-15 17:00:00,283.8751,211.9316,199.4479,216.3569,225.2878,203.8619,222.414
2022-10-15 18:00:00,34.97455,23.4846,15.15106,22.52929,19.22147,16.46228,17.74664
2022-10-15 19:00:00,0,0,0,0,0,0,0
2022-10-15 20:00:00,0,0,0,0,0,0,0
2022-10-15 21:00:00,0,0,0,0,0,0,0
2022-10-15 22:00:00,0,0,0,0,0,0,0
2022-10-15 23:00:00,0,0,0,0,0,0,0
2022-10-16 00:00:00,0,0,0,0,0,0,0
2022-10-16 01:00:00,0,0,0,0,0,0,0
2022-10-16 02:00:00,0,0,0,0,0,0,0
2022-10-16 03:00:00,0,0,0,0,0,0,0
2022-10-16 04:00:00,0,0,0,0,0,0,0
2022-10-16 05:00:00,0,0,0,0,0,0,0
2022-10-16 06:00:00,0,0,0,0,0,0,0
2022-10-16 07:00:00,11.10915,7.827601,6.664399,7.313589,8.087484,6.017595,6.682448
2022-10-16 08:00:00,181.6196,148.0128,120.3432,160.1923,154.9122,158.0932,128.6355
