"Davis Lane Solar, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2022-10-06 03:00:00,0,0,0,0
2022-10-06 04:00:00,0,0,0,0
2022-10-06 05:00:00,0,0,0,0
2022-10-06 06:00:00,0,0,0,0
2022-10-06 07:00:00,61.43375,0,83.61324,77.07031
2022-10-06 08:00:00,288.7286,0,535.4197,506.7723
2022-10-06 09:00:00,534.4794,0,1026.656,979.8321
2022-10-06 10:00:00,740.0197,0,1385.485,1319.787
2022-10-06 11:00:00,883.5987,0,1612.629,1542.194
2022-10-06 12:00:00,955.6996,0,1665.769,1646.457
2022-10-06 13:00:00,949.4506,0,1664.895,1625.076
2022-10-06 14:00:00,866.1282,0,1565.371,1489.023
2022-10-06 15:00:00,712.8633,0,1305.415,1242.187
2022-10-06 16:00:00,495.8093,0,912.5444,858.2642
2022-10-06 17:00:00,242.1158,0,414.1334,383.3733
2022-10-06 18:00:00,30.00643,0,42.06855,37.18981
2022-10-06 19:00:00,0,0,0,0
2022-10-06 20:00:00,0,0,0,0
2022-10-06 21:00:00,0,0,0,0
2022-10-06 22:00:00,0,0,0,0
2022-10-06 23:00:00,0,0,0,0
2022-10-07 00:00:00,0,0,0,0
2022-10-07 01:00:00,0,0,0,0
2022-10-07 02:00:00,0,0,0,0
2022-10-07 03:00:00,0,0,0,0
2022-10-07 04:00:00,0,0,0,0
2022-10-07 05:00:00,0,0,0,0
2022-10-07 06:00:00,0,0,0,0
2022-10-07 07:00:00,60.74538,0,81.25371,73.65944
2022-10-07 08:00:00,293.9192,0,522.0839,488.166
2022-10-07 09:00:00,502.3509,0,1005.68,956.6156
2022-10-07 10:00:00,733.389,0,1365.201,1296.425
2022-10-07 11:00:00,879.136,0,1588.514,1508.776
2022-10-07 12:00:00,953.8427,0,1665.066,1612.848
2022-10-07 13:00:00,953.2283,0,1665.42,1615.731
2022-10-07 14:00:00,872.3005,0,1569.643,1487.458
2022-10-07 15:00:00,711.9141,0,1298.281,1229.187
2022-10-07 16:00:00,485.6338,0,889.2227,833.8192
2022-10-07 17:00:00,231.8485,0,395.4919,365.8394
2022-10-07 18:00:00,27.68996,0,42.5196,38.55094
2022-10-07 19:00:00,0,0,0,0
2022-10-07 20:00:00,0,0,0,0
2022-10-07 21:00:00,0,0,0,0
2022-10-07 22:00:00,0,0,0,0
2022-10-07 23:00:00,0,0,0,0
2022-10-08 00:00:00,0,0,0,0
2022-10-08 01:00:00,0,0,0,0
2022-10-08 02:00:00,0,0,0,0
2022-10-08 03:00:00,0,0,0,0
2022-10-08 04:00:00,0,0,0,0
2022-10-08 05:00:00,0,0,0,0
2022-10-08 06:00:00,0,0,0,0
2022-10-08 07:00:00,53.2998,0,79.0076,72.34804
2022-10-08 08:00:00,270.5985,0,503.3943,471.5501
2022-10-08 09:00:00,493.5327,0,957.7101,915.3036
2022-10-08 10:00:00,610.5117,0,1161.698,1099.245
2022-10-08 11:00:00,616.5872,0,1139.57,1102.002
2022-10-08 12:00:00,911.002,0,1566.534,1542.423
2022-10-08 13:00:00,898.6033,0,1527.454,1491.698
2022-10-08 14:00:00,617.8088,0,1177.037,1049.9
2022-10-08 15:00:00,584.9608,0,1096.99,1036.161
2022-10-08 16:00:00,428.5195,0,796.952,750.377
2022-10-08 17:00:00,191.0751,0,330.0453,305.0439
2022-10-08 18:00:00,15.51581,0,23.47123,22.09428
2022-10-08 19:00:00,0,0,0,0
2022-10-08 20:00:00,0,0,0,0
2022-10-08 21:00:00,0,0,0,0
2022-10-08 22:00:00,0,0,0,0
2022-10-08 23:00:00,0,0,0,0
2022-10-09 00:00:00,0,0,0,0
2022-10-09 01:00:00,0,0,0,0
2022-10-09 02:00:00,0,0,0,0
2022-10-09 03:00:00,0,0,0,0
2022-10-09 04:00:00,0,0,0,0
2022-10-09 05:00:00,0,0,0,0
2022-10-09 06:00:00,0,0,0,0
2022-10-09 07:00:00,54.98505,0,87.42477,77.81796
2022-10-09 08:00:00,299.333,0,568.5714,529.4103
2022-10-09 09:00:00,534.8451,0,1078.286,1028.625
2022-10-09 10:00:00,763.6844,0,1446.979,1377.084
2022-10-09 11:00:00,907.4172,0,1646.533,1585.141
2022-10-09 12:00:00,972.0084,0,1665.786,1660.357
2022-10-09 13:00:00,963.7054,0,1666.117,1647.406
2022-10-09 14:00:00,875.6265,0,1588.72,1511.386
2022-10-09 15:00:00,711.9343,0,1316.656,1250.592
2022-10-09 16:00:00,489.9323,0,912.1938,856.9136
2022-10-09 17:00:00,234.7319,0,402.1108,371.3016
2022-10-09 18:00:00,24.58859,0,34.70205,30.37285
2022-10-09 19:00:00,0,0,0,0
2022-10-09 20:00:00,0,0,0,0
2022-10-09 21:00:00,0,0,0,0
2022-10-09 22:00:00,0,0,0,0
2022-10-09 23:00:00,0,0,0,0
2022-10-10 00:00:00,0,0,0,0
2022-10-10 01:00:00,0,0,0,0
2022-10-10 02:00:00,0,0,0,0
2022-10-10 03:00:00,0,0,0,0
2022-10-10 04:00:00,0,0,0,0
2022-10-10 05:00:00,0,0,0,0
2022-10-10 06:00:00,0,0,0,0
2022-10-10 07:00:00,49.03019,0,77.1474,70.47461
2022-10-10 08:00:00,226.694,0,362.3292,341.1053
2022-10-10 09:00:00,325.7325,0,619.3964,594.9482
2022-10-10 10:00:00,704.546,0,1296.397,1232.945
2022-10-10 11:00:00,867.8104,0,1592.13,1497.216
2022-10-10 12:00:00,881.6074,0,1608.427,1536.762
2022-10-10 13:00:00,946.1623,0,1614.433,1517.517
2022-10-10 14:00:00,493.5844,0,840.0821,795.2277
2022-10-10 15:00:00,477.4379,0,793.8354,770.485
2022-10-10 16:00:00,399.0316,0,714.096,680.788
2022-10-10 17:00:00,219.8594,0,369.3991,342.8587
2022-10-10 18:00:00,20.04092,0,30.94997,28.16842
2022-10-10 19:00:00,0,0,0,0
2022-10-10 20:00:00,0,0,0,0
2022-10-10 21:00:00,0,0,0,0
2022-10-10 22:00:00,0,0,0,0
2022-10-10 23:00:00,0,0,0,0
2022-10-11 00:00:00,0,0,0,0
2022-10-11 01:00:00,0,0,0,0
2022-10-11 02:00:00,0,0,0,0
2022-10-11 03:00:00,0,0,0,0
2022-10-11 04:00:00,0,0,0,0
2022-10-11 05:00:00,0,0,0,0
2022-10-11 06:00:00,0,0,0,0
2022-10-11 07:00:00,53.52195,0,76.20766,68.70059
2022-10-11 08:00:00,304.3898,0,536.0716,497.957
2022-10-11 09:00:00,525.1326,0,1039.481,987.8221
2022-10-11 10:00:00,747.488,0,1392.598,1327.537
2022-10-11 11:00:00,895.9894,0,1624.438,1550.212
2022-10-11 12:00:00,961.4481,0,1661.521,1643.967
2022-10-11 13:00:00,958.911,0,1663.187,1637.745
2022-10-11 14:00:00,769.8607,0,1388.61,1328.282
2022-10-11 15:00:00,600.3881,0,1094.518,1042.699
2022-10-11 16:00:00,420.6429,0,768.8707,721.2482
2022-10-11 17:00:00,214.661,0,363.8105,336.8823
2022-10-11 18:00:00,23.38864,0,32.01525,27.30033
2022-10-11 19:00:00,0,0,0,0
2022-10-11 20:00:00,0,0,0,0
2022-10-11 21:00:00,0,0,0,0
2022-10-11 22:00:00,0,0,0,0
2022-10-11 23:00:00,0,0,0,0
2022-10-12 00:00:00,0,0,0,0
2022-10-12 01:00:00,0,0,0,0
2022-10-12 02:00:00,0,0,0,0
2022-10-12 03:00:00,0,0,0,0
2022-10-12 04:00:00,0,0,0,0
2022-10-12 05:00:00,0,0,0,0
2022-10-12 06:00:00,0,0,0,0
2022-10-12 07:00:00,39.4952,0,56.25612,53.34668
2022-10-12 08:00:00,290.8772,0,512.0343,476.3845
2022-10-12 09:00:00,494.0089,0,987.1143,935.1448
2022-10-12 10:00:00,634.9681,0,1181.942,1130.947
2022-10-12 11:00:00,872.365,0,1572.514,1496.431
2022-10-12 12:00:00,933.189,0,1647.828,1583.036
2022-10-12 13:00:00,995.671,0,1655.251,1625.257
2022-10-12 14:00:00,831.2969,0,1440.603,1408.207
2022-10-12 15:00:00,673.6409,0,1219.645,1156.325
2022-10-12 16:00:00,413.6476,0,740.1241,697.9071
2022-10-12 17:00:00,113.0118,0,178.54,171.157
2022-10-12 18:00:00,23.60069,0,33.96016,27.39578
2022-10-12 19:00:00,0,0,0,0
2022-10-12 20:00:00,0,0,0,0
2022-10-12 21:00:00,0,0,0,0
2022-10-12 22:00:00,0,0,0,0
2022-10-12 23:00:00,0,0,0,0
2022-10-13 00:00:00,0,0,0,0
2022-10-13 01:00:00,0,0,0,0
2022-10-13 02:00:00,0,0,0,0
2022-10-13 03:00:00,0,0,0,0
2022-10-13 04:00:00,0,0,0,0
2022-10-13 05:00:00,0,0,0,0
2022-10-13 06:00:00,0,0,0,0
2022-10-13 07:00:00,5.242894,0,5.524627,6.318671
2022-10-13 08:00:00,43.30339,0,77.27526,74.26085
2022-10-13 09:00:00,93.19525,0,171.3811,162.922
2022-10-13 10:00:00,172.715,0,315.0314,298.9217
2022-10-13 11:00:00,448.321,0,795.7361,754.46
2022-10-13 12:00:00,421.6667,0,735.3292,699.7553
2022-10-13 13:00:00,367.9297,0,643.0393,609.5168
2022-10-13 14:00:00,593.1265,0,986.5376,999.1982
2022-10-13 15:00:00,334.2831,0,500.0106,551.906
2022-10-13 16:00:00,320.8677,0,532.8891,507.976
2022-10-13 17:00:00,157.1163,0,253.7534,235.4967
2022-10-13 18:00:00,5.65637,0,7.319249,6.740225
2022-10-13 19:00:00,0,0,0,0
2022-10-13 20:00:00,0,0,0,0
2022-10-13 21:00:00,0,0,0,0
2022-10-13 22:00:00,0,0,0,0
2022-10-13 23:00:00,0,0,0,0
2022-10-14 00:00:00,0,0,0,0
2022-10-14 01:00:00,0,0,0,0
2022-10-14 02:00:00,0,0,0,0
2022-10-14 03:00:00,0,0,0,0
2022-10-14 04:00:00,0.05887033,0,0,0
2022-10-14 05:00:00,0,0,0,0
2022-10-14 06:00:00,0,0,0,0
2022-10-14 07:00:00,8.944483,0,10.73557,11.23363
2022-10-14 08:00:00,54.14812,0,37.00054,33.87442
2022-10-14 09:00:00,161.425,36.13403,172.6505,142.1169
2022-10-14 10:00:00,545.627,391.6546,898.1242,998.9838
2022-10-14 11:00:00,402.3692,663.0031,638.2885,724.2274
2022-10-14 12:00:00,741.1619,1146.527,1177.411,1220.746
2022-10-14 13:00:00,607.3124,1093.014,1038.125,1085.077
2022-10-14 14:00:00,534.0079,930.5782,964.8392,966.7355
2022-10-14 15:00:00,578.549,1020.472,1075.162,1057.346
2022-10-14 16:00:00,426.7462,733.6434,777.7888,802.9785
2022-10-14 17:00:00,192.9839,297.0373,328.2006,312.7356
2022-10-14 18:00:00,14.75741,17.40107,19.17815,17.87454
2022-10-14 19:00:00,0,0,0,0
2022-10-14 20:00:00,0,0,0,0
2022-10-14 21:00:00,0,0,0,0
2022-10-14 22:00:00,0,0,0,0
2022-10-14 23:00:00,0,0,0,0
2022-10-15 00:00:00,0,0,0,0
2022-10-15 01:00:00,0,0,0,0
2022-10-15 02:00:00,0,0,0,0
2022-10-15 03:00:00,0,0,0,0
2022-10-15 04:00:00,0,0,0,0
2022-10-15 05:00:00,0,0,0,0
2022-10-15 06:00:00,0,0,0,0
2022-10-15 07:00:00,39.61038,0,60.05258,62.2427
2022-10-15 08:00:00,280.5951,0,517.8469,518.8534
2022-10-15 09:00:00,516.4309,0,1016.895,1043.013
2022-10-15 10:00:00,728.3368,0,1365.682,1401.096
2022-10-15 11:00:00,874.3845,285.1955,1594.732,1627.429
2022-10-15 12:00:00,942.1545,1657.487,1666.444,1665.348
2022-10-15 13:00:00,928.5991,1633.445,1653.426,1664.39
2022-10-15 14:00:00,836.9186,1485.59,1515.018,1549.819
2022-10-15 15:00:00,671.3923,1192.792,1234.024,1257.808
2022-10-15 16:00:00,447.179,767.2932,820.1144,825.5071
2022-10-15 17:00:00,179.4574,264.0818,295.5065,289.7117
2022-10-15 18:00:00,10.98609,13.60835,14.40493,13.77492
2022-10-15 19:00:00,0,0,0,0
2022-10-15 20:00:00,0,0,0,0
2022-10-15 21:00:00,0,0,0,0
2022-10-15 22:00:00,0,0,0,0
2022-10-15 23:00:00,0,0,0,0
2022-10-16 00:00:00,0,0,0,0
2022-10-16 01:00:00,0,0,0,0
2022-10-16 02:00:00,0,0,0,0
2022-10-16 03:00:00,0,0,0,0
2022-10-16 04:00:00,0,0,0,0
2022-10-16 05:00:00,0,0,0,0
2022-10-16 06:00:00,0,0,0,0
2022-10-16 07:00:00,39.71869,0.301111,53.18623,52.54416
2022-10-16 08:00:00,241.1777,0,428.9834,432.0854
2022-10-16 09:00:00,393.4037,0,728.9366,748.1389
2022-10-16 10:00:00,691.9448,259.9365,1271.679,1301.732
2022-10-16 11:00:00,813.579,1431.939,1456.193,1501.387
2022-10-16 12:00:00,899.772,1554.149,1585.072,1612.354
2022-10-16 13:00:00,791.9725,1385.442,1418.764,1448.001
2022-10-16 14:00:00,641.549,1106.255,1134.353,1151.462
2022-10-16 15:00:00,415.3424,713.2632,728.6092,743.5948
2022-10-16 16:00:00,320.6315,540.2579,559.4888,564.7903
2022-10-16 17:00:00,108.6072,176.4512,180.837,183.2218
2022-10-16 18:00:00,4.790531,8.436423,7.720211,8.42271
2022-10-16 19:00:00,0,0,0,0
2022-10-16 20:00:00,0,0,0,0
2022-10-16 21:00:00,0,0,0,0
2022-10-16 22:00:00,0,0,0,0
2022-10-16 23:00:00,0,0,0,0
2022-10-17 00:00:00,0,0,0,0
2022-10-17 01:00:00,0,0,0,0
2022-10-17 02:00:00,0,0,0,0
2022-10-17 03:00:00,0,0,0,0
2022-10-17 04:00:00,0,0,0,0
2022-10-17 05:00:00,0,0,0,0
2022-10-17 06:00:00,0,0,0,0
2022-10-17 07:00:00,34.1567,51.85112,51.66156,53.59142
2022-10-17 08:00:00,64.38949,109.6158,109.5902,112.3645
2022-10-17 09:00:00,114.0251,199.0284,201.0152,206.7737
2022-10-17 10:00:00,317.4059,501.6617,533.6552,555.825
2022-10-17 11:00:00,444.9864,783.051,795.1546,810.9754
2022-10-17 12:00:00,751.5922,1298.579,1343.619,1311.049
2022-10-17 13:00:00,620.625,1099.193,1105.56,1148.134
2022-10-17 14:00:00,721.9582,1304.112,1322.592,1351.598
2022-10-17 15:00:00,563.8196,990.3978,1022.779,1056.294
2022-10-17 16:00:00,417.9429,665.6355,722.3101,740.5807
2022-10-17 17:00:00,159.9273,235.5626,259.7644,255.7959
2022-10-17 18:00:00,8.733702,11.00662,11.50584,10.9315
2022-10-17 19:00:00,0,0,0,0
2022-10-17 20:00:00,0,0,0,0
2022-10-17 21:00:00,0,0,0,0
2022-10-17 22:00:00,0,0,0,0
2022-10-17 23:00:00,0,0,0,0
2022-10-18 00:00:00,0,0,0,0
2022-10-18 01:00:00,0,0,0,0
2022-10-18 02:00:00,0,0,0,0
2022-10-18 03:00:00,0,0,0,0
2022-10-18 04:00:00,0,0,0,0
2022-10-18 05:00:00,0,0,0,0
2022-10-18 06:00:00,0,0,0,0
2022-10-18 07:00:00,11.00772,14.52059,13.49934,14.62477
2022-10-18 08:00:00,39.08228,67.00039,64.97163,66.90162
2022-10-18 09:00:00,175.8316,297.6449,306.8664,297.5868
2022-10-18 10:00:00,313.8457,542.2792,545.7706,563.2305
2022-10-18 11:00:00,350.9166,618.2938,635.7642,651.0637
2022-10-18 12:00:00,746.9138,1251.563,1271.761,1244.989
2022-10-18 13:00:00,667.0236,1108.575,1188.454,1195.835
2022-10-18 14:00:00,505.921,897.1259,906.8942,955.9364
2022-10-18 15:00:00,534.3622,795.1994,842.8257,939.9915
2022-10-18 16:00:00,350.0893,516.8829,575.3116,625.925
2022-10-18 17:00:00,217.8664,309.8471,352.6242,345.38
2022-10-18 18:00:00,9.271259,11.73106,13.49696,11.31399
2022-10-18 19:00:00,0,0,0,0
2022-10-18 20:00:00,0,0,0,0
2022-10-18 21:00:00,0,0,0,0
2022-10-18 22:00:00,0,0,0,0
2022-10-18 23:00:00,0,0,0,0
2022-10-19 00:00:00,0,0,0,0
2022-10-19 01:00:00,0,0,0,0
2022-10-19 02:00:00,0,0,0,0
2022-10-19 03:00:00,0,0,0,0
2022-10-19 04:00:00,0,0,0,0
2022-10-19 05:00:00,0,0,0,0
2022-10-19 06:00:00,0.2628607,0,0,0
2022-10-19 07:00:00,41.39965,61.11372,63.91419,60.30528
2022-10-19 08:00:00,283.3486,529.7264,540.9086,535.4078
2022-10-19 09:00:00,538.8462,1055.521,1075.438,1102.254
2022-10-19 10:00:00,757.9236,1444.068,1475.149,1512.793
2022-10-19 11:00:00,898.9282,1650.228,1661.625,1665.821
2022-10-19 12:00:00,965.6568,1666.417,1666.028,1666.242
2022-10-19 13:00:00,954.4864,1666.126,1665.519,1665.944
2022-10-19 14:00:00,860.8971,1586.89,1613.985,1635.099
2022-10-19 15:00:00,691.1061,1272.324,1322.798,1348.954
2022-10-19 16:00:00,464.3623,817.0842,880.238,883.1556
2022-10-19 17:00:00,205.0511,296.2568,333.9791,325.4661
2022-10-19 18:00:00,7.721124,9.834176,11.31867,9.609723
2022-10-19 19:00:00,0,0,0,0
2022-10-19 20:00:00,0,0,0,0
2022-10-19 21:00:00,0,0,0,0
2022-10-19 22:00:00,0,0,0,0
2022-10-19 23:00:00,0,0,0,0
2022-10-20 00:00:00,0,0,0,0
2022-10-20 01:00:00,0,0,0,0
2022-10-20 02:00:00,0,0,0,0
2022-10-20 03:00:00,0.3058174,0,0,0
2022-10-20 04:00:00,0.02116016,0,0,0
2022-10-20 05:00:00,0,0,0,0
2022-10-20 06:00:00,0,0,0,0
2022-10-20 07:00:00,48.80908,59.18664,59.5994,56.07588
2022-10-20 08:00:00,276.5594,512.0098,521.7936,518.3986
2022-10-20 09:00:00,525.776,1014.142,1031.017,1055.203
2022-10-20 10:00:00,736.3156,1381.797,1369.028,1417.359
2022-10-20 11:00:00,884.7828,1617.651,1635.699,1654.765
2022-10-20 12:00:00,955.3125,1665.6,1666.077,1666.515
2022-10-20 13:00:00,943.9151,1662.728,1666.163,1665.647
2022-10-20 14:00:00,845.5739,1532.913,1562.042,1595.092
2022-10-20 15:00:00,677.4111,1224.889,1269.499,1294.149
2022-10-20 16:00:00,448.6196,781.1605,837.9093,840.8217
2022-10-20 17:00:00,189.905,270.4144,308.4647,295.9626
2022-10-20 18:00:00,5.978603,8.775177,9.613521,8.272681
2022-10-20 19:00:00,0,0,0,0
2022-10-20 20:00:00,0,0,0,0
2022-10-20 21:00:00,0,0,0,0
2022-10-20 22:00:00,0,0,0,0
2022-10-20 23:00:00,0,0,0,0
2022-10-21 00:00:00,0,0,0,0
2022-10-21 01:00:00,0,0,0,0
2022-10-21 02:00:00,0,0,0,0
2022-10-21 03:00:00,0,0,0,0
2022-10-21 04:00:00,0,0,0,0
2022-10-21 05:00:00,0,0,0,0
2022-10-21 06:00:00,0,0,0,0
2022-10-21 07:00:00,31.75373,46.60566,45.34271,43.43282
2022-10-21 08:00:00,258.9634,460.5344,476.1358,477.7312
2022-10-21 09:00:00,501.6371,995.5811,1014.971,1041.153
2022-10-21 10:00:00,724.8582,1361.451,1385.938,1423.48
2022-10-21 11:00:00,875.7709,1582.796,1609.632,1637.077
2022-10-21 12:00:00,947.4022,1665.349,1665.466,1666.404
2022-10-21 13:00:00,929.5861,1641.453,1658.104,1666.108
2022-10-21 14:00:00,843.8856,1499.278,1524.959,1587.963
2022-10-21 15:00:00,652.0815,1186.409,1229.602,1256.035
2022-10-21 16:00:00,403.5006,717.9832,751.6169,751.5531
2022-10-21 17:00:00,179.6122,256.9005,290.7883,272.4945
2022-10-21 18:00:00,4.758475,7.800787,8.544514,7.282014
2022-10-21 19:00:00,0,0,0,0
2022-10-21 20:00:00,0,0,0,0
2022-10-21 21:00:00,0,0,0,0
2022-10-21 22:00:00,0,0,0,0
2022-10-21 23:00:00,0,0,0,0
2022-10-22 00:00:00,0,0,0,0
2022-10-22 01:00:00,0.2781608,0,0,0
2022-10-22 02:00:00,0,0,0,0
2022-10-22 03:00:00,0,0,0,0
2022-10-22 04:00:00,0,0,0,0
2022-10-22 05:00:00,0,0,0,0
2022-10-22 06:00:00,0,0,0,0
2022-10-22 07:00:00,33.68279,36.29603,35.45247,33.76304
2022-10-22 08:00:00,261.2651,456.4024,463.6758,461.6033
2022-10-22 09:00:00,492.6917,947.0223,963.335,986.5472
2022-10-22 10:00:00,707.0006,1321.088,1344.219,1381.26
2022-10-22 11:00:00,849.5098,1555.79,1579.446,1613.672
2022-10-22 12:00:00,812.7953,1291.499,1343.626,1341.208
2022-10-22 13:00:00,866.6374,1552.162,1540.95,1528.544
2022-10-22 14:00:00,633.2601,1010.54,1058.028,1147.541
2022-10-22 15:00:00,335.989,566.5885,574.8584,585.1362
2022-10-22 16:00:00,204.57,339.4767,349.5132,356.5634
2022-10-22 17:00:00,121.7336,188.5291,198.7785,199.491
2022-10-22 18:00:00,6.240339,15.38138,14.90573,15.16587
2022-10-22 19:00:00,0,0,0,0
2022-10-22 20:00:00,0,0,0,0
2022-10-22 21:00:00,0,0,0,0
2022-10-22 22:00:00,0,0,0,0
2022-10-22 23:00:00,0,0,0,0
