NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power"
,W/m²,kW,kW,kW,kW
2022-10-02 07:00:00,40.56391,12.56735,7.679458,9.036696,2.54058
2022-10-02 08:00:00,217.8562,104.0393,98.01523,77.96328,70.38723
2022-10-02 09:00:00,420.4105,215.3781,228.5985,161.7229,179.3999
2022-10-02 10:00:00,603.2813,300.6308,322.3603,227.6478,254.3943
2022-10-02 11:00:00,671.3486,320.56,352.0982,242.1853,272.5689
2022-10-02 12:00:00,691.5126,301.8495,326.5271,228.67,251.7834
2022-10-02 13:00:00,407.3066,181.8373,200.0145,137.0667,159.7054
2022-10-02 14:00:00,206.3889,89.6228,100.6145,67.64341,77.76846
2022-10-02 15:00:00,111.2194,45.48831,50.60487,33.97531,38.29536
2022-10-02 16:00:00,139.3217,57.87396,64.73624,43.68779,49.80659
2022-10-02 17:00:00,107.4184,45.32267,50.58583,34.13267,38.5135
2022-10-02 18:00:00,16.28021,4.246875,5.407904,2.986402,3.438459
2022-10-02 19:00:00,1.01869,0,0,0,0
2022-10-02 20:00:00,0.983132,0,0,0,0
2022-10-02 21:00:00,0.95445,0,0,0,0
2022-10-02 22:00:00,0.9069755,0,0,0,0
2022-10-02 23:00:00,0.7042165,0,0,0,0
2022-10-03 00:00:00,0.6854575,0,0,0,0
2022-10-03 01:00:00,0.6223955,0,0,0,0
2022-10-03 02:00:00,0.6293585,0,0,0,0
2022-10-03 03:00:00,0.5040145,0,0,0,0
2022-10-03 04:00:00,0.747,0,0,0,0
2022-10-03 05:00:00,0.8747075,0,0,0,0
2022-10-03 06:00:00,0.879894,0,0,0,0
2022-10-03 07:00:00,16.2497,4.461104,5.273528,2.921984,2.088828
2022-10-03 08:00:00,77.94561,34.24358,36.82017,25.42061,27.83328
2022-10-03 09:00:00,100.5454,44.13864,48.03883,33.07851,36.9614
2022-10-03 10:00:00,116.8826,49.7748,54.98703,37.18034,42.31022
2022-10-03 11:00:00,148.1855,64.71961,69.85372,48.50948,54.16825
2022-10-03 12:00:00,272.0953,121.142,130.2032,91.07143,102.0196
2022-10-03 13:00:00,320.1222,143.7594,156.2167,108.2229,121.5806
2022-10-03 14:00:00,450.7607,211.7184,230.0757,162.5554,178.9147
2022-10-03 15:00:00,362.9138,160.4383,173.9839,119.4256,134.7779
2022-10-03 16:00:00,244.9425,107.137,126.8901,82.75367,99.81052
2022-10-03 17:00:00,146.202,63.01158,68.59058,46.9419,51.45039
2022-10-03 18:00:00,52.51244,11.28746,15.61604,9.251603,11.67672
2022-10-03 19:00:00,0.9598429,0.0001323025,0.001021465,0.003149575,0.0002169955
2022-10-03 20:00:00,0.366118,0,0,0,0
2022-10-03 21:00:00,0.2276945,0,0,0,0
2022-10-03 22:00:00,0.1979236,0,0,0,0
2022-10-03 23:00:00,0.2153333,0,0,0,0
2022-10-04 00:00:00,0.1271597,0,0,0,0
2022-10-04 01:00:00,0.0748472,0,0,0,0
2022-10-04 02:00:00,0.02720138,0,0,0,0
2022-10-04 03:00:00,0.0744028,0,0,0,0
2022-10-04 04:00:00,0.1373333,0,0,0,0
2022-10-04 05:00:00,0.1950625,0,0,0,0
2022-10-04 06:00:00,0.3376805,0,0,0,0
2022-10-04 07:00:00,34.2337,12.01266,7.779693,8.981178,2.964595
2022-10-04 08:00:00,215.5939,105.138,98.65254,78.79422,71.52183
2022-10-04 09:00:00,426.5956,221.7851,235.3549,166.5798,184.2482
2022-10-04 10:00:00,614.41,311.0294,332.4829,235.0483,261.0914
2022-10-04 11:00:00,750.7715,365.3579,392.4821,278.317,306.0182
2022-10-04 12:00:00,828.2932,391.7035,421.2392,299.6511,325.4326
2022-10-04 13:00:00,834.0082,389.9112,421.4201,299.4034,325.5615
2022-10-04 14:00:00,767.0139,362.4561,394.4749,278.4905,309.598
2022-10-04 15:00:00,643.3599,301.1858,333.2643,233.3572,261.0817
2022-10-04 16:00:00,466.8588,207.7325,242.372,165.1763,188.2735
2022-10-04 17:00:00,255.1989,95.71414,124.2127,77.83837,93.81441
2022-10-04 18:00:00,62.90821,11.09409,18.32301,9.536257,13.67814
2022-10-04 19:00:00,0.8518828,0.00312117,0.00100045,0.002145974,0.0001006745
2022-10-04 20:00:00,0.1007638,0,0,0,0
2022-10-04 21:00:00,0.02463889,0,0,0,0
2022-10-04 22:00:00,0.05170835,0,0,0,0
2022-10-04 23:00:00,0.1004653,0,0,0,0
2022-10-05 00:00:00,0.42825,0,0,0,0
2022-10-05 01:00:00,0.4360972,0,0,0,0
2022-10-05 02:00:00,0.5296945,0,0,0,0
2022-10-05 03:00:00,0.4056736,0,0,0,0
2022-10-05 04:00:00,0.559354,0,0,0,0
2022-10-05 05:00:00,0.4988542,0,0,0,0
2022-10-05 06:00:00,0.476375,0,0,0,0
2022-10-05 07:00:00,34.33143,11.39312,7.331131,8.463287,2.378124
2022-10-05 08:00:00,216.0789,103.3257,95.76476,77.61399,69.48153
2022-10-05 09:00:00,418.8047,215.2502,229.0726,162.4878,179.7772
2022-10-05 10:00:00,600.7672,299.9553,321.4712,226.9916,252.7698
2022-10-05 11:00:00,734.6762,353.1486,378.9805,269.1299,292.5844
2022-10-05 12:00:00,807.2927,379.6416,411.0426,291.3894,315.2344
2022-10-05 13:00:00,812.0721,375.6021,408.5558,288.5616,308.9805
2022-10-05 14:00:00,750.119,351.2343,381.6888,269.7635,292.6965
2022-10-05 15:00:00,627.9127,292.257,324.4623,226.6159,251.1879
2022-10-05 16:00:00,452.739,200.7748,234.9427,160.3242,181.1125
2022-10-05 17:00:00,245.8797,92.04583,119.6909,75.09216,89.51677
2022-10-05 18:00:00,58.18019,10.15899,17.21983,8.622391,12.84852
2022-10-05 19:00:00,0.5569422,0.003865982,0.008015757,0.00255155,0.004664033
2022-10-05 20:00:00,0.01111111,0,0,0,0
2022-10-05 21:00:00,0.05197915,0,0,0,0
2022-10-05 22:00:00,0.03726037,0,0,0,0
2022-10-05 23:00:00,0.2710521,0,0,0,0
2022-10-06 00:00:00,0.4508055,0,0,0,0
2022-10-06 01:00:00,0.682382,0,0,0,0
2022-10-06 02:00:00,0.634847,0,0,0,0
2022-10-06 03:00:00,0.663396,0,0,0,0
2022-10-06 04:00:00,0.7309235,0,0,0,0
2022-10-06 05:00:00,0.706715,0,0,0,0
2022-10-06 06:00:00,0.7104095,0,0,0,0
2022-10-06 07:00:00,32.13895,10.73521,7.108075,7.945456,2.089081
2022-10-06 08:00:00,194.9864,95.47073,89.01551,71.70873,64.95075
2022-10-06 09:00:00,413.4934,207.1509,220.2973,156.27,170.4384
2022-10-06 10:00:00,591.6367,289.1686,309.5696,218.8611,236.583
2022-10-06 11:00:00,723.921,338.0055,366.4567,257.561,273.4099
2022-10-06 12:00:00,795.7244,357.2978,392.8106,273.4599,285.6928
2022-10-06 13:00:00,802.5737,356.5946,393.4363,272.4934,285.0022
2022-10-06 14:00:00,751.1044,338.8569,372.1119,257.2185,268.6458
2022-10-06 15:00:00,618.6022,279.43,312.2223,216.4704,231.2993
2022-10-06 16:00:00,442.9331,192.5077,225.6185,152.9153,168.56
2022-10-06 17:00:00,236.0933,86.6945,112.527,70.57697,82.12644
2022-10-06 18:00:00,53.33152,9.013204,15.52653,7.870425,11.19094
2022-10-06 19:00:00,0.6390498,5.753815e-05,0.001666667,0.0008938477,0
2022-10-06 20:00:00,0.04730555,0,0,0,0
2022-10-06 21:00:00,0.02547223,0,0,0,0
2022-10-06 22:00:00,0.02746847,0,0,0,0
2022-10-06 23:00:00,0.3196524,0,0,0,0
2022-10-07 00:00:00,0.619987,0,0,0,0
2022-10-07 01:00:00,0.6763645,0,0,0,0
2022-10-07 02:00:00,0.6618555,0,0,0,0
2022-10-07 03:00:00,0.7126435,0,0,0,0
2022-10-07 04:00:00,0.81039,0,0,0,0
2022-10-07 05:00:00,0.8209585,0,0,0,0
2022-10-07 06:00:00,0.8425485,0,0,0,0
2022-10-07 07:00:00,29.33253,9.635131,6.409593,7.015623,1.550687
2022-10-07 08:00:00,202.8082,96.72342,91.20661,72.79034,65.76324
2022-10-07 09:00:00,406.7812,204.1885,219.2211,153.4223,167.8294
2022-10-07 10:00:00,586.206,286.1526,307.6873,216.0433,232.5208
2022-10-07 11:00:00,719.6769,332.6267,362.6212,252.3541,265.017
2022-10-07 12:00:00,790.073,349.3255,387.0414,266.1815,275.2214
2022-10-07 13:00:00,791.5416,349.2968,387.378,267.0815,276.8823
2022-10-07 14:00:00,726.8581,326.2758,362.104,250.1648,262.3727
2022-10-07 15:00:00,604.8603,272.5086,306.4863,211.4689,224.8672
2022-10-07 16:00:00,427.9644,186.6465,219.7057,147.688,162.4494
2022-10-07 17:00:00,215.4005,81.20889,104.2979,65.05552,75.10129
2022-10-07 18:00:00,44.35474,11.33507,15.55376,8.745286,10.52033
2022-10-07 19:00:00,0.2389693,0.001992099,0.006145038,0.0008999575,0.002345073
2022-10-07 20:00:00,0,0,0,0,0
2022-10-07 21:00:00,0.0110625,0,0,0,0
2022-10-07 22:00:00,0.001458334,0,0,0,0
2022-10-07 23:00:00,0.04976388,0,0,0,0
2022-10-08 00:00:00,0.2820416,0,0,0,0
2022-10-08 01:00:00,0.5652985,0,0,0,0
2022-10-08 02:00:00,0.747389,0,0,0,0
2022-10-08 03:00:00,0.7250835,0,0,0,0
2022-10-08 04:00:00,0.8529235,0,0,0,0
2022-10-08 05:00:00,0.9676945,0,0,0,0
2022-10-08 06:00:00,1.154125,0,0,0,0
2022-10-08 07:00:00,24.1588,8.21849,6.275646,6.041354,2.480515
2022-10-08 08:00:00,188.7888,85.0579,85.35468,63.1218,63.24647
2022-10-08 09:00:00,255.6463,136.5213,143.3721,102.2942,111.1354
2022-10-08 10:00:00,446.2026,229.3053,243.4342,172.1523,189.2948
2022-10-08 11:00:00,642.859,319.5429,339.0562,241.7961,262.0134
2022-10-08 12:00:00,744.3406,353.848,382.7805,265.2116,278.8704
2022-10-08 13:00:00,761.5765,363.9278,387.7876,274.1366,289.1527
2022-10-08 14:00:00,636.7407,296.7693,327.2383,230.3856,244.0039
2022-10-08 15:00:00,552.4938,249.2681,285.7223,197.3327,223.2692
2022-10-08 16:00:00,311.6558,141.9791,159.1711,109.6744,118.5533
2022-10-08 17:00:00,169.0509,67.17001,81.30664,52.02326,59.1899
2022-10-08 18:00:00,27.95399,8.413197,10.61121,4.995862,7.248905
2022-10-08 19:00:00,0.2501477,0.0003387652,0.001050647,0,0.0004462443
2022-10-08 20:00:00,0.03778472,0,0,0,0
2022-10-08 21:00:00,0.02917361,0,0,0,0
2022-10-08 22:00:00,0.03435417,0,0,0,0
2022-10-08 23:00:00,0.02056945,0,0,0,0
2022-10-09 00:00:00,0.05041665,0,0,0,0
2022-10-09 01:00:00,0,0,0,0,0
2022-10-09 02:00:00,0.01326389,0,0,0,0
2022-10-09 03:00:00,0.0700625,0,0,0,0
2022-10-09 04:00:00,0.2715903,0,0,0,0
2022-10-09 05:00:00,0.511986,0,0,0,0
2022-10-09 06:00:00,0.5355835,0,0,0,0
2022-10-09 07:00:00,26.25653,8.878514,6.934205,6.679969,2.175947
2022-10-09 08:00:00,198.8382,95.63377,91.09388,71.19756,65.42151
2022-10-09 09:00:00,349.4048,177.7138,190.3994,131.3803,147.8613
2022-10-09 10:00:00,529.8511,261.0887,284.3428,193.195,214.4809
2022-10-09 11:00:00,653.788,315.4851,338.294,240.3729,259.5341
2022-10-09 12:00:00,790.1727,374.0746,400.1237,283.9737,300.0568
2022-10-09 13:00:00,756.7407,354.0524,381.4462,268.7776,282.1879
2022-10-09 14:00:00,632.3755,282.0746,305.8156,216.868,228.2237
2022-10-09 15:00:00,404.9879,181.8647,200.2934,121.5807,150.6312
2022-10-09 16:00:00,234.4371,101.698,117.1516,64.58008,87.62743
2022-10-09 17:00:00,134.2411,51.22467,60.72748,30.83685,46.10591
2022-10-09 18:00:00,18.76447,4.791858,5.912458,2.870806,2.665488
2022-10-09 19:00:00,0.2030416,0,0,0,0
2022-10-09 20:00:00,0.03308333,0,0,0,0
2022-10-09 21:00:00,0.0752014,0,0,0,0
2022-10-09 22:00:00,0.07181945,0,0,0,0
2022-10-09 23:00:00,0.08724305,0,0,0,0
2022-10-10 00:00:00,0.0702222,0,0,0,0
2022-10-10 01:00:00,0.0939653,0,0,0,0
2022-10-10 02:00:00,0.04529861,0,0,0,0
2022-10-10 03:00:00,0.107507,0,0,0,0
2022-10-10 04:00:00,0.1743333,0,0,0,0
2022-10-10 05:00:00,0.2081944,0,0,0,0
2022-10-10 06:00:00,0.2122916,0,0,0,0
2022-10-10 07:00:00,3.627661,0.2026738,0.4080697,0.2604196,0.07071848
2022-10-10 08:00:00,70.59901,29.98837,30.97586,22.27423,21.93581
2022-10-10 09:00:00,60.56902,24.35529,26.32188,18.102,19.41919
2022-10-10 10:00:00,88.87689,38.53635,40.89299,29.02372,31.61828
2022-10-10 11:00:00,126.8218,54.18517,59.33165,40.62169,45.81186
2022-10-10 12:00:00,227.106,102.1511,109.7392,77.28844,86.78934
2022-10-10 13:00:00,344.0858,160.798,171.2637,123.5404,135.2422
2022-10-10 14:00:00,451.7039,217.7949,225.8921,165.2922,173.5083
2022-10-10 15:00:00,572.1772,262.274,285.1369,197.7919,209.8351
2022-10-10 16:00:00,414.3726,183.6109,218.1341,121.4622,159.7221
2022-10-10 17:00:00,184.0836,72.31607,90.273,56.64763,67.30364
2022-10-10 18:00:00,16.87691,2.543362,4.474509,1.246489,1.818838
2022-10-10 19:00:00,0.2450278,0.000325841,0.001164073,0.0002112976,0.0002671675
2022-10-10 20:00:00,0.02411111,0,0,0,0
2022-10-10 21:00:00,0.1036944,0,0,0,0
2022-10-10 22:00:00,0.04460416,0,0,0,0
2022-10-10 23:00:00,0.04629167,0,0,0,0
2022-10-11 00:00:00,0.1172917,0,0,0,0
2022-10-11 01:00:00,0.04446527,0,0,0,0
2022-10-11 02:00:00,0.0428125,0,0,0,0
2022-10-11 03:00:00,0.2122847,0,0,0,0
2022-10-11 04:00:00,0.6151735,0,0,0,0
2022-10-11 05:00:00,0.746007,0,0,0,0
2022-10-11 06:00:00,0.803611,0,0,0,0
2022-10-11 07:00:00,21.94826,7.142327,5.367459,5.24444,1.776343
2022-10-11 08:00:00,183.7884,89.94944,85.63811,67.15426,61.41261
2022-10-11 09:00:00,355.3169,181.6792,195.1427,116.4497,151.257
2022-10-11 10:00:00,566.8605,285.2894,306.2727,214.7614,234.0874
2022-10-11 11:00:00,699.5198,339.7144,366.6978,257.2602,274.38
2022-10-11 12:00:00,720.8261,344.6229,373.4314,261.6725,274.8446
2022-10-11 13:00:00,704.2418,324.5772,348.5331,194.3481,255.1406
2022-10-11 14:00:00,495.2003,231.8294,248.7424,165.186,186.2217
2022-10-11 15:00:00,425.6867,184.6832,209.2698,87.26501,157.4889
2022-10-11 16:00:00,336.4684,146.1911,168.0047,91.59057,127.5514
2022-10-11 17:00:00,179.4563,71.13384,90.37158,48.34789,67.66897
2022-10-11 18:00:00,27.03255,7.664033,9.514645,2.52789,5.508366
2022-10-11 19:00:00,0.2534306,0,0.000618227,0,0
2022-10-11 20:00:00,0.0624375,0,0,0,0
2022-10-11 21:00:00,0.04844445,0,0,0,0
2022-10-11 22:00:00,0.03136805,0,0,0,0
2022-10-11 23:00:00,0.03784027,0,0,0,0
2022-10-12 00:00:00,0.0599722,0,0,0,0
2022-10-12 01:00:00,0.3965277,0,0,0,0
2022-10-12 02:00:00,0.5294235,0,0,0,0
2022-10-12 03:00:00,0.6669375,0,0,0,0
2022-10-12 04:00:00,0.716979,0,0,0,0
2022-10-12 05:00:00,0.820014,0,0,0,0
2022-10-12 06:00:00,0.950639,0,0,0,0
2022-10-12 07:00:00,8.543279,1.530993,1.859641,1.052657,0.4899005
2022-10-12 08:00:00,41.42,14.32668,15.24435,10.38723,7.111935
2022-10-12 09:00:00,154.6716,69.19003,72.49703,52.23143,56.66933
2022-10-12 10:00:00,384.7448,184.0465,190.8906,118.2918,145.7721
2022-10-12 11:00:00,600.5865,285.991,316.6411,216.3371,238.7904
2022-10-12 12:00:00,729.5098,327.2148,356.62,222.9012,263.9385
2022-10-12 13:00:00,737.7119,326.0121,367.8246,173.8625,264.3191
2022-10-12 14:00:00,519.4003,230.9912,263.0511,136.9383,195.1464
2022-10-12 15:00:00,471.1501,224.8148,241.8722,140.633,176.1221
2022-10-12 16:00:00,277.0232,117.8748,135.0477,74.69766,104.5455
2022-10-12 17:00:00,100.0151,38.42288,45.34622,20.5259,31.24699
2022-10-12 18:00:00,10.00764,1.358339,2.02225,0.5644448,0.497398
2022-10-12 19:00:00,0.2210347,0,0,0,0
2022-10-12 20:00:00,0.1571041,0,0,0,0
2022-10-12 21:00:00,0.2187014,0,0,0,0
2022-10-12 22:00:00,0.2391458,0,0,0,0
2022-10-12 23:00:00,0.80416,0,0,0,0
2022-10-13 00:00:00,1.087674,0,0,0,0
2022-10-13 01:00:00,1.173833,0,0,0,0
2022-10-13 02:00:00,1.296819,0,0,0,0
2022-10-13 03:00:00,1.39018,0,0,0,0
2022-10-13 04:00:00,1.347306,0,0,0,0
2022-10-13 05:00:00,1.351611,0,0,0,0
2022-10-13 06:00:00,1.285424,0,0,0,0
2022-10-13 07:00:00,9.172755,1.731455,2.319513,1.209432,1.034028
2022-10-13 08:00:00,48.87899,18.887,20.56944,14.13632,14.99754
2022-10-13 09:00:00,58.92937,23.31746,24.51245,17.6339,18.22499
2022-10-13 10:00:00,198.9409,86.33424,93.11372,59.58397,72.05328
2022-10-13 11:00:00,379.2264,169.1654,185.3891,114.1951,135.3045
2022-10-13 12:00:00,647.2705,285.6104,305.5888,217.7083,228.878
2022-10-13 13:00:00,384.9301,175.0998,197.885,112.1815,149.8943
2022-10-13 14:00:00,495.057,218.6574,247.7382,164.005,185.6089
2022-10-13 15:00:00,321.1162,144.898,164.5487,52.00309,127.663
2022-10-13 16:00:00,248.3331,107.3709,127.0373,71.50474,92.10242
2022-10-13 17:00:00,146.8474,54.09795,65.34871,39.3317,47.62521
2022-10-13 18:00:00,46.41019,11.38727,17.04725,9.238103,12.2705
2022-10-13 19:00:00,0.579729,0.0007094,0.001513761,0,0.0003876727
2022-10-13 20:00:00,0.377632,0,0,0,0
2022-10-13 21:00:00,0.6224025,0,0,0,0
2022-10-13 22:00:00,0.894257,0,0,0,0
2022-10-13 23:00:00,1.027889,0,0,0,0
2022-10-14 00:00:00,1.070007,0,0,0,0
2022-10-14 01:00:00,1.049722,0,0,0,0
2022-10-14 02:00:00,0.9260205,0,0,0,0
2022-10-14 03:00:00,0.911396,0,0,0,0
2022-10-14 04:00:00,0.9776875,0,0,0,0
2022-10-14 05:00:00,0.786889,0,0,0,0
2022-10-14 06:00:00,0.742104,0,0,0,0
2022-10-14 07:00:00,21.27962,6.584251,4.2558,4.846964,0.8375733
2022-10-14 08:00:00,188.2905,96.68651,91.0787,71.97982,62.79163
2022-10-14 09:00:00,400.0476,210.5085,225.641,158.0578,172.5993
2022-10-14 10:00:00,578.722,298.7291,321.9187,225.2401,247.3945
2022-10-14 11:00:00,708.7744,354.5338,380.9485,267.9539,289.5854
2022-10-14 12:00:00,783.3459,377.5908,408.3871,287.3275,306.4149
2022-10-14 13:00:00,787.6616,369.9908,403.0591,252.4301,299.5575
2022-10-14 14:00:00,719.799,335.6335,371.0849,184.1939,277.7533
2022-10-14 15:00:00,594.7182,278.2151,312.8488,174.5134,236.629
2022-10-14 16:00:00,418.1166,185.7045,222.0011,125.4473,167.0329
2022-10-14 17:00:00,212.5642,76.92973,105.664,55.75634,77.63678
2022-10-14 18:00:00,30.77783,5.009704,10.37713,3.584921,7.91812
2022-10-14 19:00:00,0.2775625,0,0.000858421,1.003476e-05,0
2022-10-14 20:00:00,0.01875,0,0,0,0
2022-10-14 21:00:00,0.0065625,0,0,0,0
2022-10-14 22:00:00,0.00553472,0,0,0,0
2022-10-14 23:00:00,0.05725695,0,0,0,0
2022-10-15 00:00:00,0.1258611,0,0,0,0
2022-10-15 01:00:00,0.2897014,0,0,0,0
2022-10-15 02:00:00,0.1506944,0,0,0,0
2022-10-15 03:00:00,0.2434375,0,0,0,0
2022-10-15 04:00:00,0.3713611,0,0,0,0
2022-10-15 05:00:00,0.2740833,0,0,0,0
2022-10-15 06:00:00,0.2502013,0,0,0,0
2022-10-15 07:00:00,22.35583,6.243657,4.375477,4.432012,1.08389
2022-10-15 08:00:00,196.4527,96.58278,89.64291,72.51416,63.20782
2022-10-15 09:00:00,395.8156,206.4153,221.9572,154.275,169.8124
2022-10-15 10:00:00,572.6793,290.1331,313.3857,217.9816,242.0627
2022-10-15 11:00:00,702.6067,340.1806,369.3412,257.716,279.4898
2022-10-15 12:00:00,771.5447,363.7469,397.5113,242.9445,295.2938
2022-10-15 13:00:00,773.075,359.5071,395.5768,203.3416,291.9283
2022-10-15 14:00:00,709.0354,328.9015,364.6021,225.9413,271.2182
2022-10-15 15:00:00,574.7938,265.3018,299.8205,165.1974,224.4522
2022-10-15 16:00:00,414.047,179.6167,214.4335,83.94817,160.6407
2022-10-15 17:00:00,203.0894,73.45956,100.1589,48.16519,73.21373
2022-10-15 18:00:00,24.5341,4.194748,8.669821,3.969552,6.230735
2022-10-15 19:00:00,0.07375,0,0,0,0
2022-10-15 20:00:00,0.003861112,0,0,0,0
2022-10-15 21:00:00,0.01326389,0,0,0,0
2022-10-15 22:00:00,0.03734722,0,0,0,0
2022-10-15 23:00:00,0,0,0,0,0
2022-10-16 00:00:00,0.01257639,0,0,0,0
2022-10-16 01:00:00,0.007715275,0,0,0,0
2022-10-16 02:00:00,0.139632,0,0,0,0
2022-10-16 03:00:00,0.1786945,0,0,0,0
2022-10-16 04:00:00,0.2273264,0,0,0,0
2022-10-16 05:00:00,0.33475,0,0,0,0
2022-10-16 06:00:00,0.240125,0,0,0,0
2022-10-16 07:00:00,18.35823,4.91995,3.77806,3.719644,0.659888
2022-10-16 08:00:00,188.5744,89.89507,85.29073,67.55246,60.79704
2022-10-16 09:00:00,369.3665,188.7978,202.6386,141.6815,154.6947
2022-10-16 10:00:00,542.8924,273.2669,296.3502,206.3754,227.6741
2022-10-16 11:00:00,620.2838,294.8237,322.4453,223.5243,243.8934
2022-10-16 12:00:00,706.5023,322.4034,352.1253,221.3265,262.7901
2022-10-16 13:00:00,738.6202,334.12,371.5524,172.6499,270.1978
2022-10-16 14:00:00,643.1688,290.2361,324.6475,157.9296,238.0026
2022-10-16 15:00:00,482.405,218.2322,243.8712,125.9411,182.1208
2022-10-16 16:00:00,253.3044,108.3331,122.468,64.81952,91.90118
2022-10-16 17:00:00,173.175,67.20273,82.78964,53.00593,60.78613
2022-10-16 18:00:00,28.33993,6.974221,9.937767,5.457684,6.727737
2022-10-16 19:00:00,0.03902778,0,0,0,0
2022-10-16 20:00:00,0.02801389,0,0,0,0
2022-10-16 21:00:00,0.03422223,0,0,0,0
2022-10-16 22:00:00,0.0813264,0,0,0,0
2022-10-16 23:00:00,0.04685416,0,0,0,0
2022-10-17 00:00:00,0.00851389,0,0,0,0
2022-10-17 01:00:00,0.04203473,0,0,0,0
2022-10-17 02:00:00,0.0700972,0,0,0,0
2022-10-17 03:00:00,0.05003475,0,0,0,0
2022-10-17 04:00:00,0.02863889,0,0,0,0
2022-10-17 05:00:00,0.02084028,0,0,0,0
2022-10-17 06:00:00,0.03795833,0,0,0,0
2022-10-17 07:00:00,12.87416,4.269143,4.781928,2.873781,1.357571
2022-10-17 08:00:00,63.10518,26.33872,28.13862,18.87518,18.93851
2022-10-17 09:00:00,199.6018,89.98343,97.03189,67.08514,74.72221
2022-10-17 10:00:00,302.3849,139.0433,149.7612,104.4826,115.8824
2022-10-17 11:00:00,620.4828,290.2394,312.9769,219.073,236.6114
2022-10-17 12:00:00,741.3656,348.802,383.2877,232.1934,284.3773
2022-10-17 13:00:00,724.7475,339.0254,372.3018,187.1501,276.1202
2022-10-17 14:00:00,678.0441,316.5829,350.347,201.9399,263.1226
2022-10-17 15:00:00,561.6921,264.1657,298.2783,169.3116,225.7119
2022-10-17 16:00:00,379.9026,168.9491,203.2323,104.2638,153.5218
2022-10-17 17:00:00,179.422,64.71451,88.20277,48.48882,64.81219
2022-10-17 18:00:00,21.46626,3.547544,6.685806,3.075935,4.192624
2022-10-17 19:00:00,0.1226389,0,0,0,0
2022-10-17 20:00:00,0,0,0,0,0
2022-10-17 21:00:00,0.02496528,0,0,0,0
2022-10-17 22:00:00,0.01235417,0,0,0,0
2022-10-17 23:00:00,0.01521528,0,0,0,0
2022-10-18 00:00:00,0.00982639,0,0,0,0
2022-10-18 01:00:00,0.005041665,0,0,0,0
2022-10-18 02:00:00,0.0195,0,0,0,0
2022-10-18 03:00:00,0,0,0,0,0
2022-10-18 04:00:00,0,0,0,0,0
2022-10-18 05:00:00,0.01249306,0,0,0,0
2022-10-18 06:00:00,0,0,0,0,0
2022-10-18 07:00:00,14.78806,4.088855,3.246234,2.479871,0.7836649
2022-10-18 08:00:00,182.2601,91.04594,86.85998,67.47662,58.78392
2022-10-18 09:00:00,391.1486,212.4042,228.2605,159.2765,174.6157
2022-10-18 10:00:00,576.0937,306.5488,333.3402,232.1857,262.039
2022-10-18 11:00:00,708.4677,364.7436,394.1422,276.2305,312.3974
