Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac"
,W/m²,kW,kW,kW,kW,kW,kW
2022-10-02 07:00:00,11.6071,,,0.0918,,,0.00808421
2022-10-02 08:00:00,61.51334,,,52.79176,,,52.71752
2022-10-02 09:00:00,116.7977,,,108.5539,,,108.2654
2022-10-02 10:00:00,195.9276,,,177.9876,,,179.1918
2022-10-02 11:00:00,211.9046,,,193.7625,,,195.2254
2022-10-02 12:00:00,293.8781,,,260.1587,,,268.0045
2022-10-02 13:00:00,445.9739,,,370.9949,,,377.7119
2022-10-02 14:00:00,522.8082,,,397.0869,,,380.2581
2022-10-02 15:00:00,339.42,,,338.0959,,,307.607
2022-10-02 16:00:00,117.5446,,,110.9875,,,110.576
2022-10-02 17:00:00,20.93078,,,19.44431,,,19.84947
2022-10-02 18:00:00,0.8634661,,,0,,,0.1413467
2022-10-02 19:00:00,0,,,0,,,0
2022-10-02 20:00:00,0,,,0,,,0
2022-10-02 21:00:00,0,,,0,,,0
2022-10-02 22:00:00,0,,,0,,,0
2022-10-02 23:00:00,0,,,0,,,0
2022-10-03 00:00:00,0,,,0,,,0
2022-10-03 01:00:00,0,,,0,,,0
2022-10-03 02:00:00,0,,,0,,,0
2022-10-03 03:00:00,0,,,0,,,0
2022-10-03 04:00:00,0,,,0,,,0
2022-10-03 05:00:00,0,,,0,,,0
2022-10-03 06:00:00,0,,,0,,,0
2022-10-03 07:00:00,11.74678,,,5.444138,,,6.154068
2022-10-03 08:00:00,45.9514,,,45.26045,,,44.80708
2022-10-03 09:00:00,120.2847,,,114.7215,,,114.1735
2022-10-03 10:00:00,101.9685,,,97.85708,,,97.16626
2022-10-03 11:00:00,209.9409,,,200.0357,,,204.3038
2022-10-03 12:00:00,331.95,,,304.2819,,,309.1877
2022-10-03 13:00:00,206.6873,,,197.5532,,,197.9254
2022-10-03 14:00:00,246.2281,,,226.1177,,,226.7543
2022-10-03 15:00:00,286.1948,,,259.3593,,,264.1682
2022-10-03 16:00:00,154.5616,,,139.0175,,,142.4567
2022-10-03 17:00:00,64.00594,,,58.66859,,,57.56488
2022-10-03 18:00:00,11.91479,,,10.03298,,,10.2061
2022-10-03 19:00:00,0,,,0,,,0
2022-10-03 20:00:00,0,,,0,,,0
2022-10-03 21:00:00,0,,,0,,,0
2022-10-03 22:00:00,0,,,0,,,0
2022-10-03 23:00:00,0,,,0,,,0
2022-10-04 00:00:00,0,,,0,,,0
2022-10-04 01:00:00,0,,,0,,,0
2022-10-04 02:00:00,0,,,0,,,0
2022-10-04 03:00:00,0,,,0,,,0
2022-10-04 04:00:00,0,,,0,,,0
2022-10-04 05:00:00,0,,,0,,,0
2022-10-04 06:00:00,0,,,0,,,0
2022-10-04 07:00:00,11.41259,,,5.775659,,,6.341759
2022-10-04 08:00:00,216.2362,,,207.2023,,,179.5776
2022-10-04 09:00:00,518.8867,,,493.7425,,,497.9225
2022-10-04 10:00:00,742.0096,,,718.8754,,,720.4747
2022-10-04 11:00:00,914.0346,,,756.15,,,820.5673
2022-10-04 12:00:00,715.8979,,,622.8506,,,593.1602
2022-10-04 13:00:00,449.2925,,,418.3875,,,406.6212
2022-10-04 14:00:00,536.1132,,,506.9396,,,479.0368
2022-10-04 15:00:00,363.0908,,,327.9882,,,328.4982
2022-10-04 16:00:00,309.4484,,,302.2011,,,283.8705
2022-10-04 17:00:00,114.8783,,,113.6701,,,113.4012
2022-10-04 18:00:00,16.5689,,,16.75324,,,16.85222
2022-10-04 19:00:00,0,,,0,,,0
2022-10-04 20:00:00,0,,,0,,,0
2022-10-04 21:00:00,0,,,0,,,0
2022-10-04 22:00:00,0,,,0,,,0
2022-10-04 23:00:00,0,,,0,,,0
2022-10-05 00:00:00,0,,,0,,,0
2022-10-05 01:00:00,0,,,0,,,0
2022-10-05 02:00:00,0,,,0,,,0
2022-10-05 03:00:00,0,,,0,,,0
2022-10-05 04:00:00,0,,,0,,,0
2022-10-05 05:00:00,0,,,0,,,0
2022-10-05 06:00:00,0,,,0,,,0
2022-10-05 07:00:00,52.4434,,,24.59333,,,22.14603
2022-10-05 08:00:00,275.7344,,,236.1641,,,241.587
2022-10-05 09:00:00,504.6668,,,479.2891,,,483.8205
2022-10-05 10:00:00,724.7018,,,693.9913,,,695.2472
2022-10-05 11:00:00,775.9038,,,719.8015,,,720.2825
2022-10-05 12:00:00,701.7761,,,595.6194,,,568.5032
2022-10-05 13:00:00,928.114,473.8049,221.4161,569.1577,,,516.2725
2022-10-05 14:00:00,655.9749,507.9125,570.4363,488.1726,,,467.7921
2022-10-05 15:00:00,423.1292,325.9093,361.6383,375.4046,,,362.3233
2022-10-05 16:00:00,311.7534,251.5263,256.1634,299.2509,,,261.7308
2022-10-05 17:00:00,259.8929,213.9787,227.4046,249.7353,,,247.4187
2022-10-05 18:00:00,42.28255,27.27876,29.92352,36.76704,,,36.77074
2022-10-05 19:00:00,0,0,0,0,,,0
2022-10-05 20:00:00,0,0,0,0,,,0
2022-10-05 21:00:00,0,0,0,0,,,0
2022-10-05 22:00:00,0,0,0,0,,,0
2022-10-05 23:00:00,0,0,0,0,,,0
2022-10-06 00:00:00,0,0,0,0,,,0
2022-10-06 01:00:00,0,0,0,0,,,0
2022-10-06 02:00:00,0,0,0,0,,,0
2022-10-06 03:00:00,0,0,0,0,,,0
2022-10-06 04:00:00,0,0,0,0,,,0
2022-10-06 05:00:00,0,0,0,0,,,0
2022-10-06 06:00:00,0,0,0,0,,,0
2022-10-06 07:00:00,51.53933,18.18571,20.62691,24.64828,,,23.20773
2022-10-06 08:00:00,267.4353,207.1258,239.0252,232.9698,,,234.2877
2022-10-06 09:00:00,502.7532,464.3297,484.1648,475.4207,,,478.5555
2022-10-06 10:00:00,706.561,647.4073,664.6375,664.3675,,,666.4446
2022-10-06 11:00:00,850.2315,760.4421,780.5809,785.7937,,,786.7529
2022-10-06 12:00:00,928.0789,813.3821,829.6303,831.796,,,832.2095
2022-10-06 13:00:00,929.9384,809.3712,828.9917,832.8884,,,832.8891
2022-10-06 14:00:00,695.0345,713.9658,778.8914,664.4995,,,770.5114
2022-10-06 15:00:00,470.5984,454.4679,424.0637,507.0421,,,542.1842
2022-10-06 16:00:00,485.4246,418.2688,384.9735,408.3049,,,429.6516
2022-10-06 17:00:00,198.0177,162.4304,172.1409,206.6687,,,187.8241
2022-10-06 18:00:00,38.82742,26.60604,29.02249,35.25409,,,34.61547
2022-10-06 19:00:00,0,0,0,0,,,0
2022-10-06 20:00:00,0,0,0,0,,,0
2022-10-06 21:00:00,0,0,0,0,,,0
2022-10-06 22:00:00,0,0,0,0,,,0
2022-10-06 23:00:00,0,0,0,0,,,0
2022-10-07 00:00:00,0,0,0,0,,,0
2022-10-07 01:00:00,0,0,0,0,,,0
2022-10-07 02:00:00,0,0,0,0,,,0
2022-10-07 03:00:00,0,0,0,0,,,0
2022-10-07 04:00:00,0,0,0,0,,,0
2022-10-07 05:00:00,0,0,0,0,,,0
2022-10-07 06:00:00,0,0,0,0,,,0
2022-10-07 07:00:00,47.11486,16.49089,19.44117,23.12066,,,21.32804
2022-10-07 08:00:00,230.5441,201.754,230.9348,227.0337,,,226.7075
2022-10-07 09:00:00,501.2271,466.3432,485.5856,479.644,,,480.8844
2022-10-07 10:00:00,715.5964,651.1692,669.2897,668.329,,,670.2048
2022-10-07 11:00:00,861.0745,763.6192,785.5483,790.8257,,,790.1584
2022-10-07 12:00:00,936.4681,816.1961,832.1526,832.8231,,,832.8645
2022-10-07 13:00:00,933.3334,808.0885,827.0125,832.7778,,,832.7572
2022-10-07 14:00:00,853.7745,740.8186,764.8739,785.9116,,,784.6885
2022-10-07 15:00:00,702.5118,615.3485,639.6319,663.0801,,,659.7514
2022-10-07 16:00:00,486.2162,427.5628,447.8246,472.07,,,467.2074
2022-10-07 17:00:00,254.1176,206.5777,219.7987,240.1658,,,237.4624
2022-10-07 18:00:00,19.60965,18.43154,20.02195,23.82659,,,23.3341
2022-10-07 19:00:00,0,0,0,0,,,0
2022-10-07 20:00:00,0,0,0,0,,,0
2022-10-07 21:00:00,0,0,0,0,,,0
2022-10-07 22:00:00,0,0,0,0,,,0
2022-10-07 23:00:00,0,0,0,0,,,0
2022-10-08 00:00:00,0,0,0,0,,,0
2022-10-08 01:00:00,0,0,0,0,,,0
2022-10-08 02:00:00,0,0,0,0,,,0
2022-10-08 03:00:00,0,0,0,0,,,0
2022-10-08 04:00:00,0,0,0,0,,,0
2022-10-08 05:00:00,0,0,0,0,,,0
2022-10-08 06:00:00,0,0,0,0,,,0
2022-10-08 07:00:00,43.25584,19.66502,21.3087,23.15536,,,21.91859
2022-10-08 08:00:00,179.2969,145.0053,161.8134,164.7128,,,158.2624
2022-10-08 09:00:00,379.9549,341.0621,361.481,398.0475,,,353.5486
2022-10-08 10:00:00,594.7867,520.4271,536.9846,546.5609,,,535.5416
2022-10-08 11:00:00,804.3477,743.7629,717.9546,685.8799,,,755.0449
2022-10-08 12:00:00,869.0044,716.8271,732.2025,732.9588,,,725.5637
2022-10-08 13:00:00,637.6228,549.9071,605.2709,686.9623,,,654.4194
2022-10-08 14:00:00,645.1623,580.5477,599.1688,624.9434,,,610.6656
2022-10-08 15:00:00,588.8088,465.179,479.4561,451.1792,,,501.6076
2022-10-08 16:00:00,457.0888,420.3536,421.4688,446.8861,,,438.2281
2022-10-08 17:00:00,198.3297,170.9456,187.7515,187.2867,,,194.6792
2022-10-08 18:00:00,36.95282,24.27347,26.48852,32.20245,,,31.78216
2022-10-08 19:00:00,0,0,0,0,,,0
2022-10-08 20:00:00,0,0,0,0,,,0
2022-10-08 21:00:00,0,0,0,0,,,0
2022-10-08 22:00:00,0,0,0,0,,,0
2022-10-08 23:00:00,0,0,0,0,,,0
2022-10-09 00:00:00,0,0,0,0,,,0
2022-10-09 01:00:00,0,0,0,0,,,0
2022-10-09 02:00:00,0,0,0,0,,,0
2022-10-09 03:00:00,0,0,0,0,,,0
2022-10-09 04:00:00,0,0,0,0,,,0
2022-10-09 05:00:00,0,0,0,0,,,0
2022-10-09 06:00:00,0,0,0,0,,,0
2022-10-09 07:00:00,43.61105,14.72676,17.13226,19.46471,,,18.20312
2022-10-09 08:00:00,238.7661,206.5041,240.9806,232.6774,,,232.9978
2022-10-09 09:00:00,506.0974,480.3364,502.873,493.7295,,,494.2924
2022-10-09 10:00:00,718.6517,667.3557,687.7986,685.0273,,,684.9695
2022-10-09 11:00:00,867.9503,787.2587,807.2592,809.7182,,,808.7833
2022-10-09 12:00:00,947.7186,833.0098,832.9697,832.9441,,,832.9404
2022-10-09 13:00:00,944.8502,827.3398,832.9214,832.9246,,,832.9426
2022-10-09 14:00:00,864.5604,762.2354,788.5225,802.4711,,,802.634
2022-10-09 15:00:00,709.3958,630.0569,658.5358,677.7522,,,674.4866
2022-10-09 16:00:00,492.9695,438.6757,461.8937,482.7555,,,478.9992
2022-10-09 17:00:00,238.4223,197.8479,210.7953,228.122,,,224.7511
2022-10-09 18:00:00,30.9334,18.7509,20.98165,26.79324,,,25.51251
2022-10-09 19:00:00,0,0,0,0,,,0
2022-10-09 20:00:00,0,0,0,0,,,0
2022-10-09 21:00:00,0,0,0,0,,,0
2022-10-09 22:00:00,0,0,0,0,,,0
2022-10-09 23:00:00,0,0,0,0,,,0
2022-10-10 00:00:00,0,0,0,0,,,0
2022-10-10 01:00:00,0,0,0,0,,,0
2022-10-10 02:00:00,0,0,0,0,,,0
2022-10-10 03:00:00,0,0,0,0,,,0
2022-10-10 04:00:00,0,0,0,0,,,0
2022-10-10 05:00:00,0,0,0,0,,,0
2022-10-10 06:00:00,0.01356304,0,0,0,,,0
2022-10-10 07:00:00,16.98218,0.5784505,0.5309805,5.98545,,,0
2022-10-10 08:00:00,125.2588,92.356,97.43224,102.5712,,,95.11685
2022-10-10 09:00:00,102.3615,91.0984,93.95543,95.95783,,,94.59367
2022-10-10 10:00:00,489.4618,433.612,461.2668,507.962,,,478.6692
2022-10-10 11:00:00,766.9993,690.3222,702.1957,710.0935,,,700.1854
2022-10-10 12:00:00,823.0613,730.3593,742.121,691.8195,,,724.2813
2022-10-10 13:00:00,846.2798,736.0493,762.3188,761.0416,,,762.0825
2022-10-10 14:00:00,577.8772,506.5088,528.4992,566.1543,,,546.0791
2022-10-10 15:00:00,489.299,448.9044,476.2911,454.6151,,,503.3202
2022-10-10 16:00:00,449.1412,387.0833,408.3041,449.3822,,,459.4483
2022-10-10 17:00:00,216.6479,181.2416,193.3611,216.3728,,,211.7169
2022-10-10 18:00:00,26.74519,17.26673,18.94125,24.36456,,,23.80802
2022-10-10 19:00:00,0,0,0,0,,,0
2022-10-10 20:00:00,0,0,0,0,,,0
2022-10-10 21:00:00,0,0,0,0,,,0
2022-10-10 22:00:00,0,0,0,0,,,0
2022-10-10 23:00:00,0,0,0,0,,,0
2022-10-11 00:00:00,0,0,0,0,,,0
2022-10-11 01:00:00,0,0,0,0,,,0
2022-10-11 02:00:00,0,0,0,0,,,0
2022-10-11 03:00:00,0,0,0,0,,,0
2022-10-11 04:00:00,0,0,0,0,,,0
2022-10-11 05:00:00,0,0,0,0,,,0
2022-10-11 06:00:00,0,0,0,0,,,0
2022-10-11 07:00:00,40.87685,12.41868,14.88252,18.37541,,,15.84975
2022-10-11 08:00:00,267.0623,202.8267,241.2712,238.7922,,,241.5193
2022-10-11 09:00:00,517.7404,479.0949,503.0916,498.2234,,,509.139
2022-10-11 10:00:00,723.2875,665.941,684.3717,698.7151,,,705.2391
2022-10-11 11:00:00,868.8241,780.0187,800.3934,815.8733,,,818.8026
2022-10-11 12:00:00,939.2087,829.5178,832.9738,822.0524,,,833.4056
2022-10-11 13:00:00,919.2004,812.5604,820.1442,820.5322,,,826.7517
2022-10-11 14:00:00,790.5897,709.9271,715.3323,748.3655,,,745.8158
2022-10-11 15:00:00,612.4711,555.4798,572.1223,598.7487,,,600.3513
2022-10-11 16:00:00,425.1737,385.7184,405.5131,436.8469,,,423.0979
2022-10-11 17:00:00,205.8461,185.657,198.2455,201.196,,,211.5418
2022-10-11 18:00:00,21.54874,15.33512,17.26325,21.62981,,,21.8231
2022-10-11 19:00:00,0,0,0,0,,,0
2022-10-11 20:00:00,0,0,0,0,,,0
2022-10-11 21:00:00,0,0,0,0,,,0
2022-10-11 22:00:00,0,0,0,0,,,0
2022-10-11 23:00:00,0,0,0,0,,,0
2022-10-12 00:00:00,0,0,0,0,,,0
2022-10-12 01:00:00,0,0,0,0,,,0
2022-10-12 02:00:00,0,0,0,0,,,0
2022-10-12 03:00:00,0,0,0,0,,,0
2022-10-12 04:00:00,0,0,0,0,,,0
2022-10-12 05:00:00,0,0,0,0,,,0
2022-10-12 06:00:00,0,0,0,0,,,0
2022-10-12 07:00:00,36.00452,13.0557,15.27791,16.11011,,,14.49527
2022-10-12 08:00:00,229.323,193.0968,224.4407,214.6529,,,218.5936
2022-10-12 09:00:00,468.7328,455.6469,476.3939,465.5346,,,458.4711
2022-10-12 10:00:00,651.021,601.9058,615.6806,613.3593,,,611.2047
2022-10-12 11:00:00,835.3163,754.4437,775.3212,763.2501,,,776.699
2022-10-12 12:00:00,738.6479,659.7503,683.3006,667.4042,,,657.9294
2022-10-12 13:00:00,768.308,686.129,700.6781,707.6563,,,708.9675
2022-10-12 14:00:00,581.9199,527.7835,550.3329,552.7353,,,556.293
2022-10-12 15:00:00,481.3793,422.9709,421.6648,446.8049,,,474.6338
2022-10-12 16:00:00,298.5836,265.9424,275.9673,278.6737,,,286.8711
2022-10-12 17:00:00,197.512,170.2772,179.7323,192.4663,,,200.3457
2022-10-12 18:00:00,4.171362,5.194025,5.481039,6.6307,,,5.810688
2022-10-12 19:00:00,0,0,0,0,,,0
2022-10-12 20:00:00,0,0,0,0,,,0
2022-10-12 21:00:00,0,0,0,0,,,0
2022-10-12 22:00:00,0,0,0,0,,,0
2022-10-12 23:00:00,0,0,0,0,,,0
2022-10-13 00:00:00,0,0,0,0,,,0
2022-10-13 01:00:00,0,0,0,0,,,0
2022-10-13 02:00:00,0,0,0,0,,,0
2022-10-13 03:00:00,0,0,0,0,,,0
2022-10-13 04:00:00,0,0,0,0,,,0
2022-10-13 05:00:00,0,0,0,0,,,0
2022-10-13 06:00:00,0,0,0,0,,,0
2022-10-13 07:00:00,0.5436332,0,0,0,,,0
2022-10-13 08:00:00,20.0847,7.374708,7.689202,7.729565,,,7.649755
2022-10-13 09:00:00,154.245,132.1503,136.5193,134.061,,,136.4384
2022-10-13 10:00:00,265.0203,227.6191,229.9151,235.6978,,,236.5307
2022-10-13 11:00:00,163.7489,136.1989,143.8107,144.1846,,,151.2529
2022-10-13 12:00:00,380.6995,322.0365,332.3806,334.6628,,,349.2024
2022-10-13 13:00:00,611.9874,522.3314,575.0126,531.3548,,,524.3542
2022-10-13 14:00:00,527.2452,462.0888,476.3494,469.3844,,,494.063
2022-10-13 15:00:00,428.6616,401.3563,426.7805,443.9993,,,464.247
2022-10-13 16:00:00,440.8385,414.6977,414.8882,417.6174,,,454.9348
2022-10-13 17:00:00,111.0244,94.99876,98.78229,99.83885,,,103.7253
2022-10-13 18:00:00,21.26853,18.79811,19.90627,20.79651,,,20.39054
2022-10-13 19:00:00,0,0,0,0,,,0
2022-10-13 20:00:00,0,0,0,0,,,0
2022-10-13 21:00:00,0,0,0,0,,,0
2022-10-13 22:00:00,0,0,0,0,,,0
2022-10-13 23:00:00,0,0,0,0,,,0
2022-10-14 00:00:00,0,0,0,0,,,0
2022-10-14 01:00:00,0,0,0,0,,,0
2022-10-14 02:00:00,0.2382427,0,0,0,,,0
2022-10-14 03:00:00,0,0,0,0,,,0
2022-10-14 04:00:00,0,0,0,0,,,0
2022-10-14 05:00:00,0,0,0,0,,,0
2022-10-14 06:00:00,0,0,0,0,,,0
2022-10-14 07:00:00,14.01762,5.470155,5.57544,4.745325,,,5.755342
2022-10-14 08:00:00,186.5466,152.7289,162.2808,161.1667,,,167.7348
2022-10-14 09:00:00,512.6061,451.8005,433.6119,456.7469,,,453.785
2022-10-14 10:00:00,574.1041,576.7836,597.4262,606.2653,,,577.8704
2022-10-14 11:00:00,840.2415,774.5999,807.3459,779.0372,,,778.4221
2022-10-14 12:00:00,939.4119,832.9266,832.924,832.9721,,,832.8535
2022-10-14 13:00:00,930.7349,832.6807,832.9205,832.9846,,,832.9552
2022-10-14 14:00:00,853.4666,765.6437,796.28,806.0103,,,810.8387
2022-10-14 15:00:00,689.3126,636.1569,656.9568,674.3579,,,679.7142
2022-10-14 16:00:00,468.6545,438.6687,456.8783,476.4497,,,479.605
2022-10-14 17:00:00,211.8645,188.6994,200.2043,219.7767,,,220.4919
2022-10-14 18:00:00,16.55816,12.1649,13.2699,18.69325,,,16.20547
2022-10-14 19:00:00,0,0,0,0,,,0
2022-10-14 20:00:00,0,0,0,0,,,0
2022-10-14 21:00:00,0,0,0,0,,,0
2022-10-14 22:00:00,0,0,0,0,,,0
2022-10-14 23:00:00,0,0,0,0,,,0
2022-10-15 00:00:00,0,0,0,0,,,0
2022-10-15 01:00:00,0,0,0,0,,,0
2022-10-15 02:00:00,0,0,0,0,,,0
2022-10-15 03:00:00,0,0,0,0,,,0
2022-10-15 04:00:00,0,0,0,0,,,0
2022-10-15 05:00:00,0,0,0,0,,,0
2022-10-15 06:00:00,0,0,0,0,,,0
2022-10-15 07:00:00,35.32852,9.831232,11.83155,11.65009,,,9.788077
2022-10-15 08:00:00,221.2885,195.2221,235.763,227.6145,,,230.4178
2022-10-15 09:00:00,488.493,470.8519,496.4858,482.769,,,491.0301
2022-10-15 10:00:00,697.9261,664.0626,682.3913,661.7891,,,683.0222
2022-10-15 11:00:00,843.7062,779.8146,800.0659,799.3435,,,805.6016
2022-10-15 12:00:00,911.6013,827.4304,832.8871,832.9642,,,832.952
2022-10-15 13:00:00,904.7439,817.0189,831.1298,832.5686,,,832.9763
2022-10-15 14:00:00,818.8384,744.5743,768.835,785.6289,,,787.5518
2022-10-15 15:00:00,656.2795,608.3901,631.1676,651.8978,,,649.9057
2022-10-15 16:00:00,443.2992,413.8225,431.2103,451.0118,,,451.2624
2022-10-15 17:00:00,200.8082,171.1265,180.6926,196.1791,,,199.3653
2022-10-15 18:00:00,15.59704,12.46089,12.80315,15.30329,,,14.55229
2022-10-15 19:00:00,0,0,0,0,,,0
2022-10-15 20:00:00,0,0,0,0,,,0
2022-10-15 21:00:00,0,0,0,0,,,0
2022-10-15 22:00:00,0,0,0,0,,,0
2022-10-15 23:00:00,0,0,0,0,,,0
2022-10-16 00:00:00,0,0,0,0,,,0
2022-10-16 01:00:00,0,0,0,0,,,0
2022-10-16 02:00:00,0,0,0,0,,,0
2022-10-16 03:00:00,0,0,0,0,,,0
2022-10-16 04:00:00,0,0,0,0,,,0
2022-10-16 05:00:00,0,0,0,0,,,0
2022-10-16 06:00:00,0,0,0,0,,,0
2022-10-16 07:00:00,31.3913,9.14239,9.829798,10.60617,,,9.294323
2022-10-16 08:00:00,180.6194,145.8799,160.3755,159.2295,,,159.2533
2022-10-16 09:00:00,431.5718,394.605,418.7754,410.8343,,,418.5234
2022-10-16 10:00:00,684.6909,631.5778,647.5315,637.1304,,,649.1514
2022-10-16 11:00:00,796.8048,716.6511,735.4156,735.8788,,,742.8111
2022-10-16 12:00:00,809.1069,717.8286,728.732,717.4344,,,730.1661
2022-10-16 13:00:00,677.9127,602.3872,619.2346,603.9781,,,627.3442
2022-10-16 14:00:00,552.3892,487.4955,496.0335,506.6544,,,509.8571
2022-10-16 15:00:00,551.2238,485.9773,507.7657,519.8405,,,518.6119
2022-10-16 16:00:00,268.2845,232.4303,239.7668,250.7085,,,247.6309
2022-10-16 17:00:00,88.15477,77.13981,79.94839,83.74088,,,81.77654
2022-10-16 18:00:00,6.512558,6.282115,6.565991,6.626374,,,6.85272
2022-10-16 19:00:00,0,0,0,0,,,0
2022-10-16 20:00:00,0,0,0,0,,,0
2022-10-16 21:00:00,0,0,0,0,,,0
2022-10-16 22:00:00,0,0,0,0,,,0
2022-10-16 23:00:00,0,0,0,0,,,0
2022-10-17 00:00:00,0,0,0,0,,,0
2022-10-17 01:00:00,0,0,0,0,,,0
2022-10-17 02:00:00,0,0,0,0,,,0
2022-10-17 03:00:00,0,0,0,0,,,0
2022-10-17 04:00:00,0,0,0,0,,,0
2022-10-17 05:00:00,0,0,0,0,,,0
2022-10-17 06:00:00,0,0,0,0,,,0
2022-10-17 07:00:00,7.061858,0,0,0,,,0
2022-10-17 08:00:00,58.57854,45.70395,47.31084,48.1032,,,47.77848
2022-10-17 09:00:00,154.4859,134.6857,138.7798,144.018,,,139.8304
2022-10-17 10:00:00,468.5945,420.301,422.6628,427.3847,,,450.7496
2022-10-17 11:00:00,789.5755,721.8829,743.4576,746.9282,,,751.2014
2022-10-17 12:00:00,852.3577,772.5795,792.3206,800.7497,,,806.9353
2022-10-17 13:00:00,813.9343,715.7076,739.0538,769.351,,,782.6714
2022-10-17 14:00:00,554.0593,491.0536,541.6507,552.2806,,,550.3995
2022-10-17 15:00:00,417.7842,381.1334,357.2596,356.8683,,,341.5463
2022-10-17 16:00:00,370.1075,343.7369,375.3806,368.8676,,,387.2615
2022-10-17 17:00:00,135.4628,118.0303,120.6814,132.1772,,,121.7066
2022-10-17 18:00:00,3.018847,3.138056,3.33006,3.763608,,,3.495746
2022-10-17 19:00:00,0,0,0,0,,,0
2022-10-17 20:00:00,0,0,0,0,,,0
2022-10-17 21:00:00,0,0,0,0,,,0
2022-10-17 22:00:00,0,0,0,0,,,0
2022-10-17 23:00:00,0,0,0,0,,,0
2022-10-18 00:00:00,0,0,0,0,,,0
2022-10-18 01:00:00,0,0,0,0,,,0
2022-10-18 02:00:00,0,0,0,0,,,0
2022-10-18 03:00:00,0,0,0,0,,,0
2022-10-18 04:00:00,0,0,0,0,,,0
2022-10-18 05:00:00,0,0,0,0,,,0
2022-10-18 06:00:00,0,0,0,0,,,0
2022-10-18 07:00:00,8.605794,2.448556,2.618565,2.73358,,,2.702787
2022-10-18 08:00:00,93.81938,78.90089,82.74301,81.58647,,,83.97017
2022-10-18 09:00:00,468.6642,441.7984,462.7101,457.0456,,,490.1018
2022-10-18 10:00:00,722.1108,705.6855,722.949,711.8071,,,723.5494
2022-10-18 11:00:00,871.6516,823.3429,829.5427,828.3577,,,830.5068
2022-10-18 12:00:00,946.7634,832.9262,832.83,832.8882,,,832.9564
2022-10-18 13:00:00,940.8052,832.8505,832.9688,832.8975,,,832.983
2022-10-18 14:00:00,857.4097,801.4562,817.8627,823.1174,,,826.8384
2022-10-18 15:00:00,707.2217,671.5606,695.6118,710.0901,,,719.9551
2022-10-18 16:00:00,432.8435,412.1087,429.3934,439.9872,,,448.7236
2022-10-18 17:00:00,234.9765,188.2878,191.1335,235.7223,,,220.8795
2022-10-18 18:00:00,6.001305,5.529783,6.049652,6.930175,,,6.246356
2022-10-18 19:00:00,0,0,0,0,,,0
2022-10-18 20:00:00,0,0,0,0,,,0
2022-10-18 21:00:00,0,0,0,0,,,0
2022-10-18 22:00:00,0,0,0,0,,,0
2022-10-18 23:00:00,0,0,0,0,,,0
2022-10-19 00:00:00,0,0,0,0,,,0
2022-10-19 01:00:00,0,0,0,0,,,0
2022-10-19 02:00:00,0,0,0,0,,,0
2022-10-19 03:00:00,0,0,0,0,,,0
