Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 3, Real power"
,W/m²,kW,kW,kW
2022-10-03 19:00:00,0.2828056,0,0,0
2022-10-03 20:00:00,0,0,0,0
2022-10-03 21:00:00,0,0,0,0
2022-10-03 22:00:00,0,0,0,0
2022-10-03 23:00:00,0,0,0,0
2022-10-04 00:00:00,0,0,0,0
2022-10-04 01:00:00,0,0,0,0
2022-10-04 02:00:00,0,0,0,0
2022-10-04 03:00:00,0,0,0,0
2022-10-04 04:00:00,0,0,0,0
2022-10-04 05:00:00,0,0,0,0
2022-10-04 06:00:00,0,0,0,0
2022-10-04 07:00:00,14.41864,18.26381,24.175,16.83346
2022-10-04 08:00:00,201.608,406.598,414.9226,320.7324
2022-10-04 09:00:00,551.6361,1000.768,1048,891.7084
2022-10-04 10:00:00,775.1224,1384.353,1403.337,1251.34
2022-10-04 11:00:00,936.0997,1594.729,1596.77,1452.22
2022-10-04 12:00:00,1009.648,1668.08,1668.48,1543.42
2022-10-04 13:00:00,994.194,1646.702,1635.738,1522.591
2022-10-04 14:00:00,894.7183,1519.965,1515.103,1404.173
2022-10-04 15:00:00,721.5901,1257.342,1250.96,1171.262
2022-10-04 16:00:00,447.2965,841.3393,866.1068,798.902
2022-10-04 17:00:00,114.2589,180.8443,181.0207,162.4881
2022-10-04 18:00:00,28.71444,23.14547,25.12596,18.21339
2022-10-04 19:00:00,0.4730086,0,0,0
2022-10-04 20:00:00,0,0,0,0
2022-10-04 21:00:00,0,0,0,0
2022-10-04 22:00:00,0,0,0,0
2022-10-04 23:00:00,0,0,0,0
2022-10-05 00:00:00,0,0,0,0
2022-10-05 01:00:00,0,0,0,0
2022-10-05 02:00:00,0,0,0,0
2022-10-05 03:00:00,0,0,0,0
2022-10-05 04:00:00,0,0,0,0
2022-10-05 05:00:00,0,0,0,0
2022-10-05 06:00:00,0,0,0,0
2022-10-05 07:00:00,50.37999,49.1758,42.73971,23.04789
2022-10-05 08:00:00,273.2307,507.9126,528.1791,395.541
2022-10-05 09:00:00,542.9099,974.9537,1016.135,863.7334
2022-10-05 10:00:00,766.3252,1333.155,1347.285,1197.953
2022-10-05 11:00:00,918.7582,1550.246,1548.051,1407.275
2022-10-05 12:00:00,991.9911,1635.398,1630.226,1499.866
2022-10-05 13:00:00,980.3051,1611.36,1602.336,1478.54
2022-10-05 14:00:00,882.4566,1476.569,1465.433,1360.975
2022-10-05 15:00:00,708.5264,1217.611,1205.709,1132.379
2022-10-05 16:00:00,482.8658,813.3216,820.5978,793.1929
2022-10-05 17:00:00,237.2136,345.5803,353.2344,364.1219
2022-10-05 18:00:00,50.34169,29.76236,29.56322,31.78606
2022-10-05 19:00:00,0.4935696,0,0,0
2022-10-05 20:00:00,0,0,0,0
2022-10-05 21:00:00,0,0,0,0
2022-10-05 22:00:00,0,0,0,0
2022-10-05 23:00:00,0,0,0,0
2022-10-06 00:00:00,0,0,0,0
2022-10-06 01:00:00,0,0,0,0
2022-10-06 02:00:00,0,0,0,0
2022-10-06 03:00:00,0,0,0,0
2022-10-06 04:00:00,0,0,0,0
2022-10-06 05:00:00,0,0,0,0
2022-10-06 06:00:00,0,0,0,0
2022-10-06 07:00:00,42.65314,47.51345,40.49343,24.30554
2022-10-06 08:00:00,265.0691,457.8835,468.3649,348.5703
2022-10-06 09:00:00,536.8965,937.4161,977.7447,829.1303
2022-10-06 10:00:00,755.1704,1272.501,1281.866,1138.923
2022-10-06 11:00:00,903.6198,1481.694,1471.864,1337.451
2022-10-06 12:00:00,979.2603,1571.98,1556.49,1429.24
2022-10-06 13:00:00,966.8174,1553.802,1536.802,1422.004
2022-10-06 14:00:00,868.95,1429.175,1412.192,1313.076
2022-10-06 15:00:00,696.9344,1146.693,1127.283,1087.447
2022-10-06 16:00:00,473.0213,777.6705,782.1704,757.5609
2022-10-06 17:00:00,231.7318,328.3775,333.3853,344.6971
2022-10-06 18:00:00,47.43079,29.51987,31.05442,34.74145
2022-10-06 19:00:00,0.4210555,0,0,0
2022-10-06 20:00:00,0,0,0,0
2022-10-06 21:00:00,0,0,0,0
2022-10-06 22:00:00,0,0,0,0
2022-10-06 23:00:00,0,0,0,0
2022-10-07 00:00:00,0,0,0,0
2022-10-07 01:00:00,0,0,0,0
2022-10-07 02:00:00,0,0,0,0
2022-10-07 03:00:00,0,0,0,0
2022-10-07 04:00:00,0,0,0,0
2022-10-07 05:00:00,0,0,0,0
2022-10-07 06:00:00,0,0,0,0
2022-10-07 07:00:00,44.70337,34.35755,35.19662,22.3144
2022-10-07 08:00:00,267.9279,475.4057,491.084,365.7338
2022-10-07 09:00:00,536.9234,925.282,963.9991,816.4823
2022-10-07 10:00:00,753.5943,1257,1269.348,1122.031
2022-10-07 11:00:00,905.0639,1456.557,1449.307,1313.691
2022-10-07 12:00:00,971.7415,1539.634,1524.971,1400.347
2022-10-07 13:00:00,958.8248,1535.54,1514.604,1400.614
2022-10-07 14:00:00,866.5618,1413.347,1400.213,1299.042
2022-10-07 15:00:00,694.6377,1151.209,1130.944,1059.553
2022-10-07 16:00:00,431.1883,705.5472,715.4379,674.324
2022-10-07 17:00:00,191.1909,267.861,271.1833,265.0703
2022-10-07 18:00:00,41.67213,31.35839,32.93032,28.32032
2022-10-07 19:00:00,0.653014,0,0,0
2022-10-07 20:00:00,0,0,0,0
2022-10-07 21:00:00,0,0,0,0
2022-10-07 22:00:00,0,0,0,0
2022-10-07 23:00:00,0,0,0,0
2022-10-08 00:00:00,0,0,0,0
2022-10-08 01:00:00,0,0,0,0
2022-10-08 02:00:00,0,0,0,0
2022-10-08 03:00:00,0,0,0,0
2022-10-08 04:00:00,0,0,0,0
2022-10-08 05:00:00,0,0,0,0
2022-10-08 06:00:00,0,0,0,0
2022-10-08 07:00:00,37.54165,44.84539,37.02039,27.02061
2022-10-08 08:00:00,189.2923,325.7216,330.4183,262.3805
2022-10-08 09:00:00,308.455,587.418,590.3268,518.2736
2022-10-08 10:00:00,592.6489,1065.267,1081.393,965.8729
2022-10-08 11:00:00,837.5819,1537.552,1549.367,1419.023
2022-10-08 12:00:00,951.7041,1599.144,1597.474,1463.269
2022-10-08 13:00:00,863.1588,1352.301,1370.367,1240.474
2022-10-08 14:00:00,767.4822,1267.719,1263.898,1184.493
2022-10-08 15:00:00,658.069,1132.563,1114.981,1040.833
2022-10-08 16:00:00,464.9325,783.4918,784.7022,750.7175
2022-10-08 17:00:00,224.0831,325.2009,332.2158,336.3444
2022-10-08 18:00:00,41.98577,27.7372,28.40598,22.53864
2022-10-08 19:00:00,0.3845694,0,0,0
2022-10-08 20:00:00,0,0,0,0
2022-10-08 21:00:00,0,0,0,0
2022-10-08 22:00:00,0,0,0,0
2022-10-08 23:00:00,0,0,0,0
2022-10-09 00:00:00,0,0,0,0
2022-10-09 01:00:00,0,0,0,0
2022-10-09 02:00:00,0,0,0,0
2022-10-09 03:00:00,0,0,0,0
2022-10-09 04:00:00,0,0,0,0
2022-10-09 05:00:00,0,0,0,0
2022-10-09 06:00:00,0,0,0,0
2022-10-09 07:00:00,41.12864,28.18262,30.9484,23.13127
2022-10-09 08:00:00,261.1597,482.5837,496.927,369.7313
2022-10-09 09:00:00,527.5183,968.0573,1009.528,850.8347
2022-10-09 10:00:00,762.4988,1325.052,1343.807,1187.722
2022-10-09 11:00:00,921.9811,1537.276,1534.491,1389.77
2022-10-09 12:00:00,994.3777,1617.88,1606.524,1472.754
2022-10-09 13:00:00,977.7426,1590.693,1575.149,1454.87
2022-10-09 14:00:00,875.8078,1451.056,1439.773,1336.067
2022-10-09 15:00:00,700.6529,1180.609,1169.361,1098.84
2022-10-09 16:00:00,469.0793,769.474,781.1074,752.8916
2022-10-09 17:00:00,146.7811,211.4747,232.2007,222.2625
2022-10-09 18:00:00,32.83022,19.11,26.01754,26.51863
2022-10-09 19:00:00,0.1866944,0,0,0
2022-10-09 20:00:00,0,0,0,0
2022-10-09 21:00:00,0,0,0,0
2022-10-09 22:00:00,0,0,0,0
2022-10-09 23:00:00,0,0,0,0
2022-10-10 00:00:00,0,0,0,0
2022-10-10 01:00:00,0,0,0,0
2022-10-10 02:00:00,0,0,0,0
2022-10-10 03:00:00,0,0,0,0
2022-10-10 04:00:00,0,0,0,0
2022-10-10 05:00:00,0,0,0,0
2022-10-10 06:00:00,0,0,0,0
2022-10-10 07:00:00,17.63889,16.25026,13.51515,13.12838
2022-10-10 08:00:00,50.26555,74.73449,66.7029,64.92577
2022-10-10 09:00:00,97.7195,219.7903,215.7968,197.1871
2022-10-10 10:00:00,248.9125,503.9975,496.2987,459.2623
2022-10-10 11:00:00,286.2829,498.5656,487.646,450.5878
2022-10-10 12:00:00,795.2555,1138.185,1137.302,1051.837
2022-10-10 13:00:00,524.4878,897.1623,902.4177,818.7545
2022-10-10 14:00:00,650.53,1083.086,1028.837,966.6793
2022-10-10 15:00:00,367.5513,633.2723,613.1987,564.8359
2022-10-10 16:00:00,288.4936,497.8093,488.9728,455.9846
2022-10-10 17:00:00,130.2781,191.4021,202.5419,198.1471
2022-10-10 18:00:00,15.33745,11.95045,12.03526,6.852191
2022-10-10 19:00:00,0.09825,0,0,0
2022-10-10 20:00:00,0,0,0,0
2022-10-10 21:00:00,0,0,0,0
2022-10-10 22:00:00,0,0,0,0
2022-10-10 23:00:00,0,0,0,0
2022-10-11 00:00:00,0,0,0,0
2022-10-11 01:00:00,0,0,0,0
2022-10-11 02:00:00,0,0,0,0
2022-10-11 03:00:00,0,0,0,0
2022-10-11 04:00:00,0,0,0,0
2022-10-11 05:00:00,0,0,0,0
2022-10-11 06:00:00,0,0,0,0
2022-10-11 07:00:00,36.68715,28.88028,29.93967,18.06426
2022-10-11 08:00:00,256.8082,458.2338,477.687,347.1145
2022-10-11 09:00:00,528.3831,942.5891,986.73,823.452
2022-10-11 10:00:00,754.6876,1272.562,1286.382,1129.925
2022-10-11 11:00:00,901.8627,1485.342,1483.968,1338.375
2022-10-11 12:00:00,971.888,1556.041,1545.681,1418.487
2022-10-11 13:00:00,920.8141,1521.889,1512.112,1393.11
2022-10-11 14:00:00,786.527,1287.816,1272.912,1176.085
2022-10-11 15:00:00,636.397,1068.122,1055.063,988.2575
2022-10-11 16:00:00,440.5117,746.9179,752.0289,719.941
2022-10-11 17:00:00,209.8243,292.6967,301.4562,305.6618
2022-10-11 18:00:00,37.08351,16.26004,21.84394,24.71343
2022-10-11 19:00:00,0.2341111,0,0,0
2022-10-11 20:00:00,0,0,0,0
2022-10-11 21:00:00,0,0,0,0
2022-10-11 22:00:00,0,0,0,0
2022-10-11 23:00:00,0,0,0,0
2022-10-12 00:00:00,0,0,0,0
2022-10-12 01:00:00,0,0,0,0
2022-10-12 02:00:00,0,0,0,0
2022-10-12 03:00:00,0,0,0,0
2022-10-12 04:00:00,0,0,0,0
2022-10-12 05:00:00,0,0,0,0
2022-10-12 06:00:00,0,0,0,0
2022-10-12 07:00:00,23.62681,19.24936,15.38196,16.17327
2022-10-12 08:00:00,180.9099,319.2407,330.8422,256.5252
2022-10-12 09:00:00,206.5766,322.2177,331.3046,298.0425
2022-10-12 10:00:00,631.4773,957.6923,971.3103,878.1816
2022-10-12 11:00:00,820.5442,1347.598,1370.081,1230.777
2022-10-12 12:00:00,882.9988,1425.297,1401.041,1271.823
2022-10-12 13:00:00,735.5298,1168.83,1162.171,1068.297
2022-10-12 14:00:00,335.7423,622.1763,600.4108,541.4293
2022-10-12 15:00:00,546.7549,991.0378,976.7593,898.1636
2022-10-12 16:00:00,413.1558,675.4219,674.0425,652.3681
2022-10-12 17:00:00,88.77481,133.3972,134.9474,124.8541
2022-10-12 18:00:00,16.90975,8.802555,8.555465,7.952638
2022-10-12 19:00:00,0.1202361,0,0,0
2022-10-12 20:00:00,0,0,0,0
2022-10-12 21:00:00,0,0,0,0
2022-10-12 22:00:00,0.02355555,0,0,0
2022-10-12 23:00:00,0.04736111,0,0,0
2022-10-13 00:00:00,0,0,0,0
2022-10-13 01:00:00,0,0,0,0
2022-10-13 02:00:00,0,0,0,0
2022-10-13 03:00:00,0,0,0,0
2022-10-13 04:00:00,0,0,0,0
2022-10-13 05:00:00,0,0,0,0
2022-10-13 06:00:00,0,0,0,0
2022-10-13 07:00:00,4.484013,1.841702,1.602821,1.467968
2022-10-13 08:00:00,42.28823,66.71931,69.65155,64.80699
2022-10-13 09:00:00,100.7505,182.3302,180.5642,164.6885
2022-10-13 10:00:00,220.7199,410.3582,416.1807,382.763
2022-10-13 11:00:00,304.6515,514.501,507.0568,462.2494
2022-10-13 12:00:00,622.5751,1001.753,1028.693,990.9075
2022-10-13 13:00:00,547.6507,874.2812,899.3473,829.576
2022-10-13 14:00:00,654.5661,1037.714,1009.852,901.5215
2022-10-13 15:00:00,467.9385,742.6589,766.062,678.6897
2022-10-13 16:00:00,226.4021,373.4877,395.5721,365.6065
2022-10-13 17:00:00,75.57314,112.2706,108.6292,103.7207
2022-10-13 18:00:00,28.61921,19.21327,19.57903,20.73357
2022-10-13 19:00:00,0.4514984,0,0,0
2022-10-13 20:00:00,0,0,0,0
2022-10-13 21:00:00,0,0,0,0
2022-10-13 22:00:00,0,0,0,0
2022-10-13 23:00:00,0,0,0,0
2022-10-14 00:00:00,0,0,0,0
2022-10-14 01:00:00,0,0,0,0
2022-10-14 02:00:00,0,0,0,0
2022-10-14 03:00:00,0,0,0,0
2022-10-14 04:00:00,0,0,0,0
2022-10-14 05:00:00,0,0,0,0
2022-10-14 06:00:00,0,0,0,0
2022-10-14 07:00:00,10.86398,10.71737,12.21345,8.211638
2022-10-14 08:00:00,226.3725,394.0811,401.9201,295.3546
2022-10-14 09:00:00,527.0797,937.2183,981.178,806.6582
2022-10-14 10:00:00,751.1774,1304.402,1330.395,1165.867
2022-10-14 11:00:00,909.5085,1530.781,1537.632,1381.053
2022-10-14 12:00:00,984.8189,1616.985,1615.331,1475.177
2022-10-14 13:00:00,969.0461,1581.338,1576.366,1450.801
2022-10-14 14:00:00,871.4339,1450.697,1443.902,1337.045
2022-10-14 15:00:00,692.7054,1172.118,1162.218,1091.298
2022-10-14 16:00:00,462.5474,757.3651,769.0884,748.968
2022-10-14 17:00:00,211.7202,286.6971,298.9506,306.1338
2022-10-14 18:00:00,34.43151,15.89887,16.36289,18.65315
2022-10-14 19:00:00,0.06191668,0,0,0
2022-10-14 20:00:00,0,0,0,0
2022-10-14 21:00:00,0.02316667,0,0,0
2022-10-14 22:00:00,0,0,0,0
2022-10-14 23:00:00,0,0,0,0
2022-10-15 00:00:00,0,0,0,0
2022-10-15 01:00:00,0,0,0,0
2022-10-15 02:00:00,0,0,0,0
2022-10-15 03:00:00,0,0,0,0
2022-10-15 04:00:00,0,0,0,0
2022-10-15 05:00:00,0,0,0,0
2022-10-15 06:00:00,0,0,0,0
2022-10-15 07:00:00,29.31153,24.89945,18.58834,15.31606
2022-10-15 08:00:00,192.6547,374.9011,389.7079,295.8722
2022-10-15 09:00:00,513.1421,945.3418,991.9846,812.687
2022-10-15 10:00:00,756.3849,1284.795,1301.97,1134.917
2022-10-15 11:00:00,908.036,1506.481,1505.412,1341.119
2022-10-15 12:00:00,976.6634,1583.736,1573.647,1427.671
2022-10-15 13:00:00,956.3322,1556.413,1541.219,1410.702
2022-10-15 14:00:00,851.1525,1411.535,1394.782,1287.267
2022-10-15 15:00:00,676.5391,1139.431,1128.058,1053.84
2022-10-15 16:00:00,426.5338,710.4233,722.344,695.7
2022-10-15 17:00:00,195.0242,257.2485,265.4337,269.7712
2022-10-15 18:00:00,31.24892,13.95262,15.43698,18.97099
2022-10-15 19:00:00,0.0495,0,0,0
2022-10-15 20:00:00,0,0,0,0
2022-10-15 21:00:00,0,0,0,0
2022-10-15 22:00:00,0,0,0,0
2022-10-15 23:00:00,0,0,0,0
2022-10-16 00:00:00,0,0,0,0
2022-10-16 01:00:00,0,0,0,0
2022-10-16 02:00:00,0,0,0,0
2022-10-16 03:00:00,0,0,0,0
2022-10-16 04:00:00,0,0,0,0
2022-10-16 05:00:00,0,0,0,0
2022-10-16 06:00:00,0,0,0,0
2022-10-16 07:00:00,25.25593,17.00069,22.13398,15.67703
2022-10-16 08:00:00,229.5714,371.4448,382.4657,277.9431
2022-10-16 09:00:00,476.6657,823.7597,858.2556,707.3888
2022-10-16 10:00:00,734.1061,1223.613,1241.985,1082.217
2022-10-16 11:00:00,856.6187,1391.451,1386.932,1239.375
2022-10-16 12:00:00,716.2635,1150.888,1150.751,1053.489
2022-10-16 13:00:00,605.9097,1012.985,1004.037,919.4791
2022-10-16 14:00:00,785.7625,1292.412,1278.358,1177.455
2022-10-16 15:00:00,546.433,909.6558,901.8603,831.3047
2022-10-16 16:00:00,326.428,537.4124,538.2812,508.1397
2022-10-16 17:00:00,117.379,180.0343,181.0264,169.333
2022-10-16 18:00:00,15.21263,7.971273,9.292459,8.764813
2022-10-16 19:00:00,0.02502777,0,0,0
2022-10-16 20:00:00,0,0,0,0
2022-10-16 21:00:00,0,0,0,0
2022-10-16 22:00:00,0,0,0,0
2022-10-16 23:00:00,0,0,0,0
2022-10-17 00:00:00,0,0,0,0
2022-10-17 01:00:00,0,0,0,0
2022-10-17 02:00:00,0,0,0,0
2022-10-17 03:00:00,0,0,0,0
2022-10-17 04:00:00,0,0,0,0
2022-10-17 05:00:00,0,0,0,0
2022-10-17 06:00:00,0,0,0,0
2022-10-17 07:00:00,1.344084,0,0,0
2022-10-17 08:00:00,31.31045,46.22764,50.05446,42.67725
2022-10-17 09:00:00,166.8318,302.2391,304.3238,269.8726
2022-10-17 10:00:00,659.2477,1111.996,1127.972,980.4786
2022-10-17 11:00:00,823.1207,1402.594,1398.303,1239.825
2022-10-17 12:00:00,921.6912,1503.951,1493.78,1351.694
2022-10-17 13:00:00,905.0986,1489.808,1477.148,1346.749
2022-10-17 14:00:00,715.2305,1291.154,1280.458,1210.995
2022-10-17 15:00:00,544.3209,934.8485,895.086,834.5907
2022-10-17 16:00:00,408.632,655.196,668.7786,645.0536
2022-10-17 17:00:00,182.2189,241.9239,251.3709,255.4648
2022-10-17 18:00:00,20.59517,11.19549,12.56917,12.43018
2022-10-17 19:00:00,0.08865277,0,0,0
2022-10-17 20:00:00,0,0,0,0
2022-10-17 21:00:00,0,0,0,0
2022-10-17 22:00:00,0,0,0,0
2022-10-17 23:00:00,0,0,0,0
2022-10-18 00:00:00,0,0,0,0
2022-10-18 01:00:00,0,0,0,0
2022-10-18 02:00:00,0,0,0,0
2022-10-18 03:00:00,0,0,0,0
2022-10-18 04:00:00,0,0,0,0
2022-10-18 05:00:00,0,0,0,0
2022-10-18 06:00:00,0,0,0,0
2022-10-18 07:00:00,26.30589,17.85245,15.86925,7.029897
2022-10-18 08:00:00,267.3345,416.6509,432.8651,295.8204
2022-10-18 09:00:00,501.1708,918.8528,968.2823,777.9022
2022-10-18 10:00:00,759.9406,1353.78,1384.476,1199.93
2022-10-18 11:00:00,918.9022,1592.154,1604.165,1431.75
2022-10-18 12:00:00,990.9031,1670.299,1670.567,1526.32
2022-10-18 13:00:00,973.6395,1278.459,1539.67,1410.319
2022-10-18 14:00:00,873.6167,1502.511,1494.477,1384.185
2022-10-18 15:00:00,699.4085,1232.859,1227.102,1151.675
2022-10-18 16:00:00,467.9519,791.2081,812.813,789.1714
2022-10-18 17:00:00,200.6512,280.5224,293.4756,301.0895
2022-10-18 18:00:00,20.33693,10.13635,12.69258,10.31407
2022-10-18 19:00:00,0.01166667,0,0,0
2022-10-18 20:00:00,0,0,0,0
2022-10-18 21:00:00,0,0,0,0
2022-10-18 22:00:00,0,0,0,0
2022-10-18 23:00:00,0,0,0,0
2022-10-19 00:00:00,0,0,0,0
2022-10-19 01:00:00,0,0,0,0
2022-10-19 02:00:00,0,0,0,0
2022-10-19 03:00:00,0,0,0,0
2022-10-19 04:00:00,0,0,0,0
2022-10-19 05:00:00,0,0,0,0
2022-10-19 06:00:00,0,0,0,0
2022-10-19 07:00:00,34.17813,16.44644,11.93877,9.99675
2022-10-19 08:00:00,279.6569,440.5199,450.8319,311.1408
2022-10-19 09:00:00,537.9014,982.2306,1031.096,831.9901
2022-10-19 10:00:00,767.3311,1370.865,1399.513,1213.97
2022-10-19 11:00:00,917.1964,1600.331,1603.635,1430.995
2022-10-19 12:00:00,987.8651,1670.841,1671.092,1527.647
2022-10-19 13:00:00,972.0379,1650.542,1642.542,1506.737
2022-10-19 14:00:00,866.9414,1508.558,1493.868,1384.565
2022-10-19 15:00:00,686.8844,1215.244,1205.582,1132.854
2022-10-19 16:00:00,454.4124,765.8827,783.9385,760.637
2022-10-19 17:00:00,198.1333,262.557,279.8603,285.9582
2022-10-19 18:00:00,19.4299,7.625193,6.831171,6.922117
2022-10-19 19:00:00,0,0,0,0
2022-10-19 20:00:00,0,0,0,0
2022-10-19 21:00:00,0,0,0,0
2022-10-19 22:00:00,0,0,0,0
2022-10-19 23:00:00,0,0,0,0
2022-10-20 00:00:00,0,0,0,0
2022-10-20 01:00:00,0,0,0,0
2022-10-20 02:00:00,0,0,0,0
2022-10-20 03:00:00,0,0,0,0
2022-10-20 04:00:00,0,0,0,0
2022-10-20 05:00:00,0,0,0,0
2022-10-20 06:00:00,0,0,0,0
2022-10-20 07:00:00,26.143,18.56498,16.21944,0
2022-10-20 08:00:00,255.3378,407.3617,426.6773,0
2022-10-20 09:00:00,528.9841,950.6693,1002.027,0
2022-10-20 10:00:00,762.9681,1315.85,1336.505,0
2022-10-20 11:00:00,906.3804,1538.884,1536.124,0
2022-10-20 12:00:00,993.092,1639.764,1634.209,14.12326
2022-10-20 13:00:00,962.1543,1593.164,1581.542,1032.161
2022-10-20 14:00:00,863.1734,1467.323,1454.049,1105.068
2022-10-20 15:00:00,681.259,1177.403,1167.325,1089.543
2022-10-20 16:00:00,449.3292,737.5146,760.7383,787.3942
2022-10-20 17:00:00,200.1753,258.3388,275.868,307.0065
2022-10-20 18:00:00,19.70378,8.089959,8.830881,13.18632
2022-10-20 19:00:00,0.01869444,0,0,0
2022-10-20 20:00:00,0,0,0,0
2022-10-20 21:00:00,0,0,0,0
2022-10-20 22:00:00,0,0,0,0
2022-10-20 23:00:00,0,0,0,0
2022-10-21 00:00:00,0,0,0,0
2022-10-21 01:00:00,0,0,0,0
2022-10-21 02:00:00,0,0,0,0
2022-10-21 03:00:00,0,0,0,0
2022-10-21 04:00:00,0,0,0,0
2022-10-21 05:00:00,0,0,0,0
2022-10-21 06:00:00,0,0,0,0
2022-10-21 07:00:00,18.65786,11.0576,11.21129,8.306604
2022-10-21 08:00:00,248.0782,392.8514,404.1624,306.4431
2022-10-21 09:00:00,521.7907,938.3244,989.4626,439.7784
2022-10-21 10:00:00,761.4913,1304.675,1336.122,
2022-10-21 11:00:00,911.9907,1512.031,1516.816,
2022-10-21 12:00:00,980.2184,1595.503,1590.793,
2022-10-21 13:00:00,966.1317,1568.293,1556.067,121.3711
2022-10-21 14:00:00,857.9498,1417.766,1404.941,1343.464
2022-10-21 15:00:00,679.3503,1142.406,1134.77,1138.157
2022-10-21 16:00:00,445.1226,715.256,737.7917,766.0276
2022-10-21 17:00:00,194.8951,246.3059,259.1163,289.6779
2022-10-21 18:00:00,18.40788,5.808767,7.423313,10.69896
2022-10-21 19:00:00,0.009333332,0,0,0
2022-10-21 20:00:00,0,0,0,0
2022-10-21 21:00:00,0,0,0,0
2022-10-21 22:00:00,0,0,0,0
2022-10-21 23:00:00,0,0,0,0
2022-10-22 00:00:00,0,0,0,0
2022-10-22 01:00:00,0,0,0,0
2022-10-22 02:00:00,0,0,0,0
2022-10-22 03:00:00,0,0,0,0
2022-10-22 04:00:00,0,0,0,0
2022-10-22 05:00:00,0,0,0,0
2022-10-22 06:00:00,0,0,0,0
