Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2022-10-15 18:00:00,43.02789,,40.97881,52.04928
2022-10-15 19:00:00,0,,0,0
2022-10-15 20:00:00,0,,0,0
2022-10-15 21:00:00,0,,0,0
2022-10-15 22:00:00,0,,0,0
2022-10-15 23:00:00,0,,0,0
2022-10-16 00:00:00,0,,0,0
2022-10-16 01:00:00,0,,0,0
2022-10-16 02:00:00,0,,0,0
2022-10-16 03:00:00,0,,0,0
2022-10-16 04:00:00,0,,0,0
2022-10-16 05:00:00,0,,0,0
2022-10-16 06:00:00,0,,0,0
2022-10-16 07:00:00,10.537,,8.579588,9.314995
2022-10-16 08:00:00,155.4565,,243.6014,242.4162
2022-10-16 09:00:00,443.5581,,749.4881,729.5886
2022-10-16 10:00:00,533.2467,,847.3157,855.8687
2022-10-16 11:00:00,673.1723,,1122.449,1082.93
2022-10-16 12:00:00,909.7228,,1478.146,1473.559
2022-10-16 13:00:00,740.5612,,1197.304,1210.925
2022-10-16 14:00:00,643.6722,,1045.376,1057.524
2022-10-16 15:00:00,426.0866,,703.5716,707.88
2022-10-16 16:00:00,337.7002,,550.0212,549.2069
2022-10-16 17:00:00,141.4143,,220.0692,228.3369
2022-10-16 18:00:00,41.14518,,50.46143,55.08895
2022-10-16 19:00:00,0,,0,0
2022-10-16 20:00:00,0,,0,0
2022-10-16 21:00:00,0,,0,0
2022-10-16 22:00:00,0,,0,0
2022-10-16 23:00:00,0,,0,0
2022-10-17 00:00:00,0,,0,0
2022-10-17 01:00:00,0,,0,0
2022-10-17 02:00:00,0,,0,0
2022-10-17 03:00:00,0,,0,0
2022-10-17 04:00:00,0,,0,0
2022-10-17 05:00:00,0,,0,0
2022-10-17 06:00:00,0,,0,0
2022-10-17 07:00:00,4.861852,,3.68543,3.829
2022-10-17 08:00:00,187.866,,286.2792,262.3711
2022-10-17 09:00:00,460.632,,777.6976,766.7962
2022-10-17 10:00:00,698.217,,1193.43,1154.267
2022-10-17 11:00:00,839.8743,,1404.473,1386.267
2022-10-17 12:00:00,840.434,,1491.631,1501.434
2022-10-17 13:00:00,838.0958,,1331.834,1233.55
2022-10-17 14:00:00,789.017,,320.9427,443.7383
2022-10-17 15:00:00,534.9988,,0,0
2022-10-17 16:00:00,299.0891,,0,0
2022-10-17 17:00:00,124.0991,,0,0
2022-10-17 18:00:00,43.09161,,0,0
2022-10-17 19:00:00,0,,0,0
2022-10-17 20:00:00,0,,0,0
2022-10-17 21:00:00,0,,0,0
2022-10-17 22:00:00,0,,0,0
2022-10-17 23:00:00,0,,0,0
2022-10-18 00:00:00,0,,0,0
2022-10-18 01:00:00,0,,0,0
2022-10-18 02:00:00,0,,0,0
2022-10-18 03:00:00,0,,0,0
2022-10-18 04:00:00,0,,0,0
2022-10-18 05:00:00,0,,0,0
2022-10-18 06:00:00,0,,0,0
2022-10-18 07:00:00,13.49386,,0,0
2022-10-18 08:00:00,239.0083,,0,0
2022-10-18 09:00:00,515.4277,,,
2022-10-18 10:00:00,745.7262,,891.27,1137.814
2022-10-18 11:00:00,909.3025,,1611.873,1618.321
2022-10-18 12:00:00,996.4523,,1666.319,1666.282
2022-10-18 13:00:00,1003.674,,1666.309,1666.275
2022-10-18 14:00:00,923.4274,,1619.934,1635.423
2022-10-18 15:00:00,792.5361,,1414.728,1447.733
2022-10-18 16:00:00,567.1824,,1009.888,1069.533
2022-10-18 17:00:00,291.1369,,443.3909,511.9492
2022-10-18 18:00:00,45.52919,,35.28504,49.84766
2022-10-18 19:00:00,0,,0,0
2022-10-18 20:00:00,0,,0,0
2022-10-18 21:00:00,0,,0,0
2022-10-18 22:00:00,0,,0,0
2022-10-18 23:00:00,0,,0,0
2022-10-19 00:00:00,0,,0,0
2022-10-19 01:00:00,0,,0,0
2022-10-19 02:00:00,0,,0,0
2022-10-19 03:00:00,0,,0,0
2022-10-19 04:00:00,0,,0,0
2022-10-19 05:00:00,0,,0,0
2022-10-19 06:00:00,0,,0,0
2022-10-19 07:00:00,16.36089,,9.082032,4.841618
2022-10-19 08:00:00,235.0855,,350.0254,312.2006
2022-10-19 09:00:00,494.0341,,902.2115,869.5919
2022-10-19 10:00:00,718.4986,,1290.297,1294.108
2022-10-19 11:00:00,880.121,,1560.399,1565.896
2022-10-19 12:00:00,982.301,,1664.646,1665.735
2022-10-19 13:00:00,1017.483,,1572.084,1638.252
2022-10-19 14:00:00,905.0747,,1584.327,1608.181
2022-10-19 15:00:00,751.2804,,1345.42,1380.696
2022-10-19 16:00:00,533.0474,,945.2037,1002.178
2022-10-19 17:00:00,274.0182,,413.1077,477.9283
2022-10-19 18:00:00,38.97241,,31.08936,43.65195
2022-10-19 19:00:00,0,,0,0
2022-10-19 20:00:00,0,,0,0
2022-10-19 21:00:00,0,,0,0
2022-10-19 22:00:00,0,,0,0
2022-10-19 23:00:00,0,,0,0
2022-10-20 00:00:00,0,,0,0
2022-10-20 01:00:00,0,,0,0
2022-10-20 02:00:00,0,,0,0
2022-10-20 03:00:00,0,,0,0
2022-10-20 04:00:00,0,,0,0
2022-10-20 05:00:00,0,,0,0
2022-10-20 06:00:00,0,,0,0
2022-10-20 07:00:00,11.84242,,6.868493,4.416583
2022-10-20 08:00:00,223.3651,,340.4675,306.9971
2022-10-20 09:00:00,481.8503,,883.2036,849.389
2022-10-20 10:00:00,710.2013,,1257.055,1260.001
2022-10-20 11:00:00,875.1098,,1505.207,1514.411
2022-10-20 12:00:00,955.7173,,1636.361,1643.828
2022-10-20 13:00:00,892.0345,,1532.44,1535.424
2022-10-20 14:00:00,835.881,,1415.781,1449.465
2022-10-20 15:00:00,644.9321,,1134.916,1163.147
2022-10-20 16:00:00,518.8411,,912.0151,949.8482
2022-10-20 17:00:00,268.6549,,405.5423,465.0608
2022-10-20 18:00:00,36.05661,,28.77967,38.38234
2022-10-20 19:00:00,0,,0,0
2022-10-20 20:00:00,0,,0,0
2022-10-20 21:00:00,0,,0,0
2022-10-20 22:00:00,0,,0,0
2022-10-20 23:00:00,0,,0,0
2022-10-21 00:00:00,0,,0,0
2022-10-21 01:00:00,0,,0,0
2022-10-21 02:00:00,0,,0,0
2022-10-21 03:00:00,0,,0,0
2022-10-21 04:00:00,0,,0,0
2022-10-21 05:00:00,0,,0,0
2022-10-21 06:00:00,0,,0,0
2022-10-21 07:00:00,10.37776,,6.010618,4.634105
2022-10-21 08:00:00,215.7681,,319.0465,286.5399
2022-10-21 09:00:00,483.4987,,871.6355,839.3379
2022-10-21 10:00:00,714.9219,,1268.183,1273.165
2022-10-21 11:00:00,880.4511,,1515.155,1526.73
2022-10-21 12:00:00,965.2681,,1623.001,1638.76
2022-10-21 13:00:00,970.5629,,1616.224,1634.657
2022-10-21 14:00:00,891.459,,1505.233,1526.219
2022-10-21 15:00:00,733.6438,,1268.294,1303.25
2022-10-21 16:00:00,514.5584,,891.0828,943.9948
2022-10-21 17:00:00,252.6443,,374.7642,438.9671
2022-10-21 18:00:00,29.84425,,23.95635,33.69525
2022-10-21 19:00:00,0,,0,0
2022-10-21 20:00:00,0,,0,0
2022-10-21 21:00:00,0,,0,0
2022-10-21 22:00:00,0,,0,0
2022-10-21 23:00:00,0,,0,0
2022-10-22 00:00:00,0,,0,0
2022-10-22 01:00:00,0,,0,0
2022-10-22 02:00:00,0,,0,0
2022-10-22 03:00:00,0,,0,0
2022-10-22 04:00:00,0,,0,0
2022-10-22 05:00:00,0,,0,0
2022-10-22 06:00:00,0,,0,0
2022-10-22 07:00:00,8.063747,,5.786822,2.926533
2022-10-22 08:00:00,218.0778,,310.5488,278.5064
2022-10-22 09:00:00,478.5717,,859.5923,828.3288
2022-10-22 10:00:00,708.2856,,1238.866,1239.186
2022-10-22 11:00:00,869.3307,,1466.933,1477.23
2022-10-22 12:00:00,957.9427,,1584.587,1595.153
2022-10-22 13:00:00,967.5983,,1604.753,1623.207
2022-10-22 14:00:00,892.5448,,1505.819,1529.95
2022-10-22 15:00:00,737.3483,,1276.891,1312.117
2022-10-22 16:00:00,517.04,,891.3037,947.1255
2022-10-22 17:00:00,255.284,,367.5479,435.8503
2022-10-22 18:00:00,29.64264,,21.63142,30.0449
2022-10-22 19:00:00,0,,0,0
2022-10-22 20:00:00,0,,0,0
2022-10-22 21:00:00,0,,0,0
2022-10-22 22:00:00,0,,0,0
2022-10-22 23:00:00,0,,0,0
2022-10-23 00:00:00,0,,0,0
2022-10-23 01:00:00,0,,0,0
2022-10-23 02:00:00,0,,0,0
2022-10-23 03:00:00,0,,0,0
2022-10-23 04:00:00,0,,0,0
2022-10-23 05:00:00,0,,0,0
2022-10-23 06:00:00,0,,0,0
2022-10-23 07:00:00,4.255098,,2.216896,2.261365
2022-10-23 08:00:00,217.2587,,294.8675,263.7086
2022-10-23 09:00:00,482.0912,,850.715,818.4649
2022-10-23 10:00:00,709.9751,,1235.94,1240.598
2022-10-23 11:00:00,864.2037,,1471.505,1486.169
2022-10-23 12:00:00,936.5029,,1596.234,1613.414
2022-10-23 13:00:00,958.2285,,1611.002,1631.199
2022-10-23 14:00:00,899.5994,,1508.533,1535.107
2022-10-23 15:00:00,747.2609,,1276.173,1313.68
2022-10-23 16:00:00,520.7308,,886.3582,942.3711
2022-10-23 17:00:00,254.1138,,360.5228,431.5716
2022-10-23 18:00:00,29.66854,,18.4157,26.19633
2022-10-23 19:00:00,0,,0,0
2022-10-23 20:00:00,0,,0,0
2022-10-23 21:00:00,0,,0,0
2022-10-23 22:00:00,0,,0,0
2022-10-23 23:00:00,0,,0,0
2022-10-24 00:00:00,0,,0,0
2022-10-24 01:00:00,0,,0,0
2022-10-24 02:00:00,0,,0,0
2022-10-24 03:00:00,0,,0,0
2022-10-24 04:00:00,0,,0,0
2022-10-24 05:00:00,0,,0,0
2022-10-24 06:00:00,0,,0,0
2022-10-24 07:00:00,3.205853,,2.324776,1.330972
2022-10-24 08:00:00,56.84034,,87.33031,87.15794
2022-10-24 09:00:00,144.4084,,228.666,230.0206
2022-10-24 10:00:00,297.7824,,486.3597,483.758
2022-10-24 11:00:00,787.3975,,1296.685,1291.338
2022-10-24 12:00:00,914.0859,,1546.333,1561.187
2022-10-24 13:00:00,933.6478,,1564.011,1578.342
2022-10-24 14:00:00,872.4017,,1445.228,1469.503
2022-10-24 15:00:00,724.7178,,1218.605,1249.328
2022-10-24 16:00:00,500.5732,,843.7804,891.8754
2022-10-24 17:00:00,248.884,,345.795,412.0582
2022-10-24 18:00:00,15.01001,,9.261763,15.93745
2022-10-24 19:00:00,0,,0,0
