"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P"
,W/m²,kW,kW,kW
2022-10-06 09:00:00,476.9776,889.0739,902.4931,891.5668
2022-10-06 10:00:00,703.5536,1232.978,1251.562,1241.408
2022-10-06 11:00:00,867.6105,1429.631,1445.946,1434.622
2022-10-06 12:00:00,968.481,1525.395,1541.343,1532.451
2022-10-06 13:00:00,987.6522,1531.478,1552.939,1542.069
2022-10-06 14:00:00,923.3892,1427.528,1445.959,1438.976
2022-10-06 15:00:00,785.9968,1223.084,1243.754,1235.863
2022-10-06 16:00:00,587.5573,900.6044,923.0306,917.6817
2022-10-06 17:00:00,341.4849,462.1242,482.778,481.7654
2022-10-06 18:00:00,76.08591,69.02242,80.47321,79.46122
2022-10-06 19:00:00,0.001010525,0,0,0
2022-10-06 20:00:00,0,0,0,0
2022-10-06 21:00:00,0,0,0,0
2022-10-06 22:00:00,0,0,0,0
2022-10-06 23:00:00,0,0,0,0
2022-10-07 00:00:00,0,0,0,0
2022-10-07 01:00:00,0,0,0,0
2022-10-07 02:00:00,0,0,0,0
2022-10-07 03:00:00,0,0,0,0
2022-10-07 04:00:00,0,0,0,0
2022-10-07 05:00:00,0,0,0,0
2022-10-07 06:00:00,0,0,0,0
2022-10-07 07:00:00,27.58392,34.09958,41.69473,39.51511
2022-10-07 08:00:00,217.7579,418.8489,433.7816,425.2677
2022-10-07 09:00:00,466.8117,878.2495,891.4025,880.6213
2022-10-07 10:00:00,697.9531,1205.701,1220.667,1208.096
2022-10-07 11:00:00,865.4866,1408.132,1422.581,1409.519
2022-10-07 12:00:00,965.9954,1499.894,1517.442,1508.26
2022-10-07 13:00:00,978.9627,1478.874,1501.221,1500.255
2022-10-07 14:00:00,893.082,1371.518,1393.148,1359.793
2022-10-07 15:00:00,781.6046,1196.22,1218.274,1212.845
2022-10-07 16:00:00,508.3672,755.2186,779.9926,778.1506
2022-10-07 17:00:00,338.6288,458.4218,479.3651,476.7183
2022-10-07 18:00:00,47.6813,55.1289,62.94283,61.68848
2022-10-07 19:00:00,0.009562945,0,0,0
2022-10-07 20:00:00,0,0,0,0
2022-10-07 21:00:00,0,0,0,0
2022-10-07 22:00:00,0,0,0,0
2022-10-07 23:00:00,0,0,0,0
2022-10-08 00:00:00,0,0,0,0
2022-10-08 01:00:00,0,0,0,0
2022-10-08 02:00:00,0,0,0,0
2022-10-08 03:00:00,0,0,0,0
2022-10-08 04:00:00,0,0,0,0
2022-10-08 05:00:00,0,0,0,0
2022-10-08 06:00:00,0,0,0,0
2022-10-08 07:00:00,9.639443,10.40677,12.10896,11.94784
2022-10-08 08:00:00,185.8948,340.9905,353.256,350.5687
2022-10-08 09:00:00,437.4129,808.0822,820.7755,807.8853
2022-10-08 10:00:00,605.5965,1077.783,1102.641,1076.099
2022-10-08 11:00:00,790.2098,1355.055,1373.674,1365.655
2022-10-08 12:00:00,850.5317,1437.207,1448.76,1452.006
2022-10-08 13:00:00,883.2701,1407.155,1436.227,1420.513
2022-10-08 14:00:00,868.1658,1411.565,1423.798,1394.301
2022-10-08 15:00:00,647.5106,951.6274,1013.187,1031.884
2022-10-08 16:00:00,374.1149,631.7615,640.6849,615.7269
2022-10-08 17:00:00,331.3503,451.2728,473.813,472.3708
2022-10-08 18:00:00,67.14963,60.51919,73.74141,71.27735
2022-10-08 19:00:00,0,0,0,0
2022-10-08 20:00:00,0,0,0,0
2022-10-08 21:00:00,0,0,0,0
2022-10-08 22:00:00,0,0,0,0
2022-10-08 23:00:00,0,0,0,0
2022-10-09 00:00:00,0,0,0,0
2022-10-09 01:00:00,0,0,0,0
2022-10-09 02:00:00,0,0,0,0
2022-10-09 03:00:00,0,0,0,0
2022-10-09 04:00:00,0,0,0,0
2022-10-09 05:00:00,0,0,0,0
2022-10-09 06:00:00,0,0,0,0
2022-10-09 07:00:00,20.18119,27.21655,31.01759,29.80654
2022-10-09 08:00:00,196.274,357.3781,370.7173,366.0604
2022-10-09 09:00:00,419.0493,760.837,777.5981,773.3428
2022-10-09 10:00:00,640.382,1108.889,1124.203,1105.347
2022-10-09 11:00:00,457.2171,714.5422,743.6684,747.7972
2022-10-09 12:00:00,612.8898,953.5377,964.9151,965.7368
2022-10-09 13:00:00,999.7841,1481.513,1511.407,1517.164
2022-10-09 14:00:00,526.4836,809.069,829.4325,804.3566
2022-10-09 15:00:00,641.0158,1004.988,1009.246,969.7086
2022-10-09 16:00:00,449.2393,665.2786,698.3073,704.0373
2022-10-09 17:00:00,224.9181,310.3412,324.8985,329.2346
2022-10-09 18:00:00,46.42881,52.14373,57.03513,56.26584
2022-10-09 19:00:00,0,0,0,0
2022-10-09 20:00:00,0,0,0,0
2022-10-09 21:00:00,0,0,0,0
2022-10-09 22:00:00,0,0,0,0
2022-10-09 23:00:00,0,0,0,0
2022-10-10 00:00:00,0,0,0,0
2022-10-10 01:00:00,0,0,0,0
2022-10-10 02:00:00,0,0,0,0
2022-10-10 03:00:00,0,0,0,0
2022-10-10 04:00:00,0,0,0,0
2022-10-10 05:00:00,0,0,0,0
2022-10-10 06:00:00,0,0,0,0
2022-10-10 07:00:00,5.455447,1.419426,1.459078,1.428488
2022-10-10 08:00:00,156.5816,286.7881,287.6085,283.5468
2022-10-10 09:00:00,345.8612,648.6757,660.9542,657.3748
2022-10-10 10:00:00,605.3301,1042.535,1072.012,1078.215
2022-10-10 11:00:00,676.1904,1089.073,1129.96,1108.736
2022-10-10 12:00:00,859.7479,1333.015,1376.441,1388.974
2022-10-10 13:00:00,928.3359,1461.742,1480.975,1463.543
2022-10-10 14:00:00,859.26,1366.754,1390.841,1381.263
2022-10-10 15:00:00,547.1196,830.2347,875.6117,874.2962
2022-10-10 16:00:00,445.8015,688.4935,702.3058,692.4454
2022-10-10 17:00:00,294.8876,395.9295,414.8887,421.4762
2022-10-10 18:00:00,63.43304,64.26665,74.20804,72.71101
2022-10-10 19:00:00,0,0,0,0
2022-10-10 20:00:00,0,0,0,0
2022-10-10 21:00:00,0,0,0,0
2022-10-10 22:00:00,0,0,0,0
2022-10-10 23:00:00,0,0,0,0
2022-10-11 00:00:00,0,0,0,0
2022-10-11 01:00:00,0,0,0,0
2022-10-11 02:00:00,0,0,0,0
2022-10-11 03:00:00,0,0,0,0
2022-10-11 04:00:00,0,0,0,0
2022-10-11 05:00:00,0,0,0,0
2022-10-11 06:00:00,0,0,0,0
2022-10-11 07:00:00,9.800834,9.711035,12.13683,10.7425
2022-10-11 08:00:00,148.5158,276.8159,285.0471,281.5429
2022-10-11 09:00:00,329.965,579.7379,601.6307,600.8611
2022-10-11 10:00:00,628.3384,1116.111,1130.766,1114.494
2022-10-11 11:00:00,836.6238,1392.037,1415.793,1406.676
2022-10-11 12:00:00,941.6162,1531.638,1548.596,1535.297
2022-10-11 13:00:00,978.2881,1533.682,1554.415,1554.719
2022-10-11 14:00:00,891.5703,1330.816,1360.823,1365.235
2022-10-11 15:00:00,544.6317,809.4877,835.3033,817.8872
2022-10-11 16:00:00,336.334,494.4142,517.707,512.9573
2022-10-11 17:00:00,194.6908,246.6504,264.3375,260.5979
2022-10-11 18:00:00,40.17714,44.10173,50.38889,49.76236
2022-10-11 19:00:00,0,0,0,0
2022-10-11 20:00:00,0,0,0,0
2022-10-11 21:00:00,0,0,0,0
2022-10-11 22:00:00,0,0,0,0
2022-10-11 23:00:00,0,0,0,0
2022-10-12 00:00:00,0,0,0,0
2022-10-12 01:00:00,0,0,0,0
2022-10-12 02:00:00,0,0,0,0
2022-10-12 03:00:00,0,0,0,0
2022-10-12 04:00:00,0,0,0,0
2022-10-12 05:00:00,0,0,0,0
2022-10-12 06:00:00,0,0,0,0
2022-10-12 07:00:00,3.230488,1.212705,1.246585,1.229313
2022-10-12 08:00:00,97.67027,164.1207,169.5444,162.6554
2022-10-12 09:00:00,115.4968,186.6715,193.5175,192.295
2022-10-12 10:00:00,63.82449,103.9359,106.9157,105.7541
2022-10-12 11:00:00,43.63356,74.42043,76.2933,76.03019
2022-10-12 12:00:00,100.025,168.7931,173.9556,173.5861
2022-10-12 13:00:00,125.756,211.3559,218.209,217.0408
2022-10-12 14:00:00,221.1877,352.9771,360.0602,351.7133
2022-10-12 15:00:00,346.7533,518.7218,536.6127,527.3312
2022-10-12 16:00:00,145.6389,220.721,227.3191,224.0679
2022-10-12 17:00:00,71.4529,108.1917,111.113,108.8965
2022-10-12 18:00:00,10.55168,9.704865,10.05107,9.847102
2022-10-12 19:00:00,0,0,0,0
2022-10-12 20:00:00,0,0,0,0
2022-10-12 21:00:00,0,0,0,0
2022-10-12 22:00:00,0,0,0,0
2022-10-12 23:00:00,0,0,0,0
2022-10-13 00:00:00,0,0,0,0
2022-10-13 01:00:00,0,0,0,0
2022-10-13 02:00:00,0,0,0,0
2022-10-13 03:00:00,0,0,0,0
2022-10-13 04:00:00,0,0,0,0
2022-10-13 05:00:00,0,0,0,0
2022-10-13 06:00:00,0,0,0,0
2022-10-13 07:00:00,4.126523,1.003692,1.047392,1.02622
2022-10-13 08:00:00,149.4666,258.3558,265.8494,267.363
2022-10-13 09:00:00,286.2903,456.9729,474.6586,476.6034
2022-10-13 10:00:00,366.804,609.6673,622.9031,611.2834
2022-10-13 11:00:00,811.2156,1269.506,1278.394,1285.109
2022-10-13 12:00:00,789.4163,1099.978,1131.148,1191.526
2022-10-13 13:00:00,670.8208,1034.37,1052.113,1063.973
2022-10-13 14:00:00,525.4117,855.6531,850.2511,835.988
2022-10-13 15:00:00,611.526,922.5917,967.3763,948.8384
2022-10-13 16:00:00,506.4551,729.4077,775.7817,768.1588
2022-10-13 17:00:00,309.0067,393.2189,427.6292,428.1982
2022-10-13 18:00:00,25.46325,22.4836,26.81013,26.74277
2022-10-13 19:00:00,0,0,0,0
2022-10-13 20:00:00,0,0,0,0
2022-10-13 21:00:00,0,0,0,0
2022-10-13 22:00:00,0,0,0,0
2022-10-13 23:00:00,0,0,0,0
2022-10-14 00:00:00,0,0,0,0
2022-10-14 01:00:00,0,0,0,0
2022-10-14 02:00:00,0,0,0,0
2022-10-14 03:00:00,0,0,0,0
2022-10-14 04:00:00,0,0,0,0
2022-10-14 05:00:00,0,0,0,0
2022-10-14 06:00:00,0,0,0,0
2022-10-14 07:00:00,19.68132,22.37529,31.50184,28.32903
2022-10-14 08:00:00,219.4261,424.0533,443.7656,435.1409
2022-10-14 09:00:00,483.0396,916.0665,932.3821,918.6568
2022-10-14 10:00:00,704.5009,1253.131,1270.977,1257.145
2022-10-14 11:00:00,874.5558,1467.871,1487.027,1473.587
2022-10-14 12:00:00,975.2455,1573.828,1596.704,1584.427
2022-10-14 13:00:00,987.6535,1572.945,1595.162,1583.435
2022-10-14 14:00:00,924.846,1454.469,1478.853,1469.297
2022-10-14 15:00:00,789.8671,1239.622,1265.411,1258.583
2022-10-14 16:00:00,578.4022,891.8147,917.2655,911.6682
2022-10-14 17:00:00,321.4749,414.8499,449.5339,448.6576
2022-10-14 18:00:00,50.10599,39.28144,50.19067,48.70641
2022-10-14 19:00:00,0,0,0,0
2022-10-14 20:00:00,0,0,0,0
2022-10-14 21:00:00,0,0,0,0
2022-10-14 22:00:00,0,0,0,0
2022-10-14 23:00:00,0,0,0,0
2022-10-15 00:00:00,0,0,0,0
2022-10-15 01:00:00,0,0,0,0
2022-10-15 02:00:00,0,0,0,0
2022-10-15 03:00:00,0,0,0,0
2022-10-15 04:00:00,0,0,0,0
2022-10-15 05:00:00,0,0,0,0
2022-10-15 06:00:00,0,0,0,0
2022-10-15 07:00:00,15.60777,18.4495,25.19385,23.22412
2022-10-15 08:00:00,200.3017,384.5611,402.3428,395.3024
2022-10-15 09:00:00,449.4337,869.2455,883.7184,869.8365
2022-10-15 10:00:00,673.5048,1212.574,1231.106,1217.255
2022-10-15 11:00:00,841.4168,1434.074,1453.617,1439.926
2022-10-15 12:00:00,941.0442,1544.235,1564.612,1551.614
2022-10-15 13:00:00,953.3755,1535.925,1557.153,1543.478
2022-10-15 14:00:00,901.2241,1417.233,1438.966,1429.922
2022-10-15 15:00:00,751.1755,1182.815,1206.318,1198.277
2022-10-15 16:00:00,551.8187,838.8481,861.6747,857.2016
2022-10-15 17:00:00,298.6758,378.1843,411.327,411.5312
2022-10-15 18:00:00,43.91965,35.18362,44.51754,44.65123
2022-10-15 19:00:00,0,0,0,0
2022-10-15 20:00:00,0,0,0,0
2022-10-15 21:00:00,0,0,0,0
2022-10-15 22:00:00,0,0,0,0
2022-10-15 23:00:00,0,0,0,0
2022-10-16 00:00:00,0,0,0,0
2022-10-16 01:00:00,0,0,0,0
2022-10-16 02:00:00,0,0,0,0
2022-10-16 03:00:00,0,0,0,0
2022-10-16 04:00:00,0,0,0,0
2022-10-16 05:00:00,0,0,0,0
2022-10-16 06:00:00,0,0,0,0
2022-10-16 07:00:00,8.449485,10.64757,12.1396,11.39883
2022-10-16 08:00:00,159.2746,272.981,280.7485,277.3327
2022-10-16 09:00:00,440.5332,802.6779,817.682,808.6095
2022-10-16 10:00:00,539.4756,897.7903,918.825,909.4111
2022-10-16 11:00:00,742.9601,1188.638,1211.877,1214.804
2022-10-16 12:00:00,906.4858,1432.969,1455.58,1441.913
2022-10-16 13:00:00,735.023,1160.048,1184.949,1176.31
2022-10-16 14:00:00,624.8829,961.0281,984.671,976.584
2022-10-16 15:00:00,467.6031,710.5809,729.4062,734.6366
2022-10-16 16:00:00,334.6324,495.7338,507.1985,503.5168
2022-10-16 17:00:00,177.4176,236.9418,253.5222,254.2942
2022-10-16 18:00:00,37.85126,47.80285,56.75512,56.91589
2022-10-16 19:00:00,0,0,0,0
2022-10-16 20:00:00,0,0,0,0
2022-10-16 21:00:00,0,0,0,0
2022-10-16 22:00:00,0,0,0,0
2022-10-16 23:00:00,0,0,0,0
2022-10-17 00:00:00,0,0,0,0
2022-10-17 01:00:00,0,0,0,0
2022-10-17 02:00:00,0,0,0,0
2022-10-17 03:00:00,0,0,0,0
2022-10-17 04:00:00,0,0,0,0
2022-10-17 05:00:00,0,0,0,0
2022-10-17 06:00:00,0,0,0,0
2022-10-17 07:00:00,4.667517,3.524358,3.852665,3.997145
2022-10-17 08:00:00,180.8506,325.6757,341.6923,336.9389
2022-10-17 09:00:00,442.3648,819.6365,835.0392,821.8967
2022-10-17 10:00:00,654.8871,1149.127,1172.108,1156.661
2022-10-17 11:00:00,806.1021,1345.717,1367.961,1348.464
2022-10-17 12:00:00,925.4777,1497.456,1507.477,1506.928
2022-10-17 13:00:00,664.159,1072.187,1067.261,1037.457
2022-10-17 14:00:00,762.202,1244.519,1256.306,1218.526
2022-10-17 15:00:00,435.0593,646.4589,671.5145,681.4631
2022-10-17 16:00:00,582.4355,861.5778,878.2631,864.1602
2022-10-17 17:00:00,200.9176,258.5099,267.2914,275.5866
2022-10-17 18:00:00,41.94859,45.38064,51.75539,49.44056
2022-10-17 19:00:00,0,0,0,0
2022-10-17 20:00:00,0,0,0,0
2022-10-17 21:00:00,0,0,0,0
2022-10-17 22:00:00,0,0,0,0
2022-10-17 23:00:00,0,0,0,0
2022-10-18 00:00:00,0,0,0,0
2022-10-18 01:00:00,0,0,0,0
2022-10-18 02:00:00,0,0,0,0
2022-10-18 03:00:00,0,0,0,0
2022-10-18 04:00:00,0,0,0,0
2022-10-18 05:00:00,0,0,0,0
2022-10-18 06:00:00,0,0,0,0
2022-10-18 07:00:00,14.09149,15.32046,22.37605,18.49594
2022-10-18 08:00:00,214.3276,400.5152,423.2306,413.9597
2022-10-18 09:00:00,487.486,946.7303,963.3918,950.5087
2022-10-18 10:00:00,717.8337,1342.64,1366.908,1353.625
2022-10-18 11:00:00,887.0634,1581.456,1609.583,1598.304
2022-10-18 12:00:00,982.2177,1664.943,1665.937,1666.008
2022-10-18 13:00:00,993.1605,1660.927,1662.056,1659.484
2022-10-18 14:00:00,911.6339,1557.244,1565.875,1561.193
2022-10-18 15:00:00,765.7214,1258.984,1291.084,1283.255
2022-10-18 16:00:00,537.7172,850.4783,882.6719,881.1622
2022-10-18 17:00:00,215.2749,298.1906,323.9887,303.8784
2022-10-18 18:00:00,40.12309,29.53471,37.82325,36.14611
2022-10-18 19:00:00,0,0,0,0
2022-10-18 20:00:00,0,0,0,0
2022-10-18 21:00:00,0,0,0,0
2022-10-18 22:00:00,0,0,0,0
2022-10-18 23:00:00,0,0,0,0
2022-10-19 00:00:00,0,0,0,0
2022-10-19 01:00:00,0,0,0,0
2022-10-19 02:00:00,0,0,0,0
2022-10-19 03:00:00,0,0,0,0
2022-10-19 04:00:00,0,0,0,0
2022-10-19 05:00:00,0,0,0,0
2022-10-19 06:00:00,0,0,0,0
2022-10-19 07:00:00,26.71898,17.16024,22.73606,19.99718
2022-10-19 08:00:00,259.614,408.6226,430.5242,420.8167
2022-10-19 09:00:00,469.176,919.3995,933.6857,920.2595
2022-10-19 10:00:00,692.3959,1286.188,1309.876,1295.514
2022-10-19 11:00:00,861.5933,1526.373,1553.5,1539.898
2022-10-19 12:00:00,885.5921,1594.997,1579.963,1550.453
2022-10-19 13:00:00,985.7109,1566.031,1611.489,1618.875
2022-10-19 14:00:00,919.6334,1522.032,1552.845,1541.224
2022-10-19 15:00:00,775.1553,1273.831,1304.857,1296.855
2022-10-19 16:00:00,566.8401,897.8242,924.1833,919.0191
2022-10-19 17:00:00,311.7661,377.8917,429.9885,433.6995
2022-10-19 18:00:00,35.88542,27.44266,34.28412,33.37599
2022-10-19 19:00:00,0,0,0,0
2022-10-19 20:00:00,0,0,0,0
2022-10-19 21:00:00,0,0,0,0
2022-10-19 22:00:00,0,0,0,0
2022-10-19 23:00:00,0,0,0,0
2022-10-20 00:00:00,0,0,0,0
2022-10-20 01:00:00,0,0,0,0
2022-10-20 02:00:00,0,0,0,0
2022-10-20 03:00:00,0,0,0,0
2022-10-20 04:00:00,0,0,0,0
2022-10-20 05:00:00,0,0,0,0
2022-10-20 06:00:00,0,0,0,0
2022-10-20 07:00:00,15.16703,15.16553,20.42094,17.975
2022-10-20 08:00:00,217.9433,400.09,428.8306,421.0682
2022-10-20 09:00:00,454.6726,906.7301,921.5078,908.5026
2022-10-20 10:00:00,693.7388,1261.255,1280.724,1264.77
2022-10-20 11:00:00,860.7699,1484.992,1505.157,1489.724
2022-10-20 12:00:00,958.6636,1593.38,1619.13,1606.117
2022-10-20 13:00:00,874.2407,1426.894,1440.363,1453.556
2022-10-20 14:00:00,849.3668,1374.068,1395.942,1405.215
2022-10-20 15:00:00,719.7648,1151.664,1181.483,1176.494
2022-10-20 16:00:00,552.13,866.8231,893.2332,885.517
2022-10-20 17:00:00,316.7371,376.4601,432.8714,437.8059
2022-10-20 18:00:00,37.71632,27.47326,34.0237,31.35396
2022-10-20 19:00:00,0,0,0,0
2022-10-20 20:00:00,0,0,0,0
2022-10-20 21:00:00,0,0,0,0
2022-10-20 22:00:00,0,0,0,0
2022-10-20 23:00:00,0,0,0,0
2022-10-21 00:00:00,0,0,0,0
2022-10-21 01:00:00,0,0,0,0
2022-10-21 02:00:00,0,0,0,0
2022-10-21 03:00:00,0,0,0,0
2022-10-21 04:00:00,0,0,0,0
2022-10-21 05:00:00,0,0,0,0
2022-10-21 06:00:00,0,0,0,0
2022-10-21 07:00:00,11.63202,13.94722,20.68504,16.07718
2022-10-21 08:00:00,202.1041,382.96,412.3929,404.5697
2022-10-21 09:00:00,461.6967,892.5248,905.4978,891.6312
2022-10-21 10:00:00,691.5707,1258.111,1279.02,1264.541
2022-10-21 11:00:00,864.3692,1487.095,1512.843,1502.07
2022-10-21 12:00:00,961.403,1581.148,1601.969,1586.292
2022-10-21 13:00:00,979.2103,1564.108,1587.42,1574.037
2022-10-21 14:00:00,909.5413,1441.805,1464.508,1455.924
2022-10-21 15:00:00,761.2148,1208.003,1233.075,1225.036
2022-10-21 16:00:00,552.0538,852.354,876.2567,871.3998
2022-10-21 17:00:00,290.4405,341.576,394.0778,397.5947
2022-10-21 18:00:00,29.8884,23.13463,28.62483,26.30354
2022-10-21 19:00:00,0,0,0,0
2022-10-21 20:00:00,0,0,0,0
2022-10-21 21:00:00,0,0,0,0
2022-10-21 22:00:00,0,0,0,0
2022-10-21 23:00:00,0,0,0,0
2022-10-22 00:00:00,0,0,0,0
2022-10-22 01:00:00,0,0,0,0
2022-10-22 02:00:00,0,0,0,0
2022-10-22 03:00:00,0,0,0,0
2022-10-22 04:00:00,0,0,0,0
2022-10-22 05:00:00,0,0,0,0
2022-10-22 06:00:00,0,0,0,0
