Tumbleweed Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166
2022-10-09 09:00:00,,,,,,,,,,,37.52644,,36.2025,,36.55296,,36.77999,,36.95859,,36.95604,,37.02813,,34.65768,,,36.97017,,37.55816,,,,,,35.4137,,,,29.85222,,37.14877,36.41698,35.70507,,,,,,,37.83475,0,,37.15342,,,,,,,,,38.01361,,,,,,,,,,,,,,,,,,,,,,,37.08847,,30.93583,,31.45872,,32.02796,,37.83515,32.47226,36.34865,37.22982,38.16262,38.07758,29.15225,37.17179,38.83641,38.41589,37.9301,37.88874,37.43258,38.39486,38.67341,35.97349,37.95124,38.6542,38.78706,38.28611,38.50523,38.12751,38.36924,31.87519,32.3478,29.99231,32.51948,32.6162,,,,,,,,,,,,,,,,37.12449,38.89189,37.14463,37.97112,39.29378,37.37478,36.01597,39.06098,34.48947,36.92556,39.18431,36.82019,36.62899,38.4749,37.74161,34.43832,33.32481,35.5999,37.45048,36.2717,34.98777,33.9755,33.42233,31.17953,30.84647,39.06255,33.72416,37.94102,30.91655,
2022-10-09 10:00:00,,,,,,,,,,,51.87759,,50.8345,,50.76059,,50.70023,,51.13988,,51.40685,,51.31597,,47.70562,,,51.33279,,51.81437,,,,,,48.6254,,,,42.04916,,51.85187,50.7332,50.21399,,,,,,,52.2609,0,,51.18911,,,,,,,,,52.32878,,,,,,,,,,,,,,,,,,,,,,,51.23943,,42.79007,,43.44194,,44.06236,,51.89406,44.60914,49.905,51.26417,52.2573,52.13055,40.451,51.5388,53.33518,52.71774,52.1636,52.2165,51.51014,52.94621,53.16174,49.49235,52.2441,52.93082,53.25214,52.4874,52.91816,52.73206,52.6802,44.06462,44.32878,41.01062,44.68317,44.73886,,,,,,,,,,,,,,,,51.56916,53.09785,51.57249,52.4122,53.46022,51.71817,49.80781,52.92699,47.80678,51.16625,53.21867,50.82264,51.016,51.7299,51.9309,49.24702,47.53819,49.15658,52.17693,51.06545,49.57473,47.99717,47.74145,44.3363,44.3998,53.95515,47.77039,52.05946,44.57977,
2022-10-09 11:00:00,,,,,,,,,,,60.18473,,59.75977,,59.44733,,58.80359,,59.0786,,59.22416,,59.22984,,56.28016,,,59.60373,,59.68273,,,,,,57.05527,,,,50.45908,,60.11105,59.88335,59.23055,,,,,,,59.81413,0,,59.71665,,,,,,,,,60.11953,,,,,,,,,,,,,,,,,,,,,,,59.61628,,50.58504,,51.18988,,51.93819,,59.81871,52.45825,58.46294,59.08473,59.94891,60.12645,47.45817,59.68153,60.77139,59.55731,59.98016,60.18613,59.60113,60.28211,60.30992,58.07535,59.87731,59.81893,60.57465,60.44789,60.39448,60.37135,60.22212,51.91542,52.20147,48.15085,52.4995,52.40973,,,,,,,,,,,,,,,,60.2598,59.48952,60.06788,60.53051,60.34789,60.18622,58.7798,60.36888,56.49186,59.95813,59.97412,59.85021,59.8432,59.75894,59.48652,59.18861,56.32486,58.44647,60.23187,59.75218,58.96889,57.66885,57.2576,54.06142,56.1508,60.48074,57.50587,60.20742,57.24737,
2022-10-09 12:00:00,,,,,,,,,,,60.75416,,60.89237,,60.50678,,59.36022,,59.46258,,59.44487,,59.59814,,59.35939,,,60.10236,,60.09731,,,,,,59.84808,,,,54.11391,,60.62052,61.0558,60.79993,,,,,,,60.04404,0,,60.91977,,,,,,,,,60.48358,,,,,,,,,,,,,,,,,,,,,,,60.37236,,53.4009,,53.7427,,54.50639,,60.29446,55.19022,60.83622,59.5807,60.4044,60.87205,49.70247,60.38642,61.07721,59.68102,60.41606,60.73609,60.26744,60.53046,60.49501,60.22297,60.28972,59.94812,60.75842,61.02029,60.73705,60.74823,60.47532,54.73305,54.79144,50.28308,54.96605,55.08818,,,,,,,,,,,,,,,,60.98192,59.54578,60.71033,60.94354,60.48108,60.86071,60.72618,60.70649,59.44849,60.93333,60.0511,61.00522,60.75167,60.60139,59.73738,60.55299,59.59457,60.54419,60.65728,60.39415,60.67631,60.42816,60.56139,60.16264,60.74166,60.53017,60.99547,60.87096,60.9322,
2022-10-09 13:00:00,,,,,,,,,,,60.76557,,60.92382,,60.51057,,59.38383,,59.46404,,59.46998,,59.62755,,58.44852,,,60.09831,,60.10322,,,,,,58.7883,,,,53.03207,,60.64983,61.10791,60.75128,,,,,,,60.04007,0,,60.8802,,,,,,,,,60.48687,,,,,,,,,,,,,,,,,,,,,,,60.37246,,52.29531,,52.71309,,53.48882,,60.30498,54.11475,59.82888,59.6013,60.34109,60.80458,48.73598,60.35295,61.09584,59.71431,60.44863,60.74686,60.28193,60.50036,60.48836,59.61971,60.31064,59.96788,60.83287,60.9626,60.72438,60.8432,60.5169,53.57828,53.71284,49.27031,53.93091,54.01228,,,,,,,,,,,,,,,,61.00198,59.56021,60.71036,60.96126,60.49637,60.90141,60.38904,60.59145,58.26825,60.97198,60.06048,61.04389,60.69725,60.0954,59.78538,60.57551,58.84961,60.06556,60.69334,60.37718,60.68349,60.19537,59.99889,59.88603,60.88618,60.58736,61.02357,60.86556,60.88966,
2022-10-09 14:00:00,,,,,,,,,,,58.86798,,58.12999,,57.38237,,57.36702,,57.99334,,58.3398,,58.03939,,54.34058,,,58.39624,,58.60722,,,,,,53.91995,,,,48.60923,,58.90936,58.56011,57.32538,,,,,,,58.88427,0,,57.31232,,,,,,,,,58.98967,,,,,,,,,,,,,,,,,,,,,,,57.70829,,48.43604,,48.59388,,49.56383,,57.94363,50.04485,55.83336,57.20594,57.9996,57.85577,44.91193,57.26386,59.22924,58.43415,58.13621,58.41508,57.70496,58.89592,59.01675,55.29023,58.46645,58.5952,59.24321,58.68629,58.7932,59.04762,58.71171,49.25132,49.75868,45.8233,49.85247,50.01586,,,,,,,,,,,,,,,,57.45095,57.96036,57.72567,58.65101,57.3718,58.01944,55.90926,56.28358,53.9268,57.93015,57.9227,57.58088,58.03588,54.95008,57.4935,58.73259,54.0838,55.38182,58.07069,59.07368,57.64589,56.48147,55.91938,55.84673,57.15501,58.86348,57.78874,57.50489,57.59232,
2022-10-09 15:00:00,,,,,,,,,,,49.21486,,47.96819,,47.68772,,48.08923,,48.717,,49.31086,,48.43591,,45.56027,,,49.14651,,49.48869,,,,,,44.5028,,,,40.43781,,49.20838,49.01333,47.5248,,,,,,,49.69209,0,,47.13363,,,,,,,,,49.35716,,,,,,,,,,,,,,,,,,,,,,,47.75887,,40.0387,,40.1308,,40.97273,,48.05427,41.33601,46.27742,46.93352,47.90635,47.47008,36.87104,46.93362,48.90698,48.65025,48.01496,48.26553,47.53487,48.82127,49.12989,45.71748,48.49263,48.88582,49.21086,48.48501,48.774,48.91368,48.71585,40.33484,40.96946,37.74924,40.81742,41.18298,,,,,,,,,,,,,,,,47.13382,47.76934,47.62706,48.55573,46.4471,48.12573,46.23258,45.40385,44.59686,48.16951,47.29303,47.6727,48.17953,43.92988,47.58454,49.35035,44.33303,45.13411,47.4196,49.93155,48.04845,46.96635,46.46133,46.80004,47.49212,48.53244,48.57811,47.24692,48.71396,
2022-10-09 16:00:00,,,,,,,,,,,33.32495,,31.94718,,32.12546,,32.58617,,32.9447,,33.55532,,32.54263,,31.05763,,,33.39501,,33.87328,,,,,,29.95712,,,,26.92275,,33.29424,33.07223,31.98488,,,,,,,33.60145,0,,31.25612,,,,,,,,,33.24688,,,,,,,,,,,,,,,,,,,,,,,31.57424,,26.63494,,26.66835,,27.33751,,32.09106,27.50196,30.99268,31.15581,31.71086,31.2491,24.2153,30.73462,32.18779,32.14299,31.93813,32.14701,31.64046,32.55798,32.80447,30.5064,32.27429,32.59114,32.93614,32.46622,32.61137,32.57515,32.46561,26.59193,27.29004,25.1503,26.85673,27.42663,,,,,,,,,,,,,,,,31.267,31.3161,31.62081,32.46185,29.80482,32.45715,31.12963,28.99796,29.92334,32.45416,31.10902,32.21406,32.40552,28.15362,31.81216,34.02502,29.29304,29.50901,30.6445,34.12521,32.54802,31.96462,31.70284,31.73323,32.46074,32.35746,33.20331,31.39919,34.18396,
2022-10-09 17:00:00,,,,,,,,,,,13.82854,,12.77912,,12.91733,,13.28934,,13.43361,,13.85723,,12.87949,,12.88441,,,13.08256,,14.29267,,,,,,11.93778,,,,10.77542,,13.8954,13.80777,13.14871,,,,,,,14.022,0,,12.5884,,,,,,,,,13.71192,,,,,,,,,,,,,,,,,,,,,,,12.20991,,10.54883,,10.54738,,11.00654,,12.94956,10.98549,12.43913,11.97475,12.35426,11.89261,9.247313,11.80562,12.35089,12.36074,12.36341,12.57931,12.51476,13.05994,13.17955,12.27521,12.91056,13.07084,13.35014,13.07717,12.8517,12.96932,13.00044,10.28944,10.87748,10.12056,10.43962,11.00471,,,,,,,,,,,,,,,,12.08457,12.09924,12.35915,12.32088,10.74766,13.16866,12.38785,9.873984,11.97147,12.95297,11.4719,12.05075,11.57689,9.591715,12.24108,14.3225,10.75264,10.37266,10.71826,13.32307,12.71757,13.47359,13.12917,13.35813,13.96577,12.72301,14.14268,11.71787,14.29561,
2022-10-09 18:00:00,,,,,,,,,,,0.7130053,,0.7030798,,0.6297824,,0.63585,,0.6384076,,0.6669466,,0.6561708,,0.8162083,,,0.9091381,,0.9249425,,,,,,0.7122696,,,,0.6523874,,0.7944694,1.095349,0.8148625,,,,,,,0.878484,0,,0.7130705,,,,,,,,,1.052843,,,,,,,,,,,,,,,,,,,,,,,0.6876799,,0.4952168,,0.4338444,,0.6294675,,0.7447881,0.5371417,0.706,0.6155245,0.6899109,0.5636747,0.4883524,0.6862214,0.630221,0.5223014,0.4889858,0.5876229,0.4712307,0.6963444,0.6593806,0.6372071,0.6592603,0.5553797,0.6941659,0.7070807,0.7805364,0.856082,0.5990918,0.4140813,0.5412024,0.6107003,0.4538043,0.5327045,,,,,,,,,,,,,,,,0.7257716,0.6739349,0.5921314,0.6632363,0.4919174,0.6864716,0.6982026,0.49099,0.5495959,0.5898166,0.6397157,0.7561316,0.4848517,0.4316398,0.6686378,0.8119393,0.5496337,0.5597014,0.587331,0.6143702,0.6492265,0.7355246,0.7870086,0.7864389,0.6968998,0.6558223,0.8005502,0.6015896,0.7831148,
2022-10-09 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10 06:00:00,,,,,,,,,,,0,,0,,0,,,,0,,0,,0,,0,,,0,,0,,,,,,0,,,,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-10-10 07:00:00,,,,,,,,,,,1.826926,,1.690453,,1.885259,,1.940967,,1.773105,,1.676679,,1.922402,,1.975812,,,1.828016,,2.153425,,,,,,1.986183,,,,1.380277,,1.890388,1.696814,2.028807,,,,,,,2.336167,0,,1.925147,,,,,,,,,2.401611,,,,,,,,,,,,,,,,,,,,,,,2.097403,,1.703385,,1.677262,,1.916042,,2.276705,1.877606,1.973115,2.180829,2.348471,2.37804,1.699181,2.349931,1.906461,2.07435,2.195499,2.028268,2.276631,2.315867,2.307657,2.194605,2.3296,2.498509,2.281474,2.437762,2.421734,1.999817,2.412907,1.824898,1.906277,1.929104,1.87241,1.943356,,,,,,,,,,,,,,,,2.116376,2.240304,2.123708,2.1493,2.355979,2.287285,2.323636,2.391526,1.976434,1.591268,2.422867,2.312488,1.838861,2.328116,2.10712,1.73151,1.57885,1.98846,1.67646,1.69661,1.606779,1.775925,1.753795,1.667593,1.056388,2.129494,1.270249,2.027974,1.199325,
2022-10-10 08:00:00,,,,,,,,,,,16.44299,,15.47922,,16.0683,,16.02641,,15.74664,,16.05544,,16.13923,,15.37008,,,15.84609,,16.53166,,,,,,15.78425,,,,12.64048,,16.21774,15.6093,15.56265,,,,,,,16.85358,0,,16.17242,,,,,,,,,16.8877,,,,,,,,,,,,,,,,,,,,,,,16.10331,,13.69645,,13.9946,,14.37667,,17.13711,14.66592,16.3418,16.68911,17.20313,17.29155,13.05068,16.93887,17.12812,17.06159,17.0036,16.79044,16.83633,17.29528,17.47922,16.26446,17.07673,17.58539,17.53505,17.35409,17.32191,16.88383,17.35029,14.22355,14.46771,13.62519,14.52777,14.72246,,,,,,,,,,,,,,,,16.49567,17.62756,16.57267,17.00821,18.06855,16.73859,16.2607,17.42019,15.2869,15.99783,18.20736,16.55401,15.91128,17.98694,17.06375,14.50139,14.31117,15.12453,15.98905,15.19339,14.19649,14.14189,13.78835,12.7264,11.87938,17.14643,12.88213,16.95032,12.22096,
2022-10-10 09:00:00,,,,,,,,,,,35.89556,,34.52169,,34.99097,,35.26247,,35.33055,,35.40607,,35.40645,,33.28193,,,35.39587,,35.99139,,,,,,34.14002,,,,28.05292,,35.58921,34.94738,34.26358,,,,,,,36.08007,0,,35.4229,,,,,,,,,36.23825,,,,,,,,,,,,,,,,,,,,,,,35.45729,,29.6947,,30.19444,,30.78856,,36.342,31.1782,34.87836,35.82479,36.68166,36.61385,28.08411,35.82824,37.2578,36.86621,36.50333,36.4208,35.98492,36.95453,37.1756,34.51525,36.44286,37.11021,37.27399,36.86184,37.04712,36.59698,36.89027,30.59505,30.9509,28.79629,31.23802,31.35624,,,,,,,,,,,,,,,,35.6926,37.40829,35.71196,36.55615,37.74799,35.85728,34.61897,37.47907,33.15722,35.40049,37.7366,35.42266,35.14245,37.09069,36.49496,33.22984,32.00088,34.1004,35.79396,34.83591,33.32517,32.56121,32.05585,29.90214,29.51926,37.88926,32.22213,36.29054,29.83947,
2022-10-10 10:00:00,,,,,,,,,,,51.13578,,49.87976,,50.00444,,49.98565,,50.39904,,50.66597,,50.67232,,47.15212,,,50.61198,,51.1501,,,,,,47.90129,,,,41.48816,,50.98343,50.09406,49.43316,,,,,,,51.35976,0,,50.35775,,,,,,,,,51.51937,,,,,,,,,,,,,,,,,,,,,,,50.2341,,42.11147,,42.76921,,43.35696,,51.06421,43.92281,49.09396,50.53552,51.40271,51.33181,39.85613,50.69635,52.37364,51.85203,51.30796,51.27066,50.60819,51.99551,52.21468,48.57699,51.32204,51.97574,52.31089,51.64577,51.94572,51.82937,51.79319,43.27005,43.50423,40.31248,43.86537,43.92947,,,,,,,,,,,,,,,,50.58877,52.2393,50.54437,51.46776,52.44876,50.63921,48.78577,52.01305,46.88636,50.26453,52.43179,50.09752,49.88786,50.90469,51.20635,48.73811,46.68689,48.25224,51.14088,50.31395,48.49189,47.13753,46.77005,43.60428,43.36152,53.56099,46.86724,51.04887,43.82592,
2022-10-10 11:00:00,,,,,,,,,,,59.41868,,58.43626,,58.23221,,57.9366,,58.56607,,58.73494,,58.67089,,54.58259,,,58.94956,,59.19213,,,,,,55.27933,,,,48.78845,,59.53943,58.69121,57.90019,,,,,,,59.27762,0,,58.55928,,,,,,,,,59.56388,,,,,,,,,,,,,,,,,,,,,,,58.42025,,49.08902,,49.63024,,50.34792,,59.09484,50.98583,56.84651,58.60353,59.50025,59.39019,46.16274,58.81805,60.3342,59.34943,59.44679,59.48085,58.78868,59.84399,59.89649,56.33566,59.30769,59.54876,60.26149,59.79818,59.84472,60.00496,59.72799,50.39401,50.61751,46.67645,50.87495,50.95234,,,,,,,,,,,,,,,,59.05383,59.39172,58.84799,59.7548,59.7617,58.8449,56.72685,59.21292,54.55636,58.51488,59.55648,58.42022,58.31622,58.05925,58.89941,57.80894,54.44244,56.47817,59.27442,59.06209,57.12745,55.83321,55.42765,52.49001,54.20368,60.37843,56.00311,58.97652,55.84954,
2022-10-10 12:00:00,,,,,,,,,,,60.82075,,60.86632,,60.46794,,59.35922,,59.50478,,59.50203,,59.61936,,57.47107,,,60.10606,,60.1536,,,,,,57.85422,,,,52.25245,,60.70121,61.00765,60.72776,,,,,,,60.22448,0,,60.87198,,,,,,,,,60.4869,,,,,,,,,,,,,,,,,,,,,,,60.28749,,51.6603,,52.10535,,52.78375,,60.27,53.45348,59.09272,59.6162,60.35553,60.79356,48.26351,60.27579,61.14688,59.73513,60.41872,60.74133,60.21406,60.53176,60.46309,59.00845,60.29498,59.93559,60.88715,61.01229,60.79254,60.86263,60.48948,52.95541,53.0196,48.78175,53.31896,53.32955,,,,,,,,,,,,,,,,61.07756,59.68763,60.74456,61.04392,60.54626,60.90429,59.91944,60.76323,57.55001,61.06188,60.14593,61.07125,60.79572,60.30117,59.79959,60.5897,57.81136,59.72969,60.77127,60.39229,60.5811,59.3713,59.20498,59.13242,59.12913,60.63905,60.68048,60.88768,60.68151,
2022-10-10 13:00:00,,,,,,,,,,,60.85461,,60.86495,,60.50733,,59.05252,,59.19052,,59.48957,,59.62599,,57.8327,,,60.14877,,60.04516,,,,,,57.64764,,,,52.37608,,60.70585,61.09531,60.6699,,,,,,,60.13393,0,,60.77349,,,,,,,,,60.51577,,,,,,,,,,,,,,,,,,,,,,,60.31936,,51.86927,,52.18835,,52.94927,,60.24176,53.47914,59.20617,59.65947,60.39746,60.67642,48.36357,60.20231,61.11462,59.7122,60.25018,60.80682,60.16377,58.0262,60.38424,58.88415,60.27837,59.91288,60.71329,60.94997,60.80617,60.79399,60.41045,53.10498,53.17709,48.83897,53.55664,53.71199,,,,,,,,,,,,,,,,61.07924,59.58868,60.71154,61.03175,60.53677,60.8404,60.2091,60.67598,57.87146,60.95341,60.06829,60.83847,60.74559,59.63318,59.75262,60.5261,58.28177,60.02676,60.77863,60.36041,60.69635,60.06917,59.69442,59.56139,56.32005,60.62643,60.71513,55.66318,60.786,
2022-10-10 14:00:00,,,,,,,,,,,53.72119,,52.99155,,52.6417,,52.24662,,53.07656,,53.71883,,53.18976,,49.02225,,,53.53732,,54.27422,,,,,,50.38787,,,,45.04351,,53.29252,54.01046,51.83604,,,,,,,54.08171,0,,52.0183,,,,,,,,,54.15796,,,,,,,,,,,,,,,,,,,,,,,52.89147,,44.62072,,44.77437,,45.38454,,52.52536,44.82892,51.403,52.23507,53.02538,52.27679,41.84089,52.04027,54.04415,53.27897,52.77223,53.47459,51.50837,52.68191,54.12349,50.29808,53.83855,52.57746,54.79456,52.51548,53.55146,53.53074,53.15224,44.67261,45.09148,41.53286,45.17426,45.34252,,,,,,,,,,,,,,,,52.16626,52.82357,52.00439,53.6847,52.64526,52.93214,51.19367,51.73391,49.32019,53.41594,52.58513,52.82847,53.55167,49.20049,52.7817,53.64738,49.02992,50.53656,52.92388,54.05662,52.81961,51.72179,50.65659,50.91174,51.7475,53.83842,52.86331,52.4228,52.89518,
2022-10-10 15:00:00,,,,,,,,,,,44.04928,,43.46387,,43.95322,,42.64343,,43.28031,,44.18146,,44.4342,,41.20713,,,44.3181,,44.47663,,,,,,40.79294,,,,35.9703,,43.28138,44.77599,41.89323,,,,,,,45.87937,0,,41.41563,,,,,,,,,45.39568,,,,,,,,,,,,,,,,,,,,,,,42.884,,36.01579,,36.00372,,37.04084,,43.36008,37.28268,41.5397,42.65256,43.48389,42.74205,33.48356,42.55386,44.40124,44.10192,43.59916,43.75443,42.94452,44.05696,44.06695,41.26814,43.84994,43.92469,44.04449,43.58234,44.16154,44.01525,43.7936,36.39362,36.96124,34.19542,36.99341,37.31446,,,,,,,,,,,,,,,,43.0662,43.11089,43.11712,43.96674,42.34415,43.52532,41.86115,41.49432,40.33966,43.4491,42.51506,43.10382,43.80779,39.90419,42.8393,45.40622,40.00575,41.85395,43.91572,45.85794,44.00902,43.1501,42.64743,43.47588,44.04763,44.9781,44.52918,43.72173,43.96868,
2022-10-10 16:00:00,,,,,,,,,,,30.52061,,28.24534,,28.54977,,29.92746,,30.20095,,30.53251,,28.95877,,27.97594,,,30.01225,,30.10235,,,,,,27.6173,,,,24.34524,,30.4566,29.43336,29.39437,,,,,,,29.959,0,,28.70282,,,,,,,,,29.69836,,,,,,,,,,,,,,,,,,,,,,,28.89838,,24.52024,,24.50975,,25.10071,,29.28555,25.00837,28.04457,28.63778,29.12159,28.41916,22.21786,28.34937,29.42238,29.5383,29.36229,29.55401,28.82631,29.64039,29.71952,28.04533,30.02159,29.52683,29.70337,29.41611,29.83605,29.75595,29.63333,24.31581,25.0015,23.04246,24.56493,25.11764,,,,,,,,,,,,,,,,28.99943,28.16974,28.51596,29.22691,27.82676,29.15702,27.9316,27.06157,27.08476,30.1006,28.31997,29.8529,29.89908,25.56887,28.36154,30.72298,26.7698,27.30735,28.28019,30.72556,29.36547,28.91175,29.04548,29.23222,29.82751,30.1619,30.53233,29.10545,30.9603,
