"Meeks Monthly "
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1 (Standard)(RMA11431),Production meter L-N voltage,Production meter L-L voltage,Production meter active power,"Schneider XC 680kW Inverter - 1A, Line kW","Schneider XC 680kW Inverter - 1B, Line kW","Schneider XC 680kW Inverter - 1C, Line kW"
10/1/2023 5:45:00 AM,0,52.52742,56.93202,0,15070,26102.67,-4.51,0,,0
10/1/2023 6:00:00 AM,0,52.62679,56.84176,0,15051.33,26070,-4.499667,0,,0
10/1/2023 6:15:00 AM,0,52.49152,56.99372,0,15044.67,26059,-4.496,0,,0
10/1/2023 6:30:00 AM,0,52.09993,56.79491,0,15040,26049,-4.494333,0,,0
10/1/2023 6:45:00 AM,0,51.66742,56.3573,0,15039.67,26050,-5.564667,-0.5033333,,-0.4933333
10/1/2023 7:00:00 AM,1.190711,51.8269,56.15507,0,15025.67,26025,4.386,2.463333,,2.656667
10/1/2023 7:15:00 AM,19.22148,52.74952,56.44757,0,15022.67,26017.67,30.71867,10.85333,,11.32
10/1/2023 7:30:00 AM,67.19013,55.6218,57.59472,0,15027.67,26028.67,88.81767,28.66,,31.13
10/1/2023 7:45:00 AM,112.0119,58.92907,59.08235,0,15044.67,26058.67,201.696,68.25,,66.72334
10/1/2023 8:00:00 AM,198.0833,62.29898,60.42146,0,15038.33,26046.33,364.3877,125.9244,,117.59
10/1/2023 8:15:00 AM,270.6317,66.12309,61.83368,0,15030.67,26034,547.545,186.2756,,179.8333
10/1/2023 8:30:00 AM,327.9559,71.78329,63.16707,0,15043,26055.67,677.1447,236.07,,230.3233
10/1/2023 8:45:00 AM,393.1048,77.65891,64.73469,0,15033.33,26038,839.7313,289.4967,,284.1233
10/1/2023 9:00:00 AM,453.8311,85.45746,66.39714,0,15012.67,26003,971.673,339.8633,,335.44
10/1/2023 9:15:00 AM,510.9852,89.36674,67.77966,0,14991.67,25965,1129.568,387.3933,,383.8333
10/1/2023 9:30:00 AM,565.1626,96.25099,69.66263,0,14973.33,25935,1301.794,433.29,,430.9967
10/1/2023 9:45:00 AM,620.1904,98.97296,70.8532,0,14962.33,25914.67,1432.198,476.6,,473.8467
10/1/2023 10:00:00 AM,673.092,103.1519,72.49051,0,14947.33,25888.67,1427.458,514.6367,,512.45
10/1/2023 10:15:00 AM,719.1046,107.5731,73.97129,0,14926.67,25853.33,1509.419,548.5733,,546.4366
10/1/2023 10:30:00 AM,755.081,107.2691,74.51515,0,14920.33,25842.67,1641.115,577.7833,,573.4033
10/1/2023 10:45:00 AM,789.6967,113.2107,75.89882,0,14941.33,25879,1736.667,605.24,,592.2167
10/1/2023 11:00:00 AM,733.223,110.3693,75.97994,0,14929.67,25857,1516.93,501.7267,,556.1334
10/1/2023 11:15:00 AM,714.937,110.9054,77.01169,0,14910.33,25825,1175.756,415.85,,473.8067
10/1/2023 11:30:00 AM,895.8401,112.9393,77.29505,0,14919.67,25841.33,1690.181,554.7867,,586.4767
10/1/2023 11:45:00 AM,958.9477,124.3191,79.27514,0,14908,25821,1761.532,607.7833,,628.78
10/1/2023 12:00:00 PM,947.2958,125.0731,79.92184,0,14896.67,25802.33,1836.231,607.2633,,640.4567
10/1/2023 12:15:00 PM,885.9742,123.5984,80.28746,0,14916,25833,1832.986,638.03,,621.9167
10/1/2023 12:30:00 PM,964.9864,127.7766,80.84618,0,14916.33,25837.67,1897.081,643.4333,,654.9
10/1/2023 12:45:00 PM,757.3773,123.6861,81.3215,0,14918.67,25840,1521.237,539.48,,518.5067
10/1/2023 1:00:00 PM,909.9585,119.6625,80.62452,0,14914,25831,1632.638,597.7833,,599.6667
10/1/2023 1:15:00 PM,895.1597,127.3215,82.25041,0,14911,25828,1705.691,591.0733,,619.77
10/1/2023 1:30:00 PM,839.0262,121.1562,82.38752,0,14931,25861.33,1736.363,579.1667,,560.3066
10/1/2023 1:45:00 PM,678.4503,118.0544,81.8448,0,14915.67,25834.33,1069.857,425.71,,428.1233
10/1/2023 2:00:00 PM,737.8158,118.9461,82.89597,0,14905.67,25818.67,1278.898,463.83,,482.9667
10/1/2023 2:15:00 PM,548.6627,103.2029,81.35577,0,14904.33,25816,1115.036,390.6733,,387.9767
10/1/2023 2:30:00 PM,897.4561,118.8726,82.42637,0,14928,25856.67,1808.632,626.0133,,664.92
10/1/2023 2:45:00 PM,712.9808,120.3238,83.51524,0,14927.33,25855,1538.328,527.88,,527.8933
10/1/2023 3:00:00 PM,694.78,118.6046,83.8306,0,14922.67,25847.33,1473.276,493.4967,,510.32
10/1/2023 3:15:00 PM,610.0694,113.5998,83.45583,0,14927.67,25857.33,1302.033,425.8867,,440.9833
10/1/2023 3:30:00 PM,598.4174,107.8177,82.73829,0,14930.33,25859.67,1273.392,446.6867,,460.5967
10/1/2023 3:45:00 PM,624.358,115.5043,83.71405,0,14915.33,25833.67,1236.668,430.75,,462.1267
10/1/2023 4:00:00 PM,520.2557,108.7412,83.13362,0,14927,25855.33,1134.72,394.0733,,404.9667
10/1/2023 4:15:00 PM,517.279,104.7993,82.80685,0,14928,25856,1104.223,375.9533,,391.8133
10/1/2023 4:30:00 PM,321.9173,99.56663,82.34867,0,14932,25862,725.581,236.14,,246.7633
10/1/2023 4:45:00 PM,314.3477,94.60027,81.71912,0,14916.33,25834.33,657.2087,199.93,,236.21
10/1/2023 5:00:00 PM,291.4691,92.96792,81.0507,0,14905.67,25817,641.8253,205.7033,,217.8067
10/1/2023 5:15:00 PM,218.6656,89.35504,80.49313,0,14905,25814.33,465.9573,150.3333,,160.3967
10/1/2023 5:30:00 PM,144.2461,84.98068,79.82357,0,14888.33,25787.67,299.364,94.88333,,105.3533
10/1/2023 5:45:00 PM,98.91408,80.97371,78.90837,0,14877,25766,203.0103,63.47667,,71.03
10/1/2023 6:00:00 PM,64.1283,76.42568,77.4413,0,14963,25916.33,125.8703,38.36333,,45.52333
10/1/2023 6:15:00 PM,32.48941,72.29764,75.43722,0,14958.33,25907.33,70.027,22.41667,,25.56667
10/1/2023 6:30:00 PM,5.868505,67.55422,73.19434,0,14950,25895,25.285,9.03,,9.73
10/1/2023 6:45:00 PM,0,63.89793,70.85205,0,14960.67,25913.67,-1.679333,0.36,,0.74
10/1/2023 7:00:00 PM,0,62.36577,68.736,0,14963.33,25916.67,-5.587333,-0.5633333,,-0.39
10/1/2023 7:15:00 PM,0,57.54971,61.24297,0,14968,25926.33,-4.437667,0,,0
10/1/2023 7:30:00 PM,0,60.69501,65.94925,0,14991.33,25965,-4.450667,0,,0
10/1/2023 7:45:00 PM,0,60.18485,65.29227,0,15011.33,25999.67,-4.464,0,,0
10/1/2023 8:00:00 PM,0,59.69306,64.62157,0,15025.67,26024.67,-4.474,0,,0
10/1/2023 8:15:00 PM,0,58.894,63.92003,0,15014,26005.33,-4.463666,0,,0
10/1/2023 8:30:00 PM,0,58.24107,63.17278,0,15033.33,26039.33,-4.479667,0,,0
10/1/2023 8:45:00 PM,0,57.91877,62.69176,0,15029.33,26032.67,-4.477,0,,0
10/1/2023 9:00:00 PM,0,58.00978,62.31242,0,15028.67,26030.67,-4.477,0,,0
10/1/2023 9:15:00 PM,0,57.18401,61.8851,0,15037,26045,-4.482333,0,,0
10/1/2023 9:30:00 PM,0,56.58617,61.45549,0,15047,26061.67,-4.486,0,,0
10/1/2023 9:45:00 PM,0,56.28392,61.10129,0,15065.67,26094.67,-4.499,0,,0
10/1/2023 10:00:00 PM,0,56.01172,60.70253,0,15056.33,26079,-4.487333,0,,0
10/1/2023 10:15:00 PM,0,55.80131,60.34033,0,15066,26094.67,-4.494333,0,,0
10/1/2023 10:30:00 PM,0,55.32455,59.94271,0,15075,26110.67,-4.497334,0,,0
10/1/2023 10:45:00 PM,0,55.10662,59.74619,0,15084,26126.33,-4.502666,0,,0
10/1/2023 11:00:00 PM,0,55.04483,59.67649,0,15116,26180.67,-4.528,0,,0
10/1/2023 11:15:00 PM,0,54.96886,59.40228,0,15085,26128.67,-4.511,0,,0
10/1/2023 11:30:00 PM,0,54.90039,59.26631,0,15090,26136.33,-4.516333,0,,0
10/1/2023 11:45:00 PM,0,55.10829,58.81728,0,15088,26134.33,-4.517334,0,,0
10/2/2023 12:00:00 AM,0,54.51297,58.82984,0,15092,26138.67,-4.518667,0,,0
10/2/2023 12:15:00 AM,0,54.16312,58.42766,0,15087,26130.67,-4.515,0,,0
10/2/2023 12:30:00 AM,0,54.11134,58.28255,0,15078.67,26115.33,-4.503334,0,,0
10/2/2023 12:45:00 AM,0,53.68301,58.19114,0,15079,26116,-4.503667,0,,0
10/2/2023 1:00:00 AM,0,53.63041,57.76839,0,15061,26085,-4.492333,0,,0
10/2/2023 1:15:00 AM,0,53.50517,57.7444,0,15053.33,26074.33,-4.488,0,,0
10/2/2023 1:30:00 AM,0,53.16116,57.59129,0,15074.67,26109.67,-4.502333,0,,0
10/2/2023 1:45:00 AM,0,52.97914,57.51588,0,15088.67,26135,-4.513333,0,,0
10/2/2023 2:00:00 AM,0,53.162,57.42904,0,15092.33,26138,-4.515666,0,,0
10/2/2023 2:15:00 AM,0,53.68135,57.42561,0,15105.67,26164.67,-4.526,0,,0
10/2/2023 2:30:00 AM,0,53.60536,57.51359,0,15077,26113.33,-4.504333,0,,0
10/2/2023 2:45:00 AM,0,53.31479,57.51017,0,15045.33,26058.33,-4.482,0,,0
10/2/2023 3:00:00 AM,0,53.47261,57.46789,0,15043.67,26056.67,-4.486667,0,,0
10/2/2023 3:15:00 AM,0,53.50433,57.42561,0,15048,26065,-4.488667,0,,0
10/2/2023 3:30:00 AM,0,53.11106,57.33535,0,15055.33,26075.33,-4.493,0,,0
10/2/2023 3:45:00 AM,0,53.05679,57.3045,0,15051.67,26072,-4.491333,0,,0
10/2/2023 4:00:00 AM,0,53.21627,57.29993,0,15042.67,26055.67,-4.488667,0,,0
10/2/2023 4:15:00 AM,0,52.71696,57.0737,0,15038,26047.33,-4.485333,0,,0
10/2/2023 4:30:00 AM,0,52.39717,56.7515,0,15034,26038.67,-4.482,0,,0
10/2/2023 4:45:00 AM,0,52.73867,56.75264,0,15020.33,26014,-4.471334,0,,0
10/2/2023 5:00:00 AM,0,52.23519,56.6738,0,14985.33,25956.33,-4.449333,0,,0
10/2/2023 5:15:00 AM,0,52.41053,56.64523,0,14970.67,25930,-4.437,0,,0
10/2/2023 5:30:00 AM,0,52.12247,56.4967,0,14949.67,25892.33,-4.424,0,,0
10/2/2023 5:45:00 AM,0,51.93293,56.32417,0,14935,25870,-4.415667,0,,0
10/2/2023 6:00:00 AM,0,51.72086,56.14021,0,14931.67,25862.33,-4.417333,0,,0
10/2/2023 6:15:00 AM,0,51.72086,56.0271,0,14947.67,25889.33,-4.425,0,,0
10/2/2023 6:30:00 AM,0,51.49876,55.93798,0,14939,25874.67,-4.417,0,,0
10/2/2023 6:45:00 AM,0,51.66074,56.03967,0,15011.33,26000.67,-5.587,-0.4633333,,-0.5366667
10/2/2023 7:00:00 AM,0.425254,52.18843,56.16649,0,14992,25967.33,3.191,2.063333,,2.263333
10/2/2023 7:15:00 AM,17.18026,53.05679,56.60638,0,14990,25962.67,24.13367,8.633333,,9.26
10/2/2023 7:30:00 AM,81.73382,55.2878,57.32621,0,15026.67,26025.67,85.518,25.98,,31.74
10/2/2023 7:45:00 AM,132.9344,59.22966,59.26174,0,15070.67,26104.67,226.574,76.48,,75.47334
10/2/2023 8:00:00 AM,204.7173,62.54445,60.67511,0,15091.67,26140,395.911,135.5733,,128.5233
10/2/2023 8:15:00 AM,265.6987,65.93773,62.01078,0,15106,26164.67,546.5853,186.38,,180.07
10/2/2023 8:30:00 AM,330.3373,71.66222,63.33046,0,15114,26178,678.2477,236.9433,,231.3333
10/2/2023 8:45:00 AM,391.744,79.4307,65.1403,0,15088.33,26132.33,807.1637,289.5167,,284.67
10/2/2023 9:00:00 AM,452.2151,86.81844,67.01984,0,15079.67,26118.67,980.9377,339.88,,335.3433
10/2/2023 9:15:00 AM,509.1992,93.2685,69.16103,0,15051,26067.67,1160.761,386.9267,,383.7433
10/2/2023 9:30:00 AM,563.8868,97.98771,71.19711,0,15031.67,26035,1292.929,430.8133,,428.7667
10/2/2023 9:45:00 AM,621.6364,98.87276,72.28599,0,15018.33,26011.67,1375.506,458.9933,,457.1033
10/2/2023 10:00:00 AM,671.6462,102.8213,73.13149,0,15008.33,25995.33,1345.77,459.4733,,463.4633
10/2/2023 10:15:00 AM,714.5969,110.3626,75.2784,0,14989,25962.67,1277.481,426.8467,,423.84
10/2/2023 10:30:00 AM,759.0784,114.231,77.0414,0,14986.33,25958.67,1343.914,455.71,,450.79
10/2/2023 10:45:00 AM,799.5626,117.7554,78.45248,0,14977.67,25943,1333.765,445.61,,443.3633
10/2/2023 11:00:00 AM,832.9875,121.8417,79.98239,0,14956,25904.33,1388.096,476.79,,479.5367
10/2/2023 11:15:00 AM,866.5826,121.2689,80.82447,0,14948.67,25890,1545.687,515.63,,516.6166
10/2/2023 11:30:00 AM,895.585,122.9489,81.7831,0,14948,25889,1632.767,576.67,,562.7633
10/2/2023 11:45:00 AM,915.0616,126.1326,82.44465,0,14951,25895.33,1714.164,572.2466,,568.8933
10/2/2023 12:00:00 PM,932.4119,127.2973,83.09821,0,14954,25901.67,1676.805,585.38,,587.3033
10/2/2023 12:15:00 PM,948.6566,128.1056,84.38361,0,14970.33,25929,1727.515,574.9667,,574.2
10/2/2023 12:30:00 PM,957.5019,127.0452,84.78122,0,14958.67,25908.33,1778.859,594.3233,,593.1166
10/2/2023 12:45:00 PM,962.605,127.3734,85.10114,0,14954.33,25901.67,1775.257,619.7833,,617.51
10/2/2023 1:00:00 PM,955.2906,128.8412,85.17427,0,14961,25913,1923.064,641.6967,,638.9
10/2/2023 1:15:00 PM,952.569,126.7546,85.42335,0,14957.67,25907,1995.205,666.33,,665.4933
10/2/2023 1:30:00 PM,940.1516,129.8206,86.14317,0,14954.33,25902,1835.767,654.4833,,653.6367
10/2/2023 1:45:00 PM,927.479,128.3561,86.75674,0,14947,25889,1974.285,675.1166,,676.58
10/2/2023 2:00:00 PM,893.1185,131.1774,88.07527,0,14948,25890,1907.487,652.9966,,659.31
10/2/2023 2:15:00 PM,871.6006,129.2236,87.38515,0,14946.67,25889.33,1867.441,640.2433,,645.6633
10/2/2023 2:30:00 PM,836.8999,126.1652,86.4014,0,14962.33,25917,1756.909,615.3834,,623.6067
10/2/2023 2:45:00 PM,800.0729,127.5378,87.00582,0,14963.33,25917.33,1652.957,587,,597.9067
10/2/2023 3:00:00 PM,768.8593,122.3978,86.44367,0,14973.33,25934.33,1657.249,564.55,,577.1533
10/2/2023 3:15:00 PM,725.3983,120.1509,86.68247,0,14984.67,25955.67,1629.906,536.16,,546.8367
10/2/2023 3:30:00 PM,681.427,118.86,86.34656,0,14980.67,25947.33,1464.775,501.9433,,516.2333
10/2/2023 3:45:00 PM,632.0976,115.3558,86.12832,0,14987.67,25959.67,1392.468,467.5533,,481.23
10/2/2023 4:00:00 PM,575.7089,112.4443,85.66101,0,14962.67,25916,1248.81,424.23,,440.3667
10/2/2023 4:15:00 PM,518.2145,110.1305,85.99578,0,14959.67,25910,1151.232,381.67,,397.8867
10/2/2023 4:30:00 PM,465.313,104.7776,85.12399,0,14959,25909.33,1047.638,339.0833,,356.0367
10/2/2023 4:45:00 PM,401.1846,103.3039,85.32623,0,14964,25920.67,899.673,289.7667,,306.92
10/2/2023 5:00:00 PM,341.3089,99.2009,84.77094,0,14966.33,25921,741.1677,240.92,,257.9633
10/2/2023 5:15:00 PM,279.1367,96.21592,84.48758,0,14953,25900.67,574.7507,186.7867,,207.73
10/2/2023 5:30:00 PM,214.4131,90.70602,83.15533,0,14954.33,25901.33,430.4223,125.9567,,155.1767
10/2/2023 5:45:00 PM,154.4523,86.25567,82.09959,0,14940,25876.33,275.791,72.33,,106.53
10/2/2023 6:00:00 PM,96.95791,81.60912,80.81876,0,14919.67,25840.67,147.8503,33.21,,60.78
10/2/2023 6:15:00 PM,47.20319,76.42233,78.99977,0,14894,25797,64.00733,16.54667,,25.93
10/2/2023 6:30:00 PM,9.865893,71.67058,76.99798,0,14878.67,25769.33,19.11367,6.77,,7.856667
10/2/2023 6:45:00 PM,0,67.61935,74.6237,0,14890,25791.33,-2.11,0.2066667,,0.58
10/2/2023 7:00:00 PM,0,64.3964,71.8838,0,15016.33,26007.67,-5.583,-0.4966667,,-0.65
10/2/2023 7:15:00 PM,0,63.47627,70.34132,0,15063.33,26090.33,-4.495,0,,0
10/2/2023 7:30:00 PM,0,63.03959,69.6432,0,15058.33,26080.67,-4.494667,0,,0
10/2/2023 7:45:00 PM,0,62.26474,68.68344,0,15064.33,26092,-4.492667,0,,0
10/2/2023 8:00:00 PM,0,62.3115,68.30296,0,15048.33,26065,-4.478667,0,,0
10/2/2023 8:15:00 PM,0,61.6811,68.00589,0,15050,26070,-4.482,0,,0
10/2/2023 8:30:00 PM,0,60.90208,67.08154,0,15087,26132,-4.507333,0,,0
10/2/2023 8:45:00 PM,0,60.13559,65.74815,0,15094.33,26145,-4.508,0,,0
10/2/2023 9:00:00 PM,0,59.81664,65.03519,0,15077.33,26115,-4.502,0,,0
10/2/2023 9:15:00 PM,0,59.95607,64.9472,0,15050.33,26068.33,-4.483667,0,,0
10/2/2023 9:30:00 PM,0,59.80828,64.94492,0,15057.33,26079.67,-4.486,0,,0
10/2/2023 9:45:00 PM,0,59.75068,65.11288,0,15069.33,26102.67,-4.503334,0,,0
10/2/2023 10:00:00 PM,0,59.22131,64.94492,0,15069.67,26100.33,-4.506667,0,,0
10/2/2023 10:15:00 PM,0,58.77126,64.66842,0,15073.67,26107.33,-4.509333,0,,0
10/2/2023 10:30:00 PM,0,58.18345,63.92117,0,15085.67,26130,-4.514333,0,,0
10/2/2023 10:45:00 PM,0,57.61067,63.07681,0,15085,26126.67,-4.508333,0,,0
10/2/2023 11:00:00 PM,0,57.63823,62.76031,0,15042.33,26053.33,-4.476666,0,,0
10/2/2023 11:15:00 PM,0,57.08381,62.2233,0,15052,26071.67,-4.484334,0,,0
10/2/2023 11:30:00 PM,0,56.7206,61.57889,0,15076.67,26114.67,-4.495,0,,0
10/2/2023 11:45:00 PM,0,56.54108,61.22697,0,15071,26103,-4.486,0,,0
10/3/2023 12:00:00 AM,0,56.21796,60.85221,0,15074.33,26110,-4.491667,0,,0
10/3/2023 12:15:00 AM,0,55.84974,60.49115,0,15056.33,26078.33,-4.481333,0,,0
10/3/2023 12:30:00 AM,0,55.51074,60.06497,0,15063,26090,-4.490667,0,,0
10/3/2023 12:45:00 AM,0,55.22936,59.57709,0,15039.67,26050.67,-4.472,0,,0
10/3/2023 1:00:00 AM,0,54.94881,59.32687,0,15055.67,26077.67,-4.486333,0,,0
10/3/2023 1:15:00 AM,0,54.64739,59.22175,0,15052,26071.67,-4.483667,0,,0
10/3/2023 1:30:00 AM,0,54.35516,58.98523,0,15024,26023.33,-4.466333,0,,0
10/3/2023 1:45:00 AM,0,54.23409,58.74529,0,15025,26022.33,-4.467333,0,,0
10/3/2023 2:00:00 AM,0,54.11469,58.56934,0,15019.67,26016.33,-4.464667,0,,0
10/3/2023 2:15:00 AM,0,54.37436,58.25284,0,15025,26025.67,-4.465333,0,,0
10/3/2023 2:30:00 AM,0,53.89593,58.15115,0,15032.67,26037.33,-4.474,0,,0
10/3/2023 2:45:00 AM,0,54.07127,58.07232,0,15044,26054.67,-4.483,0,,0
10/3/2023 3:00:00 AM,0,54.71586,58.13058,0,15050.33,26068,-4.487333,0,,0
10/3/2023 3:15:00 AM,0,54.23576,58.03347,0,15061,26085.67,-4.493667,0,,0
10/3/2023 3:30:00 AM,0,53.68385,57.8975,0,15065.33,26092.67,-4.497667,0,,0
10/3/2023 3:45:00 AM,0,53.34486,57.69298,0,15057.67,26081.33,-4.492667,0,,0
10/3/2023 4:00:00 AM,0,53.35738,57.58101,0,15042.67,26056.67,-4.482333,0,,0
10/3/2023 4:15:00 AM,0,53.61872,57.39591,0,15046,26060.67,-4.485333,0,,0
10/3/2023 4:30:00 AM,0,53.43336,57.36849,0,15044.33,26058.33,-4.484667,0,,0
10/3/2023 4:45:00 AM,0,53.20291,57.32164,0,15026,26026.33,-4.47,0,,0
10/3/2023 5:00:00 AM,0,52.97247,57.18567,0,14994.33,25969.67,-4.449333,0,,0
10/3/2023 5:15:00 AM,0,52.69525,56.99943,0,14996.33,25973.33,-4.452333,0,,0
10/3/2023 5:30:00 AM,0,52.78793,56.8509,0,14977.67,25942,-4.439333,0,,0
10/3/2023 5:45:00 AM,0,52.97329,56.77092,0,14992.67,25969.67,-4.451667,0,,0
10/3/2023 6:00:00 AM,0,53.31646,56.85661,0,14962,25914.33,-4.43,0,,0
10/3/2023 6:15:00 AM,0,53.22211,56.75606,0,14936.33,25869.33,-4.412667,0,,0
10/3/2023 6:30:00 AM,0,53.19289,56.57097,0,14941.33,25879.67,-4.423,0,,0
10/3/2023 6:45:00 AM,0,52.81215,56.46928,0,14961.33,25913.67,-5.900667,-0.4833333,,-0.6166667
10/3/2023 7:00:00 AM,0.5953556,52.73283,56.55268,0,14944.33,25885,2.617,1.863333,,2.106667
10/3/2023 7:15:00 AM,15.30914,53.30979,56.73664,0,15016,26008.33,26.37567,9.51,,9.75
10/3/2023 7:30:00 AM,67.27518,55.07656,57.26451,0,15038.33,26046.67,80.553,25.05,,29.20333
10/3/2023 7:45:00 AM,118.901,58.57004,58.6676,0,15083.67,26125.33,200.7637,67.5,,67.17667
10/3/2023 8:00:00 AM,176.8206,62.62043,60.19751,0,15099,26151.67,348.1033,120.7233,,115.2167
10/3/2023 8:15:00 AM,242.9051,65.9678,61.71371,0,15118.67,26186.67,494.745,169.82,,163.9467
10/3/2023 8:30:00 AM,308.9896,70.8924,63.28933,0,15121.67,26192.33,652.4594,219.5833,,214.1833
10/3/2023 8:45:00 AM,366.8241,75.96478,64.83866,0,15099.33,26154.67,797.6393,269.1433,,264.4767
10/3/2023 9:00:00 AM,424.9989,84.29352,66.55939,0,15082.33,26122.67,936.7197,319.0667,,314.3667
10/3/2023 9:15:00 AM,484.1942,91.23705,68.73257,0,15060.67,26087.67,1088.669,366.1267,,363.7
10/3/2023 9:30:00 AM,540.3278,97.05089,70.9286,0,15051.33,26071.33,1202.733,410.7533,,409.31
10/3/2023 9:45:00 AM,593.0593,102.6067,72.85499,0,15039.67,26050.33,1263.614,451.6867,,450.1667
10/3/2023 10:00:00 AM,642.899,108.2552,74.76081,0,15034.33,26037.67,1410.644,486.87,,486.1433
10/3/2023 10:15:00 AM,691.1228,110.4895,76.09877,0,15005.33,25989,1451.586,500.62,,500.78
10/3/2023 10:30:00 AM,733.8184,113.528,77.79549,0,15000.67,25981.33,1465.556,492.4233,,492.7033
10/3/2023 10:45:00 AM,772.7716,117.0925,79.31284,0,14993.67,25969,1489.629,496.0967,,495.0533
10/3/2023 11:00:00 AM,808.4929,118.066,79.96068,0,14978,25943.67,1533.529,532.7733,,529.5067
10/3/2023 11:15:00 AM,837.4102,120.2102,80.60052,0,14973.33,25934.67,1594.043,547.36,,540.11
10/3/2023 11:30:00 AM,866.2424,121.8559,81.64027,0,14991.67,25967.33,1678.543,576.3,,581.82
10/3/2023 11:45:00 AM,895.67,122.402,81.62885,0,14981.67,25950.33,1593.732,595.02,,590.0533
10/3/2023 12:00:00 PM,919.059,127.2105,82.8297,0,14990.67,25964.33,1702.644,606.02,,596.9733
10/3/2023 12:15:00 PM,935.5588,126.9024,83.53352,0,14978,25942,1754.596,609.1033,,598.5667
10/3/2023 12:30:00 PM,956.9066,127.3925,83.50838,0,14962,25914.67,1829.061,648.4533,,639.49
10/3/2023 12:45:00 PM,925.4379,130.2431,84.8372,0,14963.67,25917.33,1877.566,636.9933,,633.3134
10/3/2023 1:00:00 PM,638.4763,124.6923,85.29538,0,15016.33,26010.33,1292.246,482.8467,,414.6833
10/3/2023 1:15:00 PM,774.3024,113.4971,82.96909,0,15008.33,25995.67,1342.208,462.5333,,526.8134
10/3/2023 1:30:00 PM,893.5437,121.2881,83.71062,0,15006.33,25992.33,1634.346,547.9833,,581.8834
10/3/2023 1:45:00 PM,657.9531,125.5415,84.71723,0,15028.33,26030.33,1263.857,427.73,,433.5833
10/3/2023 2:00:00 PM,869.8996,116.9639,84.11167,0,15031,26034.67,1956.663,655.1334,,628.9467
10/3/2023 2:15:00 PM,782.9777,124.1654,85.25196,0,15022,26019.67,1515.075,509.8667,,559.88
10/3/2023 2:30:00 PM,914.4662,129.0542,85.87695,0,15020.67,26017.67,1765.432,602.3033,,655.4867
10/3/2023 2:45:00 PM,393.9553,111.914,84.67953,0,15028,26029,894.177,304.3033,,281.22
10/3/2023 3:00:00 PM,682.3625,110.1932,84.0534,0,15034,26039.67,1518.039,504.3,,526.6866
10/3/2023 3:15:00 PM,579.1109,121.2021,85.87695,0,15011.33,26001.67,1164.462,382.9333,,435.0833
